Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
1481	-6,26457	
1482	-6,17768	
1483	-6,08873	
1484	-6,00118	
1485	-5,91773	
1486	-5,83239	
1487	-5,74779	
1488	-5,66264	
1489	-5,57416	
1490	-5,4804	
1491	-5,38473	
1492	-5,28913	
1493	-5,19526	
1494	-5,10089	
1495	-5,00593	
1496	-4,91245	
1497	-4,81944	
1498	-4,7235	
1499	-4,62575	
1500	-4,52556	
1501	-4,42443	
1502	-4,32232	
1503	-4,22034	
1504	-4,11622	
1505	-4,01363	
1506	-3,90626	
1507	-3,79797	
1508	-3,69139	
1509	-3,58739	
1510	-3,48172	
1511	-3,37398	
1512	-3,26174	
1513	-3,14432	
1514	-3,02418	
1515	-2,90406	
1516	-2,79246	
1517	-2,67768	
1518	-2,56015	
1519	-2,44133	
1520	-2,32	
1521	-2,19594	
1522	-2,06893	
1523	-1,94101	
1524	-1,81112	
1525	-1,68079	
1526	-1,54769	
1527	-1,41346	
1528	-1,27773	
1529	-1,13914	
1530	-0,99939	
1531	-0,857896	
1532	-0,711919	
1533	-0,561604	
1534	-0,41121	
1535	-0,260064	
1536	-0,107502	
1537	0,047528	
1538	0,208558	
1539	0,373168	
1540	0,542145	
1541	0,713914	
1542	0,89016	
1543	1,07072	
1544	1,25646	
1545	1,44731	
1546	1,64219	
1547	1,84133	
1548	2,04401	
1549	2,24608	
1550	2,44446	
1551	2,64226	
1552	2,84223	
1553	3,04617	
1554	3,26012	
1555	3,48866	
1556	3,73337	
1557	3,98674	
1558	4,24374	
1559	4,50162	
1560	4,76149	
1561	5,02783	
1562	5,30305	
1563	5,59046	
1564	5,88889	
1565	6,19679	
1566	6,51606	
1567	6,84704	
1568	7,19024	
1569	7,54684	
1570	7,91472	
1571	8,29643	
1572	8,69899	
1573	9,12465	
1574	9,57279	
1575	10,0466	
1576	10,5506	
1577	11,0855	
1578	11,6527	
1579	12,2565	
1580	12,9029	
1581	13,6013	
1582	14,3609	
1583	15,1914	
1584	16,1011	
1585	17,0975	
1586	18,1947	
1587	19,4032	
1588	20,7309	
1589	22,1839	
1590	23,7375	
1591	25,297	
1592	26,6444	
1593	27,3924	
1594	27,0874	
1595	25,6948	
1596	23,8696	
1597	22,1172	
1598	20,5274	
1599	19,0864	
1600	17,7954	
1601	16,6557	
1602	15,6522	
1603	14,7696	
1604	13,9975	
1605	13,3031	
1606	12,6505	
1607	12,0279	
1608	11,436	
1609	10,887	
1610	10,378	
1611	9,90339	
1612	9,45379	
1613	9,02556	
1614	8,61834	
1615	8,22978	
1616	7,84285	
1617	7,47035	
1618	7,12746	
1619	6,80596	
1620	6,49835	
1621	6,20193	
1622	5,91648	
1623	5,63917	
1624	5,37033	
1625	5,11451	
1626	4,8586	
1627	4,61666	
1628	4,41012	
1629	4,21637	
1630	3,99322	
1631	3,7184	
1632	3,42653	
1633	3,16426	
1634	2,939	
1635	2,73288	
1636	2,5304	
1637	2,32744	
1638	2,12996	
1639	1,93949	
1640	1,75542	
1641	1,57641	
1642	1,40053	
1643	1,22817	
1644	1,05733	
1645	0,892468	
1646	0,726026	
1647	0,563619	
1648	0,408795	
1649	0,258617	
1650	0,110829	
1651	-0,0374769	
1652	-0,184923	
1653	-0,330678	
1654	-0,473338	
1655	-0,611307	
1656	-0,746446	
1657	-0,879653	
1658	-1,01309	
1659	-1,14613	
1660	-1,28001	
1661	-1,41213	
1662	-1,5389	
1663	-1,65845	
1664	-1,77247	
1665	-1,88411	
1666	-1,99934	
1667	-2,12048	
1668	-2,24126	
1669	-2,3602	
1670	-2,47151	
1671	-2,58708	
1672	-2,70053	
1673	-2,81022	
1674	-2,91822	
1675	-3,02694	
1676	-3,13319	
1677	-3,22974	
1678	-3,3173	
1679	-3,41275	
1680	-3,51056	
1681	-3,60798	
1682	-3,70731	
1683	-3,80409	
1684	-3,89982	
1685	-3,9936	
1686	-4,08723	
1687	-4,17905	
1688	-4,27268	
1689	-4,36277	
1690	-4,45257	
1691	-4,54046	
1692	-4,62593	
1693	-4,71391	
1694	-4,8004	
1695	-4,88698	
1696	-4,97203	
1697	-5,05519	
1698	-5,14109	
1699	-5,22662	
1700	-5,30807	
1701	-5,39211	
1702	-5,47326	
1703	-5,54994	
1704	-5,62718	
1705	-5,70691	
1706	-5,78683	
1707	-5,86325	
1708	-5,94032	
1709	-6,01554	
1710	-6,0879	
1711	-6,16057	
1712	-6,23268	
1713	-6,30998	
1714	-6,38776	
1715	-6,46364	
1716	-6,53309	
1717	-6,60036	
1718	-6,67062	
1719	-6,73945	
1720	-6,81281	
1721	-6,88255	
1722	-6,94946	
1723	-7,01645	
1724	-7,08286	
1725	-7,15088	
1726	-7,21917	
1727	-7,285	
1728	-7,34853	
1729	-7,41078	
1730	-7,47054	
1731	-7,53206	
1732	-7,59429	
1733	-7,65567	
1734	-7,71394	
1735	-7,77747	
1736	-7,84684	
1737	-7,91445	
1738	-7,97572	
1739	-8,02572	
1740	-8,07239	
1741	-8,12237	
1742	-8,17486	
1743	-8,23229	
1744	-8,29146	
1745	-8,35122	
1746	-8,41775	
1747	-8,48808	
1748	-8,55661	
1749	-8,6222	
1750	-8,68593	
1751	-8,74931	
1752	-8,81176	
1753	-8,87405	
1754	-8,93813	
1755	-8,99769	
1756	-9,05186	
1757	-9,10088	
1758	-9,15727	
1759	-9,21333	
1760	-9,2738	
1761	-9,33452	
1762	-9,39619	
1763	-9,45338	
1764	-9,50565	
1765	-9,56044	
1766	-9,60951	
1767	-9,65494	
1768	-9,69759	
1769	-9,74426	
1770	-9,80053	
1771	-9,85001	
1772	-9,89173	
1773	-9,94114	
1774	-9,99439	
1775	-10,0413	
1776	-10,0887	
1777	-10,1379	
1778	-10,1904	
1779	-10,2451	
1780	-10,2992	
1781	-10,3399	
1782	-10,3881	
1783	-10,4338	
1784	-10,4836	
1785	-10,5327	
1786	-10,5809	
1787	-10,6317	
1788	-10,6842	
1789	-10,7351	
1790	-10,7903	
1791	-10,8431	
1792	-10,8916	
1793	-10,9404	
1794	-10,9912	
1795	-11,0395	
1796	-11,0909	
1797	-11,1421	
1798	-11,1909	
1799	-11,2383	
1800	-11,2922	
1801	-11,3437	
1802	-11,3882	
1803	-11,4225	
1804	-11,4476	
1805	-11,4704	
1806	-11,4873	
1807	-11,4989	
1808	-11,5097	
1809	-11,5464	
1810	-11,6278	
1811	-11,7086	
1812	-11,7636	
1813	-11,7971	
1814	-11,8183	
1815	-11,808	
1816	-11,7481	
1817	-11,6407	
1818	-11,5437	
1819	-11,5635	
1820	-11,7226	
1821	-11,9104	
1822	-12,0683	
1823	-12,1918	
1824	-12,2877	
1825	-12,3553	
1826	-12,4138	
1827	-12,4611	
1828	-12,5053	
1829	-12,545	
1830	-12,5923	
1831	-12,6446	
1832	-12,6895	
1833	-12,738	
1834	-12,7832	
1835	-12,8144	
1836	-12,8319	
1837	-12,8695	
1838	-12,9154	
1839	-12,9605	
1840	-13,0321	
1841	-13,0606	
1842	-13,111	
1843	-13,2099	
1844	-13,2593	
1845	-13,3134	
1846	-13,3691	
1847	-13,4338	
1848	-13,5044	
1849	-13,6103	
1850	-13,7961	
1851	-13,8578	
1852	-13,6418	
1853	-13,6244	
1854	-13,6614	
1855	-13,717	
1856	-13,7746	
1857	-13,8252	
1858	-13,8766	
1859	-13,9328	
1860	-13,9769	
1861	-14,0051	
1862	-14,0773	
1863	-14,1381	
1864	-14,1773	
1865	-14,2114	
1866	-14,2573	
1867	-14,3102	
1868	-14,3617	
1869	-14,416	
1870	-14,4712	
1871	-14,5251	
1872	-14,5767	
1873	-14,609	
1874	-14,6461	
1875	-14,6798	
1876	-14,7216	
1877	-14,7831	
1878	-14,8582	
1879	-14,9295	
1880	-14,983	
1881	-15,0187	
1882	-15,0565	
1883	-15,0874	
1884	-15,1305	
1885	-15,1794	
1886	-15,2295	
1887	-15,2726	
1888	-15,3168	
1889	-15,3714	
1890	-15,425	
1891	-15,4789	
1892	-15,5322	
1893	-15,5784	
1894	-15,6239	
1895	-15,6787	
1896	-15,7392	
1897	-15,7996	
1898	-15,8566	
1899	-15,9119	
1900	-15,9695	
1901	-16,0269	
1902	-16,083	
1903	-16,1333	
1904	-16,1781	
1905	-16,2462	
1906	-16,3029	
1907	-16,3694	
1908	-16,4374	
1909	-16,5046	
1910	-16,5698	
1911	-16,6426	
1912	-16,714	
1913	-16,7987	
1914	-16,8846	
1915	-16,9658	
1916	-17,0354	
1917	-17,0917	
1918	-17,1471	
1919	-17,2003	
1920	-17,2435	
1921	-17,2893	
1922	-17,3353	
1923	-17,3859	
1924	-17,4356	
1925	-17,4966	
1926	-17,5739	
1927	-17,6452	
1928	-17,7214	
1929	-17,7965	
1930	-17,8733	
1931	-17,9564	
1932	-18,0504	
1933	-18,1407	
1934	-18,2271	
1935	-18,3148	
1936	-18,4007	
1937	-18,4997	
1938	-18,594	
1939	-18,6871	
1940	-18,7901	
1941	-18,8863	
1942	-18,9766	
1943	-19,0682	
1944	-19,152	
1945	-19,2278	
1946	-19,3204	
1947	-19,4228	
1948	-19,5423	
1949	-19,6913	
1950	-19,8368	
1951	-19,9409	
1952	-19,9855	
1953	-19,9761	
1954	-19,9505	
1955	-19,9327	
1956	-19,9946	
1957	-20,1916	
1958	-20,5473	
1959	-21,0449	
1960	-21,5034	
1961	-21,8051	
1962	-22,0004	
1963	-22,1951	
1964	-22,4383	
1965	-22,6988	
1966	-22,9632	
1967	-23,1994	
1968	-23,4529	
1969	-23,7589	
1970	-24,0768	
1971	-24,3949	
1972	-24,6943	
1973	-25,0431	
1974	-25,4426	
1975	-25,8733	
1976	-26,3424	
1977	-26,8477	
1978	-27,3608	
1979	-27,8737	
1980	-28,3214	
1981	-28,7983	
1982	-29,568	
1983	-30,7621	
1984	-31,9589	
1985	-32,8824	
1986	-33,7513	
1987	-35,301	
1988	-37,9529	
1989	-41,9151	
1990	-48,6702	
1991	-55,47	
1992	-44,4623	
1993	-39,2095	
1994	-35,8159	
1995	-33,2453	
1996	-31,2831	
1997	-29,6492	
1998	-28,1736	
1999	-26,8196	
2000	-25,6236	
2001	-24,5324	
2002	-23,4727	
2003	-22,4452	
2004	-21,4767	
2005	-20,5805	
2006	-19,7225	
2007	-18,9033	
2008	-18,0906	
2009	-17,2721	
2010	-16,4581	
2011	-15,656	
2012	-14,8645	
2013	-14,0492	
2014	-13,2386	
2015	-12,4487	
2016	-11,6252	
2017	-10,7705	
2018	-9,91369	
2019	-9,06189	
2020	-8,20993	
2021	-7,31635	
2022	-6,33256	
2023	-5,27293	
2024	-4,14415	
2025	-2,95441	
2026	-1,6834	
2027	-0,311421	
2028	1,16209	
2029	2,73965	
2030	4,43517	
2031	6,24746	
2032	8,10972	
2033	9,80095	
2034	10,8007	
2035	10,3745	
2036	8,52694	
2037	6,34091	
2038	4,40191	
2039	2,79247	
2040	1,49993	
2041	0,481344	
2042	-0,341128	
2043	-1,0499	
2044	-1,69523	
2045	-2,28766	
2046	-2,83607	
2047	-3,34573	
2048	-3,8221	
2049	-4,26421	
2050	-4,66377	
2051	-5,02148	
2052	-5,35771	
2053	-5,67569	
2054	-5,98223	
2055	-6,26372	
2056	-6,52841	
2057	-6,78317	
2058	-7,01713	
2059	-7,24612	
2060	-7,46473	
2061	-7,66757	
2062	-7,87094	
2063	-8,05927	
2064	-8,23875	
2065	-8,41569	
2066	-8,58668	
2067	-8,75731	
2068	-8,91819	
2069	-9,06776	
2070	-9,21363	
2071	-9,35079	
2072	-9,48308	
2073	-9,61497	
2074	-9,73459	
2075	-9,83142	
2076	-9,94551	
2077	-10,0689	
2078	-10,1649	
2079	-10,2764	
2080	-10,3872	
2081	-10,4914	
2082	-10,5921	
2083	-10,6864	
2084	-10,7788	
2085	-10,8704	
2086	-10,9552	
2087	-11,0401	
2088	-11,1234	
2089	-11,2072	
2090	-11,2855	
2091	-11,3668	
2092	-11,448	
2093	-11,5251	
2094	-11,6032	
2095	-11,6767	
2096	-11,7456	
2097	-11,8143	
2098	-11,8864	
2099	-11,9614	
2100	-12,0262	
2101	-12,0889	
2102	-12,1503	
2103	-12,2113	
2104	-12,2725	
2105	-12,3339	
2106	-12,3909	
2107	-12,4473	
2108	-12,5052	
2109	-12,5584	
2110	-12,6145	
2111	-12,6706	
2112	-12,7269	
2113	-12,7786	
2114	-12,829	
2115	-12,8766	
2116	-12,9208	
2117	-12,9681	
2118	-13,0164	
2119	-13,0687	
2120	-13,1134	
2121	-13,1593	
2122	-13,2023	
2123	-13,2427	
2124	-13,284	
2125	-13,3273	
2126	-13,3667	
2127	-13,4102	
2128	-13,4498	
2129	-13,4894	
2130	-13,5332	
2131	-13,5757	
2132	-13,6175	
2133	-13,6594	
2134	-13,7028	
2135	-13,7418	
2136	-13,7773	
2137	-13,8119	
2138	-13,848	
2139	-13,8838	
2140	-13,9202	
2141	-13,9583	
2142	-13,9892	
2143	-14,0268	
2144	-14,0647	
2145	-14,0931	
2146	-14,131	
2147	-14,1652	
2148	-14,198	
2149	-14,2292	
2150	-14,256	
2151	-14,2938	
2152	-14,323	
2153	-14,356	
2154	-14,3882	
2155	-14,4192	
2156	-14,4491	
2157	-14,4771	
2158	-14,5119	
2159	-14,549	
2160	-14,5873	
2161	-14,626	
2162	-14,6548	
2163	-14,6832	
2164	-14,7032	
2165	-14,7242	
2166	-14,7458	
2167	-14,769	
2168	-14,7872	
2169	-14,8041	
2170	-14,8365	
2171	-14,8607	
2172	-14,8864	
2173	-14,9183	
2174	-14,9509	
2175	-14,9718	
2176	-14,9994	
2177	-15,0236	
2178	-15,0427	
2179	-15,0725	
2180	-15,0917	
2181	-15,1111	
2182	-15,1346	
2183	-15,1625	
2184	-15,1807	
2185	-15,1979	
2186	-15,217	
2187	-15,2431	
2188	-15,2627	
2189	-15,2852	
2190	-15,301	
2191	-15,3317	
2192	-15,3526	
2193	-15,3739	
2194	-15,3968	
2195	-15,4207	
2196	-15,4425	
2197	-15,4543	
2198	-15,4697	
2199	-15,4873	
2200	-15,5103	
2201	-15,5158	
2202	-15,5009	
2203	-15,4657	
2204	-15,4218	
2205	-15,3895	
2206	-15,3907	
2207	-15,4429	
2208	-15,5469	
2209	-15,656	
2210	-15,7266	
2211	-15,7615	
2212	-15,787	
2213	-15,8167	
2214	-15,8517	
2215	-15,8918	
2216	-15,9246	
2217	-15,9379	
2218	-15,9262	
2219	-15,9259	
2220	-15,9346	
2221	-15,9492	
2222	-15,9556	
2223	-15,9676	
2224	-15,985	
2225	-15,998	
2226	-16,0089	
2227	-16,0177	
2228	-16,0269	
2229	-16,0413	
2230	-16,0407	
2231	-16,0528	
2232	-16,0518	
2233	-16,0404	
2234	-16,0246	
2235	-15,997	
2236	-15,966	
2237	-15,923	
2238	-15,868	
2239	-15,7811	
2240	-15,6643	
2241	-15,519	
2242	-15,3829	
2243	-15,2781	
2244	-15,2453	
2245	-15,284	
2246	-15,3942	
2247	-15,5481	
2248	-15,7214	
2249	-15,8792	
2250	-16,0064	
2251	-16,107	
2252	-16,1865	
2253	-16,2462	
2254	-16,3078	
2255	-16,3652	
2256	-16,4209	
2257	-16,4769	
2258	-16,5358	
2259	-16,5877	
2260	-16,6082	
2261	-16,5941	
2262	-16,5947	
2263	-16,6177	
2264	-16,6252	
2265	-16,6474	
2266	-16,6603	
2267	-16,677	
2268	-16,6981	
2269	-16,7241	
2270	-16,7401	
2271	-16,7639	
2272	-16,7811	
2273	-16,7981	
2274	-16,811	
2275	-16,8298	
2276	-16,8451	
2277	-16,8648	
2278	-16,8808	
2279	-16,8989	
2280	-16,9121	
2281	-16,9197	
2282	-16,9267	
2283	-16,9304	
2284	-16,9325	
2285	-16,9418	
2286	-16,9518	
2287	-16,9618	
2288	-16,9718	
2289	-16,9872	
2290	-16,9916	
2291	-17,0042	
2292	-17,0283	
2293	-17,0275	
2294	-17,0371	
2295	-17,0567	
2296	-17,071	
2297	-17,0816	
2298	-17,0968	
2299	-17,1083	
2300	-17,1247	
2301	-17,1329	
2302	-17,1418	
2303	-17,155	
2304	-17,1686	
2305	-17,1846	
2306	-17,2028	
2307	-17,2111	
2308	-17,2269	
2309	-17,2425	
2310	-17,2601	
2311	-17,2732	
2312	-17,2805	
2313	-17,2915	
2314	-17,3026	
2315	-17,3155	
2316	-17,319	
2317	-17,3313	
2318	-17,3382	
2319	-17,3465	
2320	-17,3558	
2321	-17,3648	
2322	-17,3632	
2323	-17,3722	
2324	-17,3806	
2325	-17,3924	
2326	-17,417	
2327	-17,4306	
2328	-17,4352	
2329	-17,4334	
2330	-17,4468	
2331	-17,4601	
2332	-17,4721	
2333	-17,4883	
2334	-17,4987	
2335	-17,5076	
2336	-17,5112	
2337	-17,511	
2338	-17,5179	
2339	-17,5281	
2340	-17,5394	
2341	-17,5453	
2342	-17,554	
2343	-17,5514	
2344	-17,5523	
2345	-17,5451	
2346	-17,5451	
2347	-17,5566	
2348	-17,5823	
2349	-17,6043	
2350	-17,6317	
2351	-17,6519	
2352	-17,6722	
2353	-17,6826	
2354	-17,6889	
2355	-17,6956	
2356	-17,7148	
2357	-17,7246	
2358	-17,7396	
2359	-17,7446	
2360	-17,7486	
2361	-17,7451	
2362	-17,7429	
2363	-17,7546	
2364	-17,7475	
2365	-17,7548	
2366	-17,7582	
2367	-17,7571	
2368	-17,7665	
2369	-17,7743	
2370	-17,7799	
2371	-17,7916	
2372	-17,7933	
2373	-17,7994	
2374	-17,7972	
2375	-17,8054	
2376	-17,8091	
2377	-17,8159	
2378	-17,821	
2379	-17,8281	
2380	-17,8447	
2381	-17,8555	
2382	-17,8587	
2383	-17,8582	
2384	-17,8692	
2385	-17,8744	
2386	-17,8777	
2387	-17,8792	
2388	-17,8757	
2389	-17,8816	
2390	-17,8854	
2391	-17,8734	
2392	-17,8744	
2393	-17,8772	
2394	-17,8853	
2395	-17,8913	
2396	-17,8997	
2397	-17,9103	
2398	-17,918	
2399	-17,9304	
2400	-17,9415	
2401	-17,948	
2402	-17,9401	
2403	-17,9316	
2404	-17,9314	
2405	-17,9207	
2406	-17,9247	
2407	-17,9328	
2408	-17,9497	
2409	-17,9552	
2410	-17,9635	
2411	-17,9513	
2412	-17,9516	
2413	-17,9532	
2414	-17,9575	
2415	-17,9644	
2416	-17,9649	
2417	-17,9765	
2418	-17,9765	
2419	-17,9811	
2420	-17,9792	
2421	-17,9667	
2422	-17,9567	
2423	-17,9577	
2424	-17,9553	
2425	-17,9503	
2426	-17,9446	
2427	-17,9507	
2428	-17,956	
2429	-17,9645	
2430	-18,0049	
2431	-18,0372	
2432	-18,041	
2433	-18,0105	
2434	-18,0062	
2435	-18,0228	
2436	-18,0161	
2437	-18,0072	
2438	-18,0029	
2439	-17,9971	
2440	-17,99	
2441	-17,9794	
2442	-17,9844	
2443	-17,9906	
2444	-18,0079	
2445	-18,0268	
2446	-18,0242	
2447	-18,015	
2448	-18,0076	
2449	-17,9944	
2450	-17,976	
2451	-17,9744	
2452	-17,9694	
2453	-17,9575	
2454	-17,945	
2455	-17,9277	
2456	-17,9315	
2457	-17,9455	
2458	-17,9624	
2459	-17,9693	
2460	-17,9462	
2461	-17,8956	
2462	-17,8731	
2463	-17,8509	
2464	-17,8634	
2465	-17,8946	
2466	-17,8693	
2467	-17,8548	
2468	-17,841	
2469	-17,8264	
2470	-17,8007	
2471	-17,7728	
2472	-17,7543	
2473	-17,7214	
2474	-17,7096	
2475	-17,7689	
2476	-17,789	
2477	-17,786	
2478	-17,7697	
2479	-17,7481	
2480	-17,7312	
2481	-17,7208	
2482	-17,7018	
2483	-17,6863	
2484	-17,6653	
2485	-17,6489	
2486	-17,6387	
2487	-17,6222	
2488	-17,617	
2489	-17,6223	
2490	-17,6217	
2491	-17,6091	
2492	-17,5669	
2493	-17,5213	
2494	-17,4865	
2495	-17,4557	
2496	-17,4429	
2497	-17,4286	
2498	-17,4128	
2499	-17,3918	
2500	-17,375	
2501	-17,3595	
2502	-17,344	
2503	-17,3294	
2504	-17,3032	
2505	-17,2766	
2506	-17,2548	
2507	-17,2253	
2508	-17,1981	
2509	-17,1676	
2510	-17,1412	
2511	-17,1222	
2512	-17,0979	
2513	-17,0855	
2514	-17,0662	
2515	-17,0368	
2516	-16,997	
2517	-16,9577	
2518	-16,9147	
2519	-16,8826	
2520	-16,857	
2521	-16,8319	
2522	-16,7932	
2523	-16,7436	
2524	-16,7025	
2525	-16,6448	
2526	-16,5971	
2527	-16,571	
2528	-16,5494	
2529	-16,5311	
2530	-16,505	
2531	-16,4608	
2532	-16,3959	
2533	-16,3246	
2534	-16,2586	
2535	-16,2114	
2536	-16,1848	
2537	-16,1505	
2538	-16,114	
2539	-16,0588	
2540	-15,9962	
2541	-15,9294	
2542	-15,8658	
2543	-15,8037	
2544	-15,7392	
2545	-15,6777	
2546	-15,6175	
2547	-15,5584	
2548	-15,478	
2549	-15,4006	
2550	-15,335	
2551	-15,2688	
2552	-15,1912	
2553	-15,1048	
2554	-15,0284	
2555	-14,9606	
2556	-14,8888	
2557	-14,8167	
2558	-14,7367	
2559	-14,6638	
2560	-14,6011	
2561	-14,5412	
2562	-14,5133	
2563	-14,5224	
2564	-14,5749	
2565	-14,6957	
2566	-14,9239	
2567	-15,2922	
2568	-15,8628	
2569	-16,6568	
2570	-17,5136	
2571	-17,8315	
2572	-17,0005	
2573	-15,4773	
2574	-14,0912	
2575	-13,0897	
2576	-12,3716	
2577	-11,797	
2578	-11,2963	
2579	-10,8714	
2580	-10,5149	
2581	-10,1921	
2582	-9,87243	
2583	-9,51333	
2584	-9,10652	
2585	-8,65943	
2586	-8,177	
2587	-7,65867	
2588	-7,10706	
2589	-6,51279	
2590	-5,86906	
2591	-5,18795	
2592	-4,44183	
2593	-3,5906	
2594	-2,59638	
2595	-1,43058	
2596	-0,114957	
2597	1,28279	
2598	2,70459	
2599	4,06263	
2600	5,15682	
2601	5,58425	
2602	4,91509	
2603	3,14997	
2604	0,829131	
2605	-1,43391	
2606	-3,30681	
2607	-4,84849	
2608	-6,36734	
2609	-7,92679	
2610	-8,78321	
2611	-9,22611	
2612	-10,1839	
2613	-11,2219	
2614	-11,9955	
2615	-12,6582	
2616	-13,3491	
2617	-14,076	
2618	-14,7893	
2619	-15,5545	
2620	-16,1957	
2621	-16,7828	
2622	-17,355	
2623	-17,9336	
2624	-18,5118	
2625	-19,1186	
2626	-19,7163	
2627	-20,2627	
2628	-20,7638	
2629	-21,2183	
2630	-21,6809	
2631	-22,1679	
2632	-22,7432	
2633	-23,3797	
2634	-23,9886	
2635	-24,4799	
2636	-24,8716	
2637	-25,2216	
2638	-25,5203	
2639	-25,8114	
2640	-26,1294	
2641	-26,4277	
2642	-26,692	
2643	-26,8549	
2644	-26,9381	
2645	-26,8502	
2646	-26,7699	
2647	-26,9822	
2648	-28,0069	
2649	-30,1278	
2650	-32,6425	
2651	-34,4082	
2652	-35,2977	
2653	-35,926	
2654	-36,6465	
2655	-37,428	
2656	-38,4179	
2657	-39,5104	
2658	-39,4504	
2659	-38,9767	
2660	-39,3209	
2661	-40,0381	
2662	-40,6403	
2663	-40,9657	
2664	-40,9621	
2665	-40,7555	
2666	-40,5707	
2667	-40,2502	
2668	-39,9972	
2669	-39,577	
2670	-39,2318	
2671	-38,8369	
2672	-38,4016	
2673	-37,99	
2674	-37,6	
2675	-37,2897	
2676	-36,8772	
2677	-36,5781	
2678	-36,2269	
2679	-35,9073	
2680	-35,9541	
2681	-35,7901	
2682	-35,2615	
2683	-35,1326	
2684	-34,8983	
2685	-34,7243	
2686	-34,5316	
2687	-34,3795	
2688	-34,1775	
2689	-33,9839	
2690	-33,8214	
2691	-33,607	
2692	-33,4246	
2693	-33,273	
2694	-33,1592	
2695	-33,0423	
2696	-32,8964	
2697	-32,6923	
2698	-32,5528	
2699	-32,4529	
2700	-32,2501	
2701	-32,1398	
2702	-32,0473	
2703	-31,9137	
2704	-31,7679	
2705	-31,661	
2706	-31,5684	
2707	-31,4701	
2708	-31,3457	
2709	-31,2344	
2710	-31,1371	
2711	-31,0471	
2712	-30,9705	
2713	-30,8873	
2714	-30,7932	
2715	-30,6729	
2716	-30,5314	
2717	-30,4185	
2718	-30,3102	
2719	-30,2633	
2720	-30,1793	
2721	-30,0544	
2722	-29,9011	
2723	-29,7565	
2724	-29,6846	
2725	-29,7343	
2726	-29,7741	
2727	-29,8054	
2728	-29,7881	
2729	-29,7906	
2730	-29,7778	
2731	-29,7657	
2732	-29,7053	
2733	-29,6739	
2734	-29,6668	
2735	-29,6164	
2736	-29,6029	
2737	-29,5551	
2738	-29,527	
2739	-29,4777	
2740	-29,4353	
2741	-29,4072	
2742	-29,3845	
2743	-29,3678	
2744	-29,3701	
2745	-29,3346	
2746	-29,2904	
2747	-29,2739	
2748	-29,3258	
2749	-29,3345	
2750	-29,3467	
2751	-29,3768	
2752	-29,3636	
2753	-29,3031	
2754	-29,227	
2755	-29,1809	
2756	-29,1271	
2757	-29,1115	
2758	-29,1029	
2759	-29,1053	
2760	-29,0939	
2761	-29,0946	
2762	-29,0646	
2763	-29,0166	
2764	-29,0054	
2765	-28,997	
2766	-28,9525	
2767	-28,9379	
2768	-28,9238	
2769	-28,9207	
2770	-28,9025	
2771	-28,9465	
2772	-28,9429	
2773	-28,9339	
2774	-28,9019	
2775	-28,8636	
2776	-28,8115	
2777	-28,7806	
2778	-28,7386	
2779	-28,7121	
2780	-28,6762	
2781	-28,6337	
2782	-28,6113	
2783	-28,568	
2784	-28,5611	
2785	-28,5667	
2786	-28,5818	
2787	-28,5861	
2788	-28,5628	
2789	-28,5494	
2790	-28,5416	
2791	-28,4906	
2792	-28,4793	
2793	-28,4485	
2794	-28,4138	
2795	-28,3753	
2796	-28,3671	
2797	-28,4044	
2798	-28,4395	
2799	-28,5311	
2800	-28,5863	
2801	-28,5848	
2802	-28,5806	
2803	-28,5911	
2804	-28,5553	
2805	-28,5411	
2806	-28,5604	
2807	-28,5525	
2808	-28,5711	
2809	-28,5903	
2810	-28,5702	
2811	-28,5999	
2812	-28,67	
2813	-28,8362	
2814	-29,077	
2815	-29,2979	
2816	-29,3491	
2817	-29,1824	
2818	-28,8469	
2819	-28,5162	
2820	-28,1945	
2821	-28,0063	
2822	-28,0748	
2823	-28,3296	
2824	-28,5931	
2825	-28,8143	
2826	-29,026	
2827	-29,1551	
2828	-29,2155	
2829	-29,2904	
2830	-29,3371	
2831	-29,2164	
2832	-29,0514	
2833	-28,9986	
2834	-29,0555	
2835	-29,0665	
2836	-29,0198	
2837	-28,927	
2838	-28,8699	
2839	-28,7938	
2840	-28,771	
2841	-28,7683	
2842	-28,7487	
2843	-28,7127	
2844	-28,6499	
2845	-28,6164	
2846	-28,5849	
2847	-28,5786	
2848	-28,5272	
2849	-28,4624	
2850	-28,3946	
2851	-28,3204	
2852	-28,2866	
2853	-28,2207	
2854	-28,1302	
2855	-27,9331	
2856	-27,6436	
2857	-27,3313	
2858	-27,1183	
2859	-27,0862	
2860	-27,2493	
2861	-27,4853	
2862	-27,7572	
2863	-27,9639	
2864	-28,1269	
2865	-28,2507	
2866	-28,351	
2867	-28,3936	
2868	-28,4131	
2869	-28,4629	
2870	-28,4563	
2871	-28,4936	
2872	-28,5314	
2873	-28,5236	
2874	-28,5354	
2875	-28,5726	
2876	-28,5917	
2877	-28,587	
2878	-28,5802	
2879	-28,5923	
2880	-28,6042	
2881	-28,59	
2882	-28,6305	
2883	-28,6162	
2884	-28,594	
2885	-28,6067	
2886	-28,5969	
2887	-28,5669	
2888	-28,5651	
2889	-28,5742	
2890	-28,6117	
2891	-28,6521	
2892	-28,7068	
2893	-28,7351	
2894	-28,7892	
2895	-28,8408	
2896	-28,8603	
2897	-28,892	
