Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [dB] - Frekv. prenosna funkcija	
1489	-9,38971	
1490	-9,29014	
1491	-9,19711	
1492	-9,1011	
1493	-9,00618	
1494	-8,90555	
1495	-8,79731	
1496	-8,68223	
1497	-8,56888	
1498	-8,45741	
1499	-8,34093	
1500	-8,22089	
1501	-8,10703	
1502	-7,99601	
1503	-7,88608	
1504	-7,77452	
1505	-7,66744	
1506	-7,55845	
1507	-7,45	
1508	-7,33175	
1509	-7,21454	
1510	-7,08919	
1511	-6,96513	
1512	-6,84108	
1513	-6,71656	
1514	-6,59093	
1515	-6,47585	
1516	-6,3355	
1517	-6,19878	
1518	-6,06067	
1519	-5,9215	
1520	-5,78588	
1521	-5,6502	
1522	-5,51692	
1523	-5,37979	
1524	-5,24166	
1525	-5,10408	
1526	-4,96097	
1527	-4,81727	
1528	-4,67382	
1529	-4,52906	
1530	-4,38116	
1531	-4,22755	
1532	-4,06823	
1533	-3,90792	
1534	-3,74627	
1535	-3,5878	
1536	-3,42393	
1537	-3,25933	
1538	-3,09242	
1539	-2,9187	
1540	-2,74366	
1541	-2,57043	
1542	-2,39412	
1543	-2,2128	
1544	-2,02777	
1545	-1,83773	
1546	-1,64491	
1547	-1,44896	
1548	-1,25035	
1549	-1,05015	
1550	-0,844104	
1551	-0,630861	
1552	-0,407593	
1553	-0,172099	
1554	0,0747678	
1555	0,328771	
1556	0,592208	
1557	0,861123	
1558	1,13261	
1559	1,4036	
1560	1,67404	
1561	1,94562	
1562	2,21867	
1563	2,49966	
1564	2,786	
1565	3,0876	
1566	3,40677	
1567	3,74495	
1568	4,10066	
1569	4,4745	
1570	4,86105	
1571	5,25934	
1572	5,67178	
1573	6,10273	
1574	6,55372	
1575	7,02678	
1576	7,52712	
1577	8,05735	
1578	8,6218	
1579	9,22784	
1580	9,88181	
1581	10,5825	
1582	11,3206	
1583	12,0969	
1584	12,9456	
1585	13,8977	
1586	14,9294	
1587	16,0261	
1588	17,1816	
1589	18,3513	
1590	19,4335	
1591	20,2563	
1592	20,701	
1593	21,0337	
1594	21,2849	
1595	20,5717	
1596	19,1622	
1597	17,7253	
1598	16,4321	
1599	15,2803	
1600	14,2549	
1601	13,3466	
1602	12,5489	
1603	11,8235	
1604	11,1018	
1605	10,3938	
1606	9,73981	
1607	9,11534	
1608	8,53603	
1609	7,99255	
1610	7,48175	
1611	7,00177	
1612	6,55221	
1613	6,12811	
1614	5,73391	
1615	5,37896	
1616	4,9894	
1617	4,61277	
1618	4,2746	
1619	3,94152	
1620	3,61137	
1621	3,28723	
1622	2,97233	
1623	2,6793	
1624	2,41879	
1625	2,17458	
1626	1,90197	
1627	1,66071	
1628	1,42579	
1629	1,19888	
1630	0,976142	
1631	0,757626	
1632	0,542846	
1633	0,33411	
1634	0,128119	
1635	-0,0745544	
1636	-0,264536	
1637	-0,450749	
1638	-0,63462	
1639	-0,816872	
1640	-0,99605	
1641	-1,17493	
1642	-1,3489	
1643	-1,52103	
1644	-1,69228	
1645	-1,85872	
1646	-2,02568	
1647	-2,18761	
1648	-2,34108	
1649	-2,49135	
1650	-2,63918	
1651	-2,78303	
1652	-2,92219	
1653	-3,056	
1654	-3,18545	
1655	-3,31604	
1656	-3,44204	
1657	-3,56978	
1658	-3,69577	
1659	-3,82131	
1660	-3,94635	
1661	-4,0659	
1662	-4,17919	
1663	-4,28673	
1664	-4,38974	
1665	-4,49063	
1666	-4,59446	
1667	-4,70958	
1668	-4,84119	
1669	-4,98397	
1670	-5,11928	
1671	-5,24177	
1672	-5,35168	
1673	-5,45617	
1674	-5,56451	
1675	-5,66295	
1676	-5,75351	
1677	-5,83775	
1678	-5,912	
1679	-6,02401	
1680	-6,1156	
1681	-6,2055	
1682	-6,29774	
1683	-6,39265	
1684	-6,48888	
1685	-6,58912	
1686	-6,68623	
1687	-6,77745	
1688	-6,86959	
1689	-6,95579	
1690	-7,03823	
1691	-7,11845	
1692	-7,20724	
1693	-7,30126	
1694	-7,38975	
1695	-7,47346	
1696	-7,55884	
1697	-7,63915	
1698	-7,71939	
1699	-7,79739	
1700	-7,87556	
1701	-7,94729	
1702	-8,01193	
1703	-8,07724	
1704	-8,14818	
1705	-8,22714	
1706	-8,31189	
1707	-8,4056	
1708	-8,51489	
1709	-8,62547	
1710	-8,72319	
1711	-8,79184	
1712	-8,84258	
1713	-8,88908	
1714	-8,9361	
1715	-8,98798	
1716	-9,04678	
1717	-9,11007	
1718	-9,17468	
1719	-9,23683	
1720	-9,29912	
1721	-9,36034	
1722	-9,42133	
1723	-9,4811	
1724	-9,54596	
1725	-9,61153	
1726	-9,67144	
1727	-9,72763	
1728	-9,78226	
1729	-9,82631	
1730	-9,8619	
1731	-9,89238	
1732	-9,93667	
1733	-9,9971	
1734	-10,0662	
1735	-10,1356	
1736	-10,2053	
1737	-10,2814	
1738	-10,3497	
1739	-10,4004	
1740	-10,4334	
1741	-10,4625	
1742	-10,5002	
1743	-10,5569	
1744	-10,6237	
1745	-10,6986	
1746	-10,7773	
1747	-10,8597	
1748	-10,9445	
1749	-11,0144	
1750	-11,0814	
1751	-11,1528	
1752	-11,2218	
1753	-11,2954	
1754	-11,3614	
1755	-11,415	
1756	-11,468	
1757	-11,5286	
1758	-11,5865	
1759	-11,6383	
1760	-11,68	
1761	-11,7227	
1762	-11,7776	
1763	-11,8506	
1764	-11,913	
1765	-11,9659	
1766	-12,0124	
1767	-12,0621	
1768	-12,11	
1769	-12,1542	
1770	-12,1944	
1771	-12,2383	
1772	-12,2869	
1773	-12,3383	
1774	-12,3959	
1775	-12,4563	
1776	-12,5216	
1777	-12,5907	
1778	-12,6477	
1779	-12,6803	
1780	-12,734	
1781	-12,7765	
1782	-12,8245	
1783	-12,8779	
1784	-12,9283	
1785	-12,9831	
1786	-13,0451	
1787	-13,1011	
1788	-13,1552	
1789	-13,2075	
1790	-13,2554	
1791	-13,3018	
1792	-13,3507	
1793	-13,3987	
1794	-13,4439	
1795	-13,4887	
1796	-13,5321	
1797	-13,579	
1798	-13,6263	
1799	-13,678	
1800	-13,736	
1801	-13,7949	
1802	-13,8492	
1803	-13,9047	
1804	-13,9627	
1805	-14,0348	
1806	-14,1268	
1807	-14,2305	
1808	-14,3227	
1809	-14,3683	
1810	-14,3725	
1811	-14,3885	
1812	-14,4233	
1813	-14,4801	
1814	-14,5404	
1815	-14,6063	
1816	-14,6646	
1817	-14,7137	
1818	-14,8107	
1819	-14,9502	
1820	-14,9786	
1821	-14,9415	
1822	-14,9196	
1823	-14,9338	
1824	-14,9645	
1825	-15,0116	
1826	-15,05	
1827	-15,0961	
1828	-15,1439	
1829	-15,1783	
1830	-15,215	
1831	-15,2466	
1832	-15,2813	
1833	-15,3293	
1834	-15,3786	
1835	-15,4311	
1836	-15,4961	
1837	-15,543	
1838	-15,5538	
1839	-15,4612	
1840	-15,3436	
1841	-15,6612	
1842	-15,6986	
1843	-15,6493	
1844	-15,7705	
1845	-15,8659	
1846	-15,9013	
1847	-15,9115	
1848	-15,8713	
1849	-15,7142	
1850	-15,3377	
1851	-15,3627	
1852	-15,93	
1853	-16,0916	
1854	-16,1573	
1855	-16,222	
1856	-16,2804	
1857	-16,3358	
1858	-16,3853	
1859	-16,4304	
1860	-16,522	
1861	-16,6519	
1862	-16,6887	
1863	-16,7165	
1864	-16,7554	
1865	-16,7939	
1866	-16,845	
1867	-16,9038	
1868	-16,9559	
1869	-17,0168	
1870	-17,0779	
1871	-17,1455	
1872	-17,2219	
1873	-17,2723	
1874	-17,3315	
1875	-17,3787	
1876	-17,4125	
1877	-17,4523	
1878	-17,4858	
1879	-17,5448	
1880	-17,6071	
1881	-17,6818	
1882	-17,7697	
1883	-17,8363	
1884	-17,9014	
1885	-17,9622	
1886	-18,0286	
1887	-18,0774	
1888	-18,141	
1889	-18,2003	
1890	-18,2592	
1891	-18,3203	
1892	-18,3748	
1893	-18,4395	
1894	-18,5003	
1895	-18,5746	
1896	-18,6504	
1897	-18,7218	
1898	-18,7952	
1899	-18,87	
1900	-18,943	
1901	-19,0113	
1902	-19,0758	
1903	-19,1463	
1904	-19,23	
1905	-19,3094	
1906	-19,3943	
1907	-19,476	
1908	-19,5538	
1909	-19,63	
1910	-19,6933	
1911	-19,7634	
1912	-19,833	
1913	-19,8986	
1914	-19,972	
1915	-20,0646	
1916	-20,1466	
1917	-20,2478	
1918	-20,3695	
1919	-20,4791	
1920	-20,5724	
1921	-20,6446	
1922	-20,7186	
1923	-20,7956	
1924	-20,8758	
1925	-20,9712	
1926	-21,0504	
1927	-21,1368	
1928	-21,2426	
1929	-21,3347	
1930	-21,428	
1931	-21,5065	
1932	-21,5855	
1933	-21,6931	
1934	-21,8177	
1935	-21,9311	
1936	-22,0534	
1937	-22,168	
1938	-22,3006	
1939	-22,4373	
1940	-22,5704	
1941	-22,7096	
1942	-22,8209	
1943	-22,9659	
1944	-23,0732	
1945	-23,1615	
1946	-23,2193	
1947	-23,2434	
1948	-23,2224	
1949	-23,2064	
1950	-23,1629	
1951	-23,0317	
1952	-22,7856	
1953	-22,4028	
1954	-21,8912	
1955	-21,3355	
1956	-20,8309	
1957	-20,552	
1958	-20,666	
1959	-21,2258	
1960	-22,1109	
1961	-23,0725	
1962	-23,9443	
1963	-24,7683	
1964	-25,4928	
1965	-26,172	
1966	-26,7641	
1967	-27,2593	
1968	-27,736	
1969	-28,2334	
1970	-28,8505	
1971	-29,6454	
1972	-30,5119	
1973	-31,3103	
1974	-32,1498	
1975	-33,1812	
1976	-34,3081	
1977	-35,4352	
1978	-36,584	
1979	-37,8173	
1980	-39,242	
1981	-40,2615	
1982	-40,2771	
1983	-40,6997	
1984	-41,0265	
1985	-40,4616	
1986	-39,2006	
1987	-37,1328	
1988	-34,7666	
1989	-32,6199	
1990	-30,9319	
1991	-29,6672	
1992	-28,6655	
1993	-27,75	
1994	-26,8777	
1995	-26,0535	
1996	-25,284	
1997	-24,4715	
1998	-23,6474	
1999	-22,8947	
2000	-22,1696	
2001	-21,4825	
2002	-20,8316	
2003	-20,2073	
2004	-19,5473	
2005	-18,9158	
2006	-18,2902	
2007	-17,644	
2008	-16,9925	
2009	-16,323	
2010	-15,6519	
2011	-14,9734	
2012	-14,2738	
2013	-13,545	
2014	-12,844	
2015	-12,1959	
2016	-11,4769	
2017	-10,74	
2018	-9,98166	
2019	-9,19271	
2020	-8,37251	
2021	-7,51476	
2022	-6,61364	
2023	-5,66413	
2024	-4,64608	
2025	-3,54606	
2026	-2,34951	
2027	-1,03753	
2028	0,41195	
2029	2,01217	
2030	3,75963	
2031	5,61691	
2032	7,46695	
2033	8,97934	
2034	9,50317	
2035	8,49636	
2036	6,58136	
2037	4,7318	
2038	3,17821	
2039	1,87536	
2040	0,760445	
2041	-0,221456	
2042	-1,10501	
2043	-1,91125	
2044	-2,64911	
2045	-3,32523	
2046	-3,93262	
2047	-4,4857	
2048	-4,99151	
2049	-5,45615	
2050	-5,88126	
2051	-6,27459	
2052	-6,64167	
2053	-6,98747	
2054	-7,31106	
2055	-7,60754	
2056	-7,89282	
2057	-8,15973	
2058	-8,39522	
2059	-8,65045	
2060	-8,88715	
2061	-9,11243	
2062	-9,3313	
2063	-9,5467	
2064	-9,75752	
2065	-9,95378	
2066	-10,1394	
2067	-10,3435	
2068	-10,5188	
2069	-10,6722	
2070	-10,8178	
2071	-10,962	
2072	-11,1051	
2073	-11,2488	
2074	-11,3864	
2075	-11,498	
2076	-11,648	
2077	-11,7838	
2078	-11,9001	
2079	-12,0295	
2080	-12,1641	
2081	-12,2888	
2082	-12,4091	
2083	-12,5262	
2084	-12,6375	
2085	-12,7456	
2086	-12,8453	
2087	-12,9473	
2088	-13,0423	
2089	-13,1361	
2090	-13,2277	
2091	-13,321	
2092	-13,4108	
2093	-13,5038	
2094	-13,5946	
2095	-13,6912	
2096	-13,7971	
2097	-13,9029	
2098	-13,9837	
2099	-14,0597	
2100	-14,1621	
2101	-14,25	
2102	-14,3159	
2103	-14,3686	
2104	-14,4243	
2105	-14,4809	
2106	-14,5407	
2107	-14,6181	
2108	-14,6935	
2109	-14,7615	
2110	-14,833	
2111	-14,9107	
2112	-14,9747	
2113	-15,0369	
2114	-15,0966	
2115	-15,1572	
2116	-15,2187	
2117	-15,2802	
2118	-15,3438	
2119	-15,4024	
2120	-15,4659	
2121	-15,5287	
2122	-15,5923	
2123	-15,6467	
2124	-15,7061	
2125	-15,7648	
2126	-15,831	
2127	-15,8917	
2128	-15,9485	
2129	-15,9989	
2130	-16,0554	
2131	-16,1051	
2132	-16,1516	
2133	-16,2011	
2134	-16,2548	
2135	-16,3013	
2136	-16,355	
2137	-16,4013	
2138	-16,4545	
2139	-16,5068	
2140	-16,558	
2141	-16,6082	
2142	-16,6528	
2143	-16,7021	
2144	-16,7613	
2145	-16,8157	
2146	-16,872	
2147	-16,9248	
2148	-16,9763	
2149	-17,0358	
2150	-17,0831	
2151	-17,1265	
2152	-17,1768	
2153	-17,2145	
2154	-17,2626	
2155	-17,307	
2156	-17,3483	
2157	-17,3857	
2158	-17,4195	
2159	-17,4625	
2160	-17,4896	
2161	-17,5191	
2162	-17,5482	
2163	-17,5874	
2164	-17,6158	
2165	-17,6527	
2166	-17,6982	
2167	-17,7557	
2168	-17,8129	
2169	-17,8573	
2170	-17,9134	
2171	-17,9657	
2172	-18,01	
2173	-18,0537	
2174	-18,1066	
2175	-18,1486	
2176	-18,1906	
2177	-18,2306	
2178	-18,2703	
2179	-18,3061	
2180	-18,35	
2181	-18,3834	
2182	-18,4226	
2183	-18,4683	
2184	-18,5158	
2185	-18,5548	
2186	-18,5898	
2187	-18,626	
2188	-18,6732	
2189	-18,7274	
2190	-18,7837	
2191	-18,8396	
2192	-18,8886	
2193	-18,948	
2194	-18,9959	
2195	-19,0336	
2196	-19,1043	
2197	-19,1738	
2198	-19,235	
2199	-19,3212	
2200	-19,4184	
2201	-19,5287	
2202	-19,6691	
2203	-19,8397	
2204	-20,0046	
2205	-20,0857	
2206	-19,9706	
2207	-19,8497	
2208	-19,8472	
2209	-19,8327	
2210	-19,7679	
2211	-19,7437	
2212	-19,7542	
2213	-19,84	
2214	-19,9662	
2215	-20,095	
2216	-20,1428	
2217	-20,0621	
2218	-19,9639	
2219	-19,9428	
2220	-19,9492	
2221	-19,9715	
2222	-20,004	
2223	-20,0452	
2224	-20,0703	
2225	-20,1089	
2226	-20,1244	
2227	-20,1513	
2228	-20,1751	
2229	-20,229	
2230	-20,2523	
2231	-20,24	
2232	-20,2671	
2233	-20,2877	
2234	-20,3318	
2235	-20,4374	
2236	-20,5902	
2237	-20,7576	
2238	-20,9	
2239	-21,0184	
2240	-21,1245	
2241	-21,255	
2242	-21,3806	
2243	-21,4917	
2244	-21,5584	
2245	-21,5271	
2246	-21,4588	
2247	-21,4222	
2248	-21,4106	
2249	-21,4184	
2250	-21,4384	
2251	-21,4489	
2252	-21,4679	
2253	-21,4852	
2254	-21,5135	
2255	-21,5328	
2256	-21,5416	
2257	-21,536	
2258	-21,5364	
2259	-21,5276	
2260	-21,6057	
2261	-21,6929	
2262	-21,7651	
2263	-21,8249	
2264	-21,8754	
2265	-21,9196	
2266	-21,973	
2267	-22,0383	
2268	-22,0846	
2269	-22,1238	
2270	-22,1686	
2271	-22,222	
2272	-22,2582	
2273	-22,2914	
2274	-22,3358	
2275	-22,3873	
2276	-22,4213	
2277	-22,4711	
2278	-22,5133	
2279	-22,5563	
2280	-22,6054	
2281	-22,6357	
2282	-22,687	
2283	-22,7206	
2284	-22,7551	
2285	-22,808	
2286	-22,8585	
2287	-22,8932	
2288	-22,9453	
2289	-23,0026	
2290	-23,0543	
2291	-23,1111	
2292	-23,1064	
2293	-23,2228	
2294	-23,2502	
2295	-23,3014	
2296	-23,3534	
2297	-23,4236	
2298	-23,454	
2299	-23,4985	
2300	-23,5494	
2301	-23,6071	
2302	-23,6736	
2303	-23,7271	
2304	-23,7904	
2305	-23,8511	
2306	-23,9172	
2307	-23,9809	
2308	-24,0358	
2309	-24,1131	
2310	-24,1885	
2311	-24,2356	
2312	-24,2831	
2313	-24,3694	
2314	-24,4585	
2315	-24,5389	
2316	-24,5711	
2317	-24,6415	
2318	-24,6992	
2319	-24,7424	
2320	-24,7695	
2321	-24,8118	
2322	-24,7917	
2323	-24,8138	
2324	-24,8602	
2325	-24,9121	
2326	-24,994	
2327	-25,0866	
2328	-25,2072	
2329	-25,3392	
2330	-25,4586	
2331	-25,5428	
2332	-25,6335	
2333	-25,7046	
2334	-25,7979	
2335	-25,8891	
2336	-25,9718	
2337	-26,0387	
2338	-26,1193	
2339	-26,218	
2340	-26,3073	
2341	-26,3889	
2342	-26,4731	
2343	-26,5722	
2344	-26,6715	
2345	-26,7875	
2346	-26,8961	
2347	-27,0407	
2348	-27,2131	
2349	-27,3538	
2350	-27,4999	
2351	-27,665	
2352	-27,8624	
2353	-28,0795	
2354	-28,3477	
2355	-28,6643	
2356	-29,0293	
2357	-29,3891	
2358	-29,6578	
2359	-29,7167	
2360	-29,5869	
2361	-29,4229	
2362	-29,2949	
2363	-29,274	
2364	-29,2674	
2365	-29,3298	
2366	-29,4365	
2367	-29,549	
2368	-29,6836	
2369	-29,8046	
2370	-29,9324	
2371	-30,064	
2372	-30,2089	
2373	-30,3823	
2374	-30,5685	
2375	-30,772	
2376	-30,9559	
2377	-31,111	
2378	-31,2878	
2379	-31,4677	
2380	-31,6931	
2381	-31,8402	
2382	-32,0738	
2383	-32,2388	
2384	-32,4473	
2385	-32,6742	
2386	-32,9635	
2387	-33,1368	
2388	-33,3466	
2389	-33,6206	
2390	-33,9147	
2391	-34,1908	
2392	-34,4448	
2393	-34,7221	
2394	-34,9889	
2395	-35,3103	
2396	-35,5718	
2397	-35,8445	
2398	-36,1299	
2399	-36,413	
2400	-36,7021	
2401	-37,1904	
2402	-37,6441	
2403	-38,1297	
2404	-38,7543	
2405	-39,2266	
2406	-39,8784	
2407	-40,2909	
2408	-40,897	
2409	-41,6656	
2410	-42,4818	
2411	-43,4471	
2412	-44,3427	
2413	-45,5244	
2414	-46,6627	
2415	-47,7717	
2416	-49,4549	
2417	-50,0108	
2418	-50,1478	
2419	-49,7061	
2420	-48,8454	
2421	-47,5653	
2422	-46,5822	
2423	-45,7087	
2424	-44,6608	
2425	-43,5989	
2426	-42,5528	
2427	-41,8032	
2428	-40,9089	
2429	-40,3217	
2430	-39,809	
2431	-39,4537	
2432	-38,6851	
2433	-37,6667	
2434	-36,8757	
2435	-36,2641	
2436	-35,682	
2437	-35,2531	
2438	-34,8999	
2439	-34,4684	
2440	-34,0806	
2441	-33,6556	
2442	-33,2595	
2443	-32,8769	
2444	-32,5097	
2445	-32,1272	
2446	-31,8126	
2447	-31,4545	
2448	-31,0731	
2449	-30,7467	
2450	-30,3722	
2451	-30,0328	
2452	-29,7318	
2453	-29,4821	
2454	-29,2404	
2455	-28,8909	
2456	-28,471	
2457	-28,2231	
2458	-28,0503	
2459	-27,8883	
2460	-27,6976	
2461	-27,4663	
2462	-27,2663	
2463	-27,1003	
2464	-26,7997	
2465	-26,3921	
2466	-26,233	
2467	-26,0077	
2468	-25,7728	
2469	-25,5574	
2470	-25,3729	
2471	-25,1847	
2472	-24,969	
2473	-24,794	
2474	-24,6314	
2475	-24,2787	
2476	-24,0284	
2477	-23,8056	
2478	-23,5915	
2479	-23,377	
2480	-23,1867	
2481	-22,9901	
2482	-22,7574	
2483	-22,531	
2484	-22,3067	
2485	-22,1067	
2486	-21,9068	
2487	-21,714	
2488	-21,5336	
2489	-21,3456	
2490	-21,1501	
2491	-20,9417	
2492	-20,7434	
2493	-20,5482	
2494	-20,3574	
2495	-20,1739	
2496	-19,9836	
2497	-19,8028	
2498	-19,615	
2499	-19,4214	
2500	-19,232	
2501	-19,0455	
2502	-18,858	
2503	-18,6717	
2504	-18,4946	
2505	-18,3267	
2506	-18,1585	
2507	-17,9811	
2508	-17,7961	
2509	-17,6185	
2510	-17,4455	
2511	-17,2829	
2512	-17,107	
2513	-16,9251	
2514	-16,7401	
2515	-16,558	
2516	-16,3689	
2517	-16,1752	
2518	-15,9822	
2519	-15,7922	
2520	-15,5991	
2521	-15,3985	
2522	-15,2044	
2523	-15,0094	
2524	-14,8122	
2525	-14,6088	
2526	-14,407	
2527	-14,1964	
2528	-13,9847	
2529	-13,7704	
2530	-13,5763	
2531	-13,3862	
2532	-13,2022	
2533	-13,0199	
2534	-12,8341	
2535	-12,6408	
2536	-12,453	
2537	-12,2569	
2538	-12,058	
2539	-11,8575	
2540	-11,656	
2541	-11,4531	
2542	-11,2457	
2543	-11,0375	
2544	-10,82	
2545	-10,5901	
2546	-10,3593	
2547	-10,1316	
2548	-9,90031	
2549	-9,67497	
2550	-9,44856	
2551	-9,20827	
2552	-8,95988	
2553	-8,70737	
2554	-8,45273	
2555	-8,19104	
2556	-7,93737	
2557	-7,68243	
2558	-7,42333	
2559	-7,15525	
2560	-6,879	
2561	-6,59692	
2562	-6,30782	
2563	-6,00118	
2564	-5,68278	
2565	-5,35321	
2566	-5,00671	
2567	-4,63602	
2568	-4,23091	
2569	-3,77877	
2570	-3,2738	
2571	-2,74384	
2572	-2,25128	
2573	-1,88165	
2574	-1,63422	
2575	-1,41484	
2576	-1,15	
2577	-0,823823	
2578	-0,451243	
2579	-0,0450203	
2580	0,381106	
2581	0,823064	
2582	1,28245	
2583	1,76466	
2584	2,2755	
2585	2,82027	
2586	3,40175	
2587	4,0278	
2588	4,70541	
2589	5,43815	
2590	6,23024	
2591	7,09467	
2592	8,0399	
2593	9,06537	
2594	10,1729	
2595	11,3744	
2596	12,6924	
2597	14,1053	
2598	15,563	
2599	16,9934	
2600	18,1868	
2601	18,7596	
2602	18,3671	
2603	17,1236	
2604	15,508	
2605	13,861	
2606	12,3312	
2607	10,961	
2608	9,73977	
2609	8,66342	
2610	7,76759	
2611	7,00257	
2612	6,26897	
2613	5,57883	
2614	4,95449	
2615	4,39517	
2616	3,88428	
2617	3,40501	
2618	2,95202	
2619	2,51242	
2620	2,11412	
2621	1,72872	
2622	1,36126	
2623	1,01458	
2624	0,68679	
2625	0,371842	
2626	0,0679048	
2627	-0,224788	
2628	-0,508449	
2629	-0,784773	
2630	-1,04861	
2631	-1,30002	
2632	-1,5414	
2633	-1,76891	
2634	-1,98422	
2635	-2,19086	
2636	-2,39315	
2637	-2,59244	
2638	-2,78674	
2639	-2,97662	
2640	-3,16705	
2641	-3,3522	
2642	-3,52576	
2643	-3,67816	
2644	-3,80544	
2645	-3,90242	
2646	-3,97553	
2647	-4,06172	
2648	-4,22909	
2649	-4,46615	
2650	-4,68734	
2651	-4,87434	
2652	-5,03882	
2653	-5,19117	
2654	-5,33463	
2655	-5,47301	
2656	-5,60767	
2657	-5,73829	
2658	-5,87616	
2659	-6,00619	
2660	-6,11911	
2661	-6,23121	
2662	-6,34584	
2663	-6,45765	
2664	-6,5656	
2665	-6,67517	
2666	-6,78359	
2667	-6,88526	
2668	-6,98655	
2669	-7,08439	
2670	-7,18119	
2671	-7,27906	
2672	-7,37997	
2673	-7,47869	
2674	-7,57523	
2675	-7,66474	
2676	-7,75869	
2677	-7,84622	
2678	-7,93263	
2679	-8,0079	
2680	-8,04077	
2681	-8,15205	
2682	-8,21652	
2683	-8,29183	
2684	-8,36782	
2685	-8,44611	
2686	-8,51892	
2687	-8,59071	
2688	-8,66384	
2689	-8,72973	
2690	-8,79902	
2691	-8,87128	
2692	-8,9308	
2693	-8,99011	
2694	-9,05174	
2695	-9,11115	
2696	-9,17141	
2697	-9,23552	
2698	-9,30154	
2699	-9,36394	
2700	-9,42694	
2701	-9,48193	
2702	-9,54351	
2703	-9,60787	
2704	-9,668	
2705	-9,72794	
2706	-9,78957	
2707	-9,85057	
2708	-9,90272	
2709	-9,95548	
2710	-10,0089	
2711	-10,0598	
2712	-10,1131	
2713	-10,1649	
2714	-10,2191	
2715	-10,272	
2716	-10,3286	
2717	-10,3821	
2718	-10,4423	
2719	-10,508	
2720	-10,5873	
2721	-10,6833	
2722	-10,7938	
2723	-10,913	
2724	-10,9759	
2725	-10,9506	
2726	-10,9072	
2727	-10,8966	
2728	-10,9074	
2729	-10,9358	
2730	-10,9669	
2731	-11,0003	
2732	-11,0398	
2733	-11,0792	
2734	-11,1154	
2735	-11,1485	
2736	-11,1826	
2737	-11,2168	
2738	-11,2562	
2739	-11,2914	
2740	-11,3278	
2741	-11,3652	
2742	-11,4095	
2743	-11,4556	
2744	-11,4926	
2745	-11,529	
2746	-11,5716	
2747	-11,614	
2748	-11,6545	
2749	-11,6926	
2750	-11,722	
2751	-11,7621	
2752	-11,7966	
2753	-11,8278	
2754	-11,8616	
2755	-11,8966	
2756	-11,9269	
2757	-11,9632	
2758	-11,9957	
2759	-12,0325	
2760	-12,061	
2761	-12,0934	
2762	-12,1249	
2763	-12,1565	
2764	-12,1858	
2765	-12,2173	
2766	-12,2512	
2767	-12,282	
2768	-12,3128	
2769	-12,3491	
2770	-12,3824	
2771	-12,4095	
2772	-12,435	
2773	-12,4625	
2774	-12,4915	
2775	-12,5206	
2776	-12,5476	
2777	-12,5741	
2778	-12,6019	
2779	-12,6318	
2780	-12,6569	
2781	-12,6827	
2782	-12,7089	
2783	-12,7331	
2784	-12,7594	
2785	-12,7916	
2786	-12,8148	
2787	-12,8455	
2788	-12,871	
2789	-12,896	
2790	-12,9235	
2791	-12,9434	
2792	-12,974	
2793	-12,9945	
2794	-13,014	
2795	-13,032	
2796	-13,0516	
2797	-13,0717	
2798	-13,1029	
2799	-13,1317	
2800	-13,1595	
2801	-13,1827	
2802	-13,209	
2803	-13,2313	
2804	-13,258	
2805	-13,2876	
2806	-13,3058	
2807	-13,3244	
2808	-13,3437	
2809	-13,3668	
2810	-13,3899	
2811	-13,412	
2812	-13,4351	
2813	-13,4609	
2814	-13,4939	
2815	-13,5187	
2816	-13,5479	
2817	-13,5723	
2818	-13,599	
2819	-13,6215	
2820	-13,6486	
2821	-13,6805	
2822	-13,6968	
2823	-13,7189	
2824	-13,7344	
2825	-13,7366	
2826	-13,7372	
2827	-13,7445	
2828	-13,7699	
2829	-13,7998	
2830	-13,8342	
2831	-13,8428	
2832	-13,8314	
2833	-13,821	
2834	-13,8264	
2835	-13,8546	
2836	-13,88	
2837	-13,9092	
2838	-13,9447	
2839	-13,9783	
2840	-14,0021	
2841	-14,0331	
2842	-14,0619	
2843	-14,0823	
2844	-14,0937	
2845	-14,1156	
2846	-14,1286	
2847	-14,1458	
2848	-14,1539	
2849	-14,169	
2850	-14,1849	
2851	-14,2099	
2852	-14,2373	
2853	-14,2611	
2854	-14,3	
2855	-14,3398	
2856	-14,3942	
2857	-14,4466	
2858	-14,4779	
2859	-14,4918	
2860	-14,4864	
2861	-14,4758	
2862	-14,4753	
2863	-14,4682	
2864	-14,4712	
2865	-14,4618	
2866	-14,4566	
2867	-14,4582	
2868	-14,4623	
2869	-14,4743	
2870	-14,492	
2871	-14,5056	
2872	-14,5222	
2873	-14,5398	
2874	-14,5611	
2875	-14,5826	
2876	-14,5991	
2877	-14,6225	
2878	-14,6297	
2879	-14,6484	
2880	-14,6645	
2881	-14,678	
2882	-14,6902	
2883	-14,7077	
2884	-14,7166	
2885	-14,7305	
2886	-14,7388	
2887	-14,7546	
2888	-14,777	
2889	-14,7906	
2890	-14,8016	
2891	-14,8252	
2892	-14,8315	
2893	-14,8464	
2894	-14,8576	
2895	-14,8704	
2896	-14,8874	
2897	-14,9016	
2898	-14,9124	
2899	-14,9287	
2900	-14,9381	
2901	-14,9563	
2902	-14,9731	
2903	-14,9847	
2904	-14,9965	
2905	-15,0133	
2906	-15,0301	
2907	-15,0414	
2908	-15,0557	
