Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [dB] - Frekv. prenosna funkcija	
2909	-15,0605	
2910	-15,0755	
2911	-15,0952	
2912	-15,1023	
2913	-15,1129	
2914	-15,1276	
2915	-15,1429	
2916	-15,1497	
2917	-15,1634	
2918	-15,1741	
2919	-15,1915	
2920	-15,2074	
2921	-15,2175	
2922	-15,2273	
2923	-15,2373	
2924	-15,2544	
2925	-15,2665	
2926	-15,2799	
2927	-15,2883	
2928	-15,295	
2929	-15,3077	
2930	-15,3138	
2931	-15,321	
2932	-15,3311	
2933	-15,3357	
2934	-15,3492	
2935	-15,368	
2936	-15,3836	
2937	-15,3924	
2938	-15,4087	
2939	-15,4211	
2940	-15,4388	
2941	-15,4449	
2942	-15,4545	
2943	-15,4637	
2944	-15,4666	
2945	-15,4688	
2946	-15,4798	
2947	-15,4936	
2948	-15,5022	
2949	-15,5152	
2950	-15,5265	
2951	-15,5347	
2952	-15,5477	
2953	-15,5599	
2954	-15,5688	
2955	-15,5874	
2956	-15,6044	
2957	-15,62	
2958	-15,6367	
2959	-15,6515	
2960	-15,6608	
2961	-15,6658	
2962	-15,6804	
2963	-15,6828	
2964	-15,689	
2965	-15,6779	
2966	-15,6657	
2967	-15,6596	
2968	-15,6526	
2969	-15,6598	
2970	-15,6709	
2971	-15,6872	
2972	-15,7057	
2973	-15,7203	
2974	-15,7325	
2975	-15,7381	
2976	-15,7474	
2977	-15,7551	
2978	-15,7768	
2979	-15,7851	
2980	-15,8003	
2981	-15,8181	
2982	-15,8326	
2983	-15,8406	
2984	-15,8448	
2985	-15,8586	
2986	-15,8744	
2987	-15,8832	
2988	-15,8926	
2989	-15,908	
2990	-15,913	
2991	-15,9237	
2992	-15,9285	
2993	-15,9368	
2994	-15,9402	
2995	-15,9505	
2996	-15,9468	
2997	-15,9464	
2998	-15,947	
2999	-15,9551	
3000	-15,9651	
3001	-15,9776	
3002	-15,9902	
3003	-16,0048	
3004	-16,0166	
3005	-16,0395	
3006	-16,0543	
3007	-16,076	
3008	-16,1001	
3009	-16,1326	
3010	-16,1678	
3011	-16,1962	
3012	-16,2099	
3013	-16,2066	
3014	-16,1853	
3015	-16,164	
3016	-16,1413	
3017	-16,1316	
3018	-16,1249	
3019	-16,1196	
3020	-16,1296	
3021	-16,1312	
3022	-16,1461	
3023	-16,1553	
3024	-16,1579	
3025	-16,1701	
3026	-16,1768	
3027	-16,1914	
3028	-16,2024	
3029	-16,2122	
3030	-16,2143	
3031	-16,2168	
3032	-16,2279	
3033	-16,2332	
3034	-16,2359	
3035	-16,2464	
3036	-16,2524	
3037	-16,247	
3038	-16,2552	
3039	-16,2604	
3040	-16,267	
3041	-16,2814	
3042	-16,3014	
3043	-16,3184	
3044	-16,3412	
3045	-16,3703	
3046	-16,3897	
3047	-16,4028	
3048	-16,4032	
3049	-16,4154	
3050	-16,415	
3051	-16,4263	
3052	-16,4313	
3053	-16,4266	
3054	-16,428	
3055	-16,4288	
3056	-16,4373	
3057	-16,4448	
3058	-16,4533	
3059	-16,4577	
3060	-16,4706	
3061	-16,4832	
3062	-16,4926	
3063	-16,5077	
3064	-16,5203	
3065	-16,5182	
3066	-16,5301	
3067	-16,5406	
3068	-16,5545	
3069	-16,5609	
3070	-16,5637	
3071	-16,576	
3072	-16,5928	
3073	-16,6008	
3074	-16,6104	
3075	-16,62	
3076	-16,6303	
3077	-16,6372	
3078	-16,6563	
3079	-16,6662	
3080	-16,6722	
3081	-16,6862	
3082	-16,6976	
3083	-16,7114	
3084	-16,7194	
3085	-16,7334	
3086	-16,7393	
3087	-16,7483	
3088	-16,747	
3089	-16,7743	
3090	-16,794	
3091	-16,8071	
3092	-16,8229	
3093	-16,8387	
3094	-16,8476	
3095	-16,8665	
3096	-16,8825	
3097	-16,8987	
3098	-16,9094	
3099	-16,9267	
3100	-16,9367	
3101	-16,9413	
3102	-16,9501	
3103	-16,9649	
3104	-16,983	
3105	-16,9946	
3106	-17,0179	
3107	-17,0274	
3108	-17,0515	
3109	-17,0695	
3110	-17,0801	
3111	-17,0933	
3112	-17,1248	
3113	-17,157	
3114	-17,2051	
3115	-17,2368	
3116	-17,2697	
3117	-17,3011	
3118	-17,3389	
3119	-17,3724	
3120	-17,4155	
3121	-17,4669	
3122	-17,5218	
3123	-17,5761	
3124	-17,6245	
3125	-17,6819	
3126	-17,7642	
3127	-17,8462	
3128	-17,9345	
3129	-18,0361	
3130	-18,1498	
3131	-18,2801	
3132	-18,4449	
3133	-18,628	
3134	-18,837	
3135	-19,0613	
3136	-19,3173	
3137	-19,5865	
3138	-19,8225	
3139	-19,9298	
3140	-19,7575	
3141	-19,1324	
3142	-18,0269	
3143	-16,643	
3144	-15,3392	
3145	-14,4409	
3146	-14,0513	
3147	-14,0652	
3148	-14,2575	
3149	-14,5046	
3150	-14,7331	
3151	-14,9315	
3152	-15,1035	
3153	-15,2295	
3154	-15,3296	
3155	-15,4158	
3156	-15,4949	
3157	-15,5659	
3158	-15,627	
3159	-15,6814	
3160	-15,7323	
3161	-15,774	
3162	-15,8103	
3163	-15,8468	
3164	-15,8713	
3165	-15,9044	
3166	-15,9253	
3167	-15,9512	
3168	-15,976	
3169	-16,003	
3170	-16,0298	
3171	-16,0509	
3172	-16,0728	
3173	-16,0854	
3174	-16,1	
3175	-16,1157	
3176	-16,1184	
3177	-16,1115	
3178	-16,1163	
3179	-16,1099	
3180	-16,106	
3181	-16,0982	
3182	-16,0981	
3183	-16,0886	
3184	-16,0933	
3185	-16,0942	
3186	-16,1014	
3187	-16,1156	
3188	-16,1367	
3189	-16,1637	
3190	-16,212	
3191	-16,2664	
3192	-16,3244	
3193	-16,3929	
3194	-16,4604	
3195	-16,5389	
3196	-16,5986	
3197	-16,6402	
3198	-16,6762	
3199	-16,7095	
3200	-16,733	
3201	-16,7438	
3202	-16,7441	
3203	-16,7433	
3204	-16,7331	
3205	-16,7263	
3206	-16,7197	
3207	-16,7145	
3208	-16,7143	
3209	-16,7229	
3210	-16,7511	
3211	-16,798	
3212	-16,8678	
3213	-16,9516	
3214	-17,0341	
3215	-17,0608	
3216	-17,0135	
3217	-16,9589	
3218	-16,9225	
3219	-16,9184	
3220	-16,9302	
3221	-16,9609	
3222	-17,0095	
3223	-17,0429	
3224	-16,9994	
3225	-16,9111	
3226	-16,8406	
3227	-16,7963	
3228	-16,7749	
3229	-16,7671	
3230	-16,7545	
3231	-16,7519	
3232	-16,7563	
3233	-16,7612	
3234	-16,7638	
3235	-16,7661	
3236	-16,7652	
3237	-16,7691	
3238	-16,7817	
3239	-16,7855	
3240	-16,7964	
3241	-16,8051	
3242	-16,8145	
3243	-16,8233	
3244	-16,8219	
3245	-16,8302	
3246	-16,8233	
3247	-16,8147	
3248	-16,8147	
3249	-16,8041	
3250	-16,8082	
3251	-16,8031	
3252	-16,8001	
3253	-16,798	
3254	-16,7997	
3255	-16,7998	
3256	-16,8023	
3257	-16,8041	
3258	-16,807	
3259	-16,8067	
3260	-16,8148	
3261	-16,8184	
3262	-16,8238	
3263	-16,8271	
3264	-16,8329	
3265	-16,8441	
3266	-16,8472	
3267	-16,8505	
3268	-16,8655	
3269	-16,8837	
3270	-16,8981	
3271	-16,9062	
3272	-16,8943	
3273	-16,8876	
3274	-16,8734	
3275	-16,8859	
3276	-16,8859	
3277	-16,8901	
3278	-16,899	
3279	-16,8979	
3280	-16,8968	
3281	-16,8964	
3282	-16,8908	
3283	-16,8963	
3284	-16,9019	
3285	-16,9017	
3286	-16,9041	
3287	-16,916	
3288	-16,9204	
3289	-16,9255	
3290	-16,9296	
3291	-16,9372	
3292	-16,9369	
3293	-16,9452	
3294	-16,9511	
3295	-16,9521	
3296	-16,9587	
3297	-16,97	
3298	-16,972	
3299	-16,9753	
3300	-16,9848	
3301	-16,9917	
3302	-17,0015	
3303	-17,011	
3304	-17,0301	
3305	-17,0383	
3306	-17,0447	
3307	-17,0514	
3308	-17,074	
3309	-17,0862	
3310	-17,0956	
3311	-17,1059	
3312	-17,1247	
3313	-17,1437	
3314	-17,1644	
3315	-17,1774	
3316	-17,1945	
3317	-17,2248	
3318	-17,2426	
3319	-17,2799	
3320	-17,3028	
3321	-17,341	
3322	-17,3889	
3323	-17,4263	
3324	-17,4801	
3325	-17,5331	
3326	-17,5941	
3327	-17,679	
3328	-17,765	
3329	-17,8776	
3330	-18,0089	
3331	-18,1446	
3332	-18,2715	
3333	-18,3577	
3334	-18,3032	
3335	-17,8829	
3336	-16,8619	
3337	-15,4037	
3338	-14,3114	
3339	-14,1579	
3340	-14,4808	
3341	-14,8132	
3342	-15,0817	
3343	-15,2894	
3344	-15,4443	
3345	-15,5744	
3346	-15,6848	
3347	-15,7749	
3348	-15,8536	
3349	-15,9149	
3350	-15,9664	
3351	-16,021	
3352	-16,0558	
3353	-16,0974	
3354	-16,1235	
3355	-16,1538	
3356	-16,1793	
3357	-16,1968	
3358	-16,2191	
3359	-16,2388	
3360	-16,2631	
3361	-16,2834	
3362	-16,2979	
3363	-16,3054	
3364	-16,3263	
3365	-16,3371	
3366	-16,3507	
3367	-16,3581	
3368	-16,3654	
3369	-16,3697	
3370	-16,3747	
3371	-16,3821	
3372	-16,3909	
3373	-16,4014	
3374	-16,406	
3375	-16,4112	
3376	-16,4226	
3377	-16,4329	
3378	-16,436	
3379	-16,4445	
3380	-16,4576	
3381	-16,4557	
3382	-16,467	
3383	-16,4737	
3384	-16,4804	
3385	-16,4717	
3386	-16,479	
3387	-16,4799	
3388	-16,4843	
3389	-16,4946	
3390	-16,4884	
3391	-16,4869	
3392	-16,4827	
3393	-16,4859	
3394	-16,4872	
3395	-16,4851	
3396	-16,49	
3397	-16,489	
3398	-16,4904	
3399	-16,4928	
3400	-16,4946	
3401	-16,4852	
3402	-16,4806	
3403	-16,4788	
3404	-16,479	
3405	-16,4874	
3406	-16,4845	
3407	-16,4849	
3408	-16,4806	
3409	-16,4779	
3410	-16,4795	
3411	-16,4876	
3412	-16,4911	
3413	-16,4879	
3414	-16,4877	
3415	-16,485	
3416	-16,4792	
3417	-16,4721	
3418	-16,472	
3419	-16,482	
3420	-16,4824	
3421	-16,4804	
3422	-16,4826	
3423	-16,478	
3424	-16,4863	
3425	-16,4782	
3426	-16,4823	
3427	-16,4837	
3428	-16,4794	
3429	-16,4825	
3430	-16,4865	
3431	-16,4894	
3432	-16,4947	
3433	-16,5187	
3434	-16,5136	
3435	-16,5079	
3436	-16,5043	
3437	-16,5135	
3438	-16,5011	
3439	-16,4984	
3440	-16,4939	
3441	-16,4895	
3442	-16,4779	
3443	-16,4764	
3444	-16,4685	
3445	-16,4666	
3446	-16,4655	
3447	-16,4636	
3448	-16,4645	
3449	-16,4754	
3450	-16,4752	
3451	-16,4681	
3452	-16,4599	
3453	-16,4614	
3454	-16,4512	
3455	-16,4573	
3456	-16,4544	
3457	-16,4477	
3458	-16,4538	
3459	-16,4522	
3460	-16,4527	
3461	-16,4501	
3462	-16,455	
3463	-16,4541	
3464	-16,4495	
3465	-16,4532	
3466	-16,4699	
3467	-16,4749	
3468	-16,4789	
3469	-16,4822	
3470	-16,4835	
3471	-16,4747	
3472	-16,4665	
3473	-16,4508	
3474	-16,4415	
3475	-16,4393	
3476	-16,4404	
3477	-16,4521	
3478	-16,4516	
3479	-16,4563	
3480	-16,4666	
3481	-16,4669	
3482	-16,4707	
3483	-16,4712	
3484	-16,4758	
3485	-16,4729	
3486	-16,4836	
3487	-16,4905	
3488	-16,4897	
3489	-16,4969	
3490	-16,5078	
3491	-16,5106	
3492	-16,5158	
3493	-16,5257	
3494	-16,5389	
3495	-16,5511	
3496	-16,5553	
3497	-16,5741	
3498	-16,5858	
3499	-16,6087	
3500	-16,6311	
3501	-16,6543	
3502	-16,6805	
3503	-16,7123	
3504	-16,748	
3505	-16,7857	
3506	-16,8403	
3507	-16,8873	
3508	-16,9439	
3509	-17,0239	
3510	-17,0916	
3511	-17,1803	
3512	-17,3021	
3513	-17,4241	
3514	-17,5885	
3515	-17,7921	
3516	-18,0398	
3517	-18,3577	
3518	-18,7613	
3519	-19,3059	
3520	-20,0465	
3521	-21,0257	
3522	-22,01	
3523	-21,3146	
3524	-17,2235	
3525	-12,7055	
3526	-11,1626	
3527	-11,7829	
3528	-12,497	
3529	-13,0174	
3530	-13,3828	
3531	-13,6571	
3532	-13,868	
3533	-14,0345	
3534	-14,1786	
3535	-14,2863	
3536	-14,3776	
3537	-14,4438	
3538	-14,5113	
3539	-14,5692	
3540	-14,6123	
3541	-14,6498	
3542	-14,6819	
3543	-14,7167	
3544	-14,7396	
3545	-14,767	
3546	-14,7968	
3547	-14,8321	
3548	-14,8581	
3549	-14,8746	
3550	-14,8857	
3551	-14,9025	
3552	-14,9054	
3553	-14,9091	
3554	-14,9101	
3555	-14,9084	
3556	-14,9037	
3557	-14,9058	
3558	-14,8992	
3559	-14,8918	
3560	-14,8918	
3561	-14,8802	
3562	-14,873	
3563	-14,8727	
3564	-14,888	
3565	-14,9084	
3566	-14,9219	
3567	-14,9236	
3568	-14,9178	
3569	-14,9072	
3570	-14,8903	
3571	-14,8799	
3572	-14,8652	
3573	-14,8578	
3574	-14,8492	
3575	-14,847	
3576	-14,8604	
3577	-14,869	
3578	-14,8883	
3579	-14,9135	
3580	-14,9276	
3581	-14,9248	
3582	-14,9135	
3583	-14,9083	
3584	-14,9063	
3585	-14,8972	
3586	-14,8934	
3587	-14,8693	
3588	-14,8562	
3589	-14,835	
3590	-14,8014	
3591	-14,7728	
3592	-14,7486	
3593	-14,7255	
3594	-14,7031	
3595	-14,6918	
3596	-14,6733	
3597	-14,6589	
3598	-14,6508	
3599	-14,6358	
3600	-14,6267	
3601	-14,6231	
3602	-14,6118	
3603	-14,6107	
3604	-14,6213	
3605	-14,6248	
3606	-14,6345	
3607	-14,6395	
3608	-14,6356	
3609	-14,6402	
3610	-14,6238	
3611	-14,6088	
3612	-14,5903	
3613	-14,5838	
3614	-14,5636	
3615	-14,5391	
3616	-14,5201	
3617	-14,4932	
3618	-14,4783	
3619	-14,4668	
3620	-14,4586	
3621	-14,4601	
3622	-14,467	
3623	-14,4858	
3624	-14,5008	
3625	-14,5178	
3626	-14,5298	
3627	-14,5352	
3628	-14,52	
3629	-14,4979	
3630	-14,4596	
3631	-14,4214	
3632	-14,3942	
3633	-14,3607	
3634	-14,3299	
3635	-14,3072	
3636	-14,2813	
3637	-14,2491	
3638	-14,2119	
3639	-14,1808	
3640	-14,1493	
3641	-14,1188	
3642	-14,0842	
3643	-14,0522	
3644	-14,0253	
3645	-13,997	
3646	-13,963	
3647	-13,9339	
3648	-13,9073	
3649	-13,8851	
3650	-13,8603	
3651	-13,8417	
3652	-13,8179	
3653	-13,7974	
3654	-13,7789	
3655	-13,7595	
3656	-13,7361	
3657	-13,7192	
3658	-13,6933	
3659	-13,6663	
3660	-13,6486	
3661	-13,6294	
3662	-13,6044	
3663	-13,577	
3664	-13,5567	
3665	-13,5288	
3666	-13,503	
3667	-13,4802	
3668	-13,4488	
3669	-13,425	
3670	-13,4042	
3671	-13,3766	
3672	-13,3517	
3673	-13,3228	
3674	-13,3002	
3675	-13,2751	
3676	-13,2431	
3677	-13,2157	
3678	-13,1943	
3679	-13,177	
3680	-13,1519	
3681	-13,1259	
3682	-13,0998	
3683	-13,0785	
3684	-13,0434	
3685	-13,0117	
3686	-12,9728	
3687	-12,9341	
3688	-12,8988	
3689	-12,852	
3690	-12,8138	
3691	-12,765	
3692	-12,718	
3693	-12,6807	
3694	-12,6409	
3695	-12,6032	
3696	-12,5675	
3697	-12,5286	
3698	-12,4859	
3699	-12,4436	
3700	-12,3936	
3701	-12,3438	
3702	-12,3038	
3703	-12,2741	
3704	-12,2392	
3705	-12,2084	
3706	-12,1738	
3707	-12,1354	
3708	-12,0949	
3709	-12,0535	
3710	-12,0095	
3711	-11,9656	
3712	-11,9256	
3713	-11,8793	
3714	-11,8371	
3715	-11,8083	
3716	-11,7595	
3717	-11,7129	
3718	-11,6605	
3719	-11,6119	
3720	-11,5612	
3721	-11,5083	
3722	-11,4611	
3723	-11,4145	
3724	-11,3681	
3725	-11,3235	
3726	-11,2783	
3727	-11,2306	
3728	-11,1824	
3729	-11,1296	
3730	-11,0784	
3731	-11,0277	
3732	-10,9728	
3733	-10,9255	
3734	-10,8676	
3735	-10,8123	
3736	-10,7491	
3737	-10,694	
3738	-10,642	
3739	-10,5803	
3740	-10,5178	
3741	-10,459	
3742	-10,3951	
3743	-10,3312	
3744	-10,267	
3745	-10,1991	
3746	-10,1319	
3747	-10,0657	
3748	-9,99676	
3749	-9,92263	
3750	-9,84522	
3751	-9,76702	
3752	-9,68426	
3753	-9,59234	
3754	-9,50691	
3755	-9,41605	
3756	-9,32652	
3757	-9,23647	
3758	-9,16225	
3759	-9,1016	
3760	-9,0482	
3761	-8,98713	
3762	-8,9241	
3763	-8,84652	
3764	-8,76908	
3765	-8,68178	
3766	-8,59527	
3767	-8,50239	
3768	-8,40533	
3769	-8,30529	
3770	-8,20589	
3771	-8,10337	
3772	-8,00047	
3773	-7,90125	
3774	-7,79783	
3775	-7,69213	
3776	-7,59066	
3777	-7,48754	
3778	-7,38712	
3779	-7,28171	
3780	-7,16786	
3781	-7,0449	
3782	-6,91723	
3783	-6,79053	
3784	-6,65994	
3785	-6,52555	
3786	-6,39004	
3787	-6,2489	
3788	-6,10607	
3789	-5,96119	
3790	-5,80979	
3791	-5,65663	
3792	-5,50512	
3793	-5,35532	
3794	-5,20271	
3795	-5,03833	
3796	-4,84921	
3797	-4,6326	
3798	-4,4109	
3799	-4,21692	
3800	-4,06696	
3801	-3,92549	
3802	-3,73339	
3803	-3,4972	
3804	-3,24921	
3805	-2,99786	
3806	-2,74264	
3807	-2,47944	
3808	-2,2123	
3809	-1,93714	
3810	-1,65481	
3811	-1,3669	
3812	-1,06584	
3813	-0,745166	
3814	-0,406839	
3815	-0,0490257	
3816	0,320142	
3817	0,707602	
3818	1,1212	
3819	1,56527	
3820	2,03382	
3821	2,51911	
3822	3,03513	
3823	3,60241	
3824	4,19846	
3825	4,82099	
3826	5,49689	
3827	6,26282	
3828	7,1505	
3829	8,12775	
3830	9,16344	
3831	10,3135	
3832	11,6346	
3833	13,122	
3834	14,7378	
3835	16,3872	
3836	17,8048	
3837	18,3511	
3838	17,2895	
3839	15,135	
3840	13,0274	
3841	11,2466	
3842	9,7369	
3843	8,42916	
3844	7,27908	
3845	6,25245	
3846	5,31162	
3847	4,45422	
3848	3,66307	
3849	2,91768	
3850	2,21785	
3851	1,55694	
3852	0,929515	
3853	0,33903	
3854	-0,212468	
3855	-0,718924	
3856	-1,19052	
3857	-1,63862	
3858	-2,06328	
3859	-2,46883	
3860	-2,85585	
3861	-3,23699	
3862	-3,6149	
3863	-3,98683	
3864	-4,35766	
3865	-4,72289	
3866	-5,09107	
3867	-5,45458	
3868	-5,80263	
3869	-6,13628	
3870	-6,45707	
3871	-6,76113	
3872	-7,05432	
3873	-7,34032	
3874	-7,62004	
3875	-7,89534	
3876	-8,16762	
3877	-8,43213	
3878	-8,6913	
3879	-8,94587	
3880	-9,19739	
3881	-9,44564	
3882	-9,67909	
3883	-9,91285	
3884	-10,1441	
3885	-10,3627	
3886	-10,5882	
3887	-10,808	
3888	-11,0233	
3889	-11,2405	
3890	-11,4639	
3891	-11,688	
3892	-11,9116	
3893	-12,1247	
3894	-12,3328	
3895	-12,5421	
3896	-12,749	
3897	-12,9569	
3898	-13,1705	
3899	-13,3796	
3900	-13,5906	
3901	-13,8037	
3902	-14,0069	
3903	-14,2208	
3904	-14,4237	
3905	-14,6256	
3906	-14,8195	
3907	-14,9886	
3908	-15,1973	
3909	-15,3446	
3910	-15,5131	
3911	-15,7122	
3912	-15,9115	
3913	-16,0976	
3914	-16,2724	
3915	-16,4513	
3916	-16,6232	
3917	-16,7726	
3918	-16,9226	
3919	-17,078	
3920	-17,2323	
3921	-17,3856	
3922	-17,5383	
3923	-17,7007	
3924	-17,8933	
3925	-18,0838	
3926	-18,291	
3927	-18,4798	
3928	-18,6438	
3929	-18,8375	
3930	-19,0327	
3931	-19,2393	
3932	-19,4408	
3933	-19,6555	
3934	-19,8772	
3935	-20,0617	
3936	-20,2399	
3937	-20,3941	
3938	-20,5634	
3939	-20,7172	
3940	-20,864	
3941	-21,0364	
3942	-21,1933	
3943	-21,381	
3944	-21,5773	
3945	-21,828	
3946	-22,1854	
3947	-22,6986	
3948	-23,4887	
3949	-24,5899	
3950	-25,9827	
3951	-26,4202	
3952	-25,1894	
3953	-24,0679	
3954	-23,6178	
3955	-23,4993	
3956	-23,5435	
3957	-23,6498	
3958	-23,8088	
3959	-23,9564	
3960	-24,0875	
3961	-24,2132	
3962	-24,3312	
3963	-24,5002	
3964	-24,6649	
3965	-24,8417	
3966	-25,0183	
3967	-25,1699	
3968	-25,3723	
3969	-25,5796	
3970	-25,8068	
3971	-26,0139	
3972	-26,2459	
3973	-26,5014	
3974	-26,7357	
3975	-26,9542	
3976	-27,1407	
3977	-27,4006	
3978	-27,6255	
3979	-27,8306	
3980	-28,0279	
3981	-28,2424	
3982	-28,4474	
3983	-28,6996	
3984	-28,9467	
3985	-29,1856	
3986	-29,4756	
3987	-29,6971	
3988	-29,9741	
3989	-30,2	
3990	-30,4064	
3991	-30,5197	
3992	-30,7033	
3993	-30,8987	
3994	-31,0026	
3995	-31,2051	
3996	-31,4538	
3997	-31,6782	
3998	-31,9211	
3999	-32,2153	
4000	-32,5153	
