Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [dB] - Frekv. prenosna funkcija	
2923	-23,9763	
2924	-24,0118	
2925	-24,0336	
2926	-24,0582	
2927	-24,0958	
2928	-24,1222	
2929	-24,1566	
2930	-24,185	
2931	-24,2266	
2932	-24,2779	
2933	-24,3207	
2934	-24,3697	
2935	-24,4118	
2936	-24,4707	
2937	-24,4842	
2938	-24,4798	
2939	-24,4477	
2940	-24,4068	
2941	-24,3912	
2942	-24,3958	
2943	-24,4129	
2944	-24,4414	
2945	-24,5159	
2946	-24,5476	
2947	-24,5797	
2948	-24,6185	
2949	-24,6538	
2950	-24,6688	
2951	-24,7042	
2952	-24,7464	
2953	-24,7806	
2954	-24,8014	
2955	-24,8441	
2956	-24,8685	
2957	-24,9308	
2958	-24,9749	
2959	-25,0246	
2960	-25,0606	
2961	-25,0854	
2962	-25,1179	
2963	-25,1647	
2964	-25,2212	
2965	-25,2831	
2966	-25,3486	
2967	-25,3965	
2968	-25,4957	
2969	-25,5395	
2970	-25,5867	
2971	-25,6248	
2972	-25,6796	
2973	-25,7961	
2974	-25,9413	
2975	-26,1322	
2976	-26,4582	
2977	-26,9737	
2978	-27,8253	
2979	-29,3442	
2980	-31,3037	
2981	-30,9214	
2982	-28,2347	
2983	-26,6564	
2984	-26,0549	
2985	-25,7718	
2986	-25,5925	
2987	-25,454	
2988	-25,3589	
2989	-25,3276	
2990	-25,2806	
2991	-25,2772	
2992	-25,2754	
2993	-25,3045	
2994	-25,3139	
2995	-25,3467	
2996	-25,3677	
2997	-25,3762	
2998	-25,3873	
2999	-25,391	
3000	-25,4042	
3001	-25,4125	
3002	-25,4233	
3003	-25,4451	
3004	-25,4319	
3005	-25,389	
3006	-25,4094	
3007	-25,4329	
3008	-25,4592	
3009	-25,505	
3010	-25,5362	
3011	-25,6151	
3012	-25,6918	
3013	-25,7802	
3014	-25,9174	
3015	-26,1262	
3016	-26,2948	
3017	-26,3112	
3018	-26,1892	
3019	-26,0699	
3020	-25,9932	
3021	-25,9396	
3022	-25,8828	
3023	-25,8318	
3024	-25,79	
3025	-25,747	
3026	-25,7139	
3027	-25,6733	
3028	-25,6486	
3029	-25,6369	
3030	-25,6242	
3031	-25,6083	
3032	-25,5996	
3033	-25,5801	
3034	-25,5718	
3035	-25,5632	
3036	-25,555	
3037	-25,5271	
3038	-25,4826	
3039	-25,4196	
3040	-25,3501	
3041	-25,2847	
3042	-25,2102	
3043	-25,1235	
3044	-25,0348	
3045	-24,9669	
3046	-24,8753	
3047	-24,7677	
3048	-24,6596	
3049	-24,5427	
3050	-24,444	
3051	-24,3413	
3052	-24,224	
3053	-24,0651	
3054	-23,9292	
3055	-23,7856	
3056	-23,6804	
3057	-23,5027	
3058	-23,2847	
3059	-23,0166	
3060	-22,634	
3061	-22,1812	
3062	-21,6914	
3063	-21,1886	
3064	-20,659	
3065	-20,1037	
3066	-19,4863	
3067	-18,8289	
3068	-18,1358	
3069	-17,458	
3070	-16,8257	
3071	-16,2705	
3072	-15,869	
3073	-15,8079	
3074	-16,3224	
3075	-17,4666	
3076	-19,0246	
3077	-20,7191	
3078	-22,4181	
3079	-23,9866	
3080	-25,4549	
3081	-26,9567	
3082	-28,4493	
3083	-29,9323	
3084	-31,397	
3085	-32,8606	
3086	-34,2486	
3087	-35,6051	
3088	-37,0456	
3089	-38,4623	
3090	-39,8812	
3091	-41,2709	
3092	-42,4208	
3093	-43,5275	
3094	-44,4274	
3095	-45,0677	
3096	-45,4573	
3097	-45,7384	
3098	-45,6016	
3099	-45,3847	
3100	-45,0057	
3101	-44,6214	
3102	-44,2807	
3103	-43,8927	
3104	-43,4322	
3105	-42,9495	
3106	-42,6541	
3107	-42,3676	
3108	-41,9827	
3109	-41,7042	
3110	-41,456	
3111	-41,3261	
3112	-41,1251	
3113	-40,948	
3114	-40,7796	
3115	-40,6479	
3116	-40,4271	
3117	-40,2362	
3118	-40,1627	
3119	-39,9201	
3120	-39,5951	
3121	-39,3847	
3122	-39,3167	
3123	-39,3541	
3124	-39,3581	
3125	-39,5131	
3126	-39,5887	
3127	-39,6491	
3128	-39,6638	
3129	-39,7453	
3130	-39,7996	
3131	-39,9526	
3132	-39,9985	
3133	-40,0117	
3134	-40,1578	
3135	-40,3132	
3136	-40,3108	
3137	-40,4031	
3138	-40,5094	
3139	-40,6192	
3140	-40,6869	
3141	-40,8747	
3142	-41,023	
3143	-41,1084	
3144	-41,1125	
3145	-41,3513	
3146	-41,5309	
3147	-41,6332	
3148	-41,8027	
3149	-41,9921	
3150	-42,1497	
3151	-42,2926	
3152	-42,5749	
3153	-42,755	
3154	-42,9499	
3155	-43,2706	
3156	-43,5499	
3157	-43,8687	
3158	-44,2166	
3159	-44,6956	
3160	-45,1941	
3161	-45,7128	
3162	-46,4615	
3163	-47,1198	
3164	-47,7839	
3165	-48,9281	
3166	-49,3049	
3167	-48,7434	
3168	-47,9751	
3169	-47,8424	
3170	-48,3895	
3171	-48,6501	
3172	-49,2599	
3173	-50,0844	
3174	-51,1642	
3175	-52,2447	
3176	-54,2895	
3177	-58,0595	
3178	-63,735	
3179	-59,0222	
3180	-52,3257	
3181	-49,0099	
3182	-47,7633	
3183	-47,8308	
3184	-48,5133	
3185	-48,914	
3186	-49,2504	
3187	-49,4416	
3188	-49,895	
3189	-50,2883	
3190	-50,9518	
3191	-50,8785	
3192	-50,6767	
3193	-50,6585	
3194	-50,5897	
3195	-50,4207	
3196	-50,0433	
3197	-49,969	
3198	-49,7146	
3199	-49,1864	
3200	-48,8431	
3201	-48,7756	
3202	-48,8479	
3203	-48,2064	
3204	-47,7687	
3205	-47,2484	
3206	-46,8364	
3207	-46,6866	
3208	-46,6032	
3209	-46,3812	
3210	-46,1186	
3211	-46,1102	
3212	-45,8992	
3213	-45,8522	
3214	-45,5029	
3215	-45,2443	
3216	-45,0236	
3217	-44,9022	
3218	-44,7557	
3219	-44,5124	
3220	-44,4974	
3221	-43,9975	
3222	-43,7183	
3223	-43,138	
3224	-42,6597	
3225	-42,2408	
3226	-41,9998	
3227	-41,684	
3228	-41,3409	
3229	-41,0737	
3230	-40,7264	
3231	-40,4724	
3232	-40,069	
3233	-39,6778	
3234	-39,3131	
3235	-39,0903	
3236	-38,5887	
3237	-38,3039	
3238	-38,0151	
3239	-37,7924	
3240	-37,4451	
3241	-37,1863	
3242	-36,8204	
3243	-36,5527	
3244	-36,1282	
3245	-35,7427	
3246	-35,2938	
3247	-34,9346	
3248	-34,4551	
3249	-33,8193	
3250	-33,2206	
3251	-32,5783	
3252	-31,884	
3253	-31,1086	
3254	-30,2469	
3255	-29,1706	
3256	-27,8923	
3257	-26,5388	
3258	-25,2874	
3259	-24,4262	
3260	-24,5967	
3261	-26,5048	
3262	-29,2219	
3263	-31,4122	
3264	-32,9802	
3265	-34,0552	
3266	-34,8273	
3267	-35,264	
3268	-35,6251	
3269	-35,946	
3270	-36,4244	
3271	-37,0281	
3272	-37,6258	
3273	-38,073	
3274	-38,2457	
3275	-38,2518	
3276	-38,1792	
3277	-38,4461	
3278	-39,3089	
3279	-40,7036	
3280	-41,3872	
3281	-40,9183	
3282	-40,119	
3283	-39,377	
3284	-38,7227	
3285	-38,2936	
3286	-38,0004	
3287	-37,5911	
3288	-37,2755	
3289	-36,9176	
3290	-36,6753	
3291	-36,441	
3292	-36,2306	
3293	-36,0453	
3294	-35,734	
3295	-35,5297	
3296	-35,3867	
3297	-35,2161	
3298	-34,9865	
3299	-34,8211	
3300	-34,6434	
3301	-34,5282	
3302	-34,3374	
3303	-34,1132	
3304	-33,9211	
3305	-33,8026	
3306	-33,661	
3307	-33,514	
3308	-33,3589	
3309	-33,2281	
3310	-33,1161	
3311	-32,9968	
3312	-32,8421	
3313	-32,7148	
3314	-32,6042	
3315	-32,5243	
3316	-32,4682	
3317	-32,4225	
3318	-32,4775	
3319	-32,5125	
3320	-32,5384	
3321	-32,431	
3322	-32,1446	
3323	-31,847	
3324	-31,5585	
3325	-31,3167	
3326	-31,1427	
3327	-31,0071	
3328	-30,913	
3329	-30,7879	
3330	-30,6757	
3331	-30,5551	
3332	-30,4661	
3333	-30,4023	
3334	-30,3081	
3335	-30,221	
3336	-30,0944	
3337	-30,0492	
3338	-29,9673	
3339	-29,9101	
3340	-29,8309	
3341	-29,7553	
3342	-29,7488	
3343	-29,7399	
3344	-29,6175	
3345	-29,4628	
3346	-29,3173	
3347	-29,1854	
3348	-29,1177	
3349	-29,0427	
3350	-28,9307	
3351	-28,8562	
3352	-28,7724	
3353	-28,6927	
3354	-28,596	
3355	-28,4801	
3356	-28,3767	
3357	-28,2777	
3358	-28,2023	
3359	-28,118	
3360	-28,0213	
3361	-27,9776	
3362	-27,8657	
3363	-27,7715	
3364	-27,6753	
3365	-27,582	
3366	-27,4904	
3367	-27,424	
3368	-27,3423	
3369	-27,2559	
3370	-27,1718	
3371	-27,0953	
3372	-27,0019	
3373	-26,9535	
3374	-26,8776	
3375	-26,7972	
3376	-26,7178	
3377	-26,6209	
3378	-26,542	
3379	-26,464	
3380	-26,3766	
3381	-26,3284	
3382	-26,2424	
3383	-26,1552	
3384	-26,0777	
3385	-25,991	
3386	-25,9271	
3387	-25,8568	
3388	-25,7738	
3389	-25,6892	
3390	-25,6193	
3391	-25,541	
3392	-25,4799	
3393	-25,3881	
3394	-25,3005	
3395	-25,2471	
3396	-25,1692	
3397	-25,0774	
3398	-25,004	
3399	-24,9338	
3400	-24,8647	
3401	-24,7853	
3402	-24,703	
3403	-24,6325	
3404	-24,5534	
3405	-24,4852	
3406	-24,4074	
3407	-24,3261	
3408	-24,2614	
3409	-24,2072	
3410	-24,1354	
3411	-24,0797	
3412	-24,0144	
3413	-23,9546	
3414	-23,8754	
3415	-23,815	
3416	-23,7236	
3417	-23,6471	
3418	-23,5588	
3419	-23,4807	
3420	-23,3973	
3421	-23,3187	
3422	-23,2345	
3423	-23,1535	
3424	-23,0728	
3425	-22,9967	
3426	-22,9289	
3427	-22,8665	
3428	-22,7733	
3429	-22,6968	
3430	-22,6257	
3431	-22,5289	
3432	-22,4562	
3433	-22,3551	
3434	-22,2691	
3435	-22,1968	
3436	-22,0972	
3437	-22,0182	
3438	-21,9116	
3439	-21,8175	
3440	-21,6996	
3441	-21,5644	
3442	-21,4186	
3443	-21,2219	
3444	-20,9903	
3445	-20,7104	
3446	-20,3381	
3447	-19,8954	
3448	-19,3849	
3449	-18,9072	
3450	-18,6222	
3451	-18,6809	
3452	-19,0081	
3453	-19,3205	
3454	-19,5078	
3455	-19,5993	
3456	-19,6142	
3457	-19,5821	
3458	-19,5147	
3459	-19,4281	
3460	-19,3138	
3461	-19,1819	
3462	-19,0474	
3463	-18,8667	
3464	-18,6655	
3465	-18,444	
3466	-18,2011	
3467	-17,9393	
3468	-17,6487	
3469	-17,3494	
3470	-16,9829	
3471	-16,5496	
3472	-16,037	
3473	-15,448	
3474	-14,7704	
3475	-13,9707	
3476	-13,0381	
3477	-12,033	
3478	-11,2306	
3479	-11,5652	
3480	-15,0619	
3481	-21,0752	
3482	-27,5108	
3483	-35,15	
3484	-38,2974	
3485	-33,3463	
3486	-30,2302	
3487	-28,3173	
3488	-26,9948	
3489	-26,0273	
3490	-25,3744	
3491	-24,9119	
3492	-24,524	
3493	-24,0991	
3494	-23,6775	
3495	-23,2912	
3496	-22,9598	
3497	-22,671	
3498	-22,421	
3499	-22,1803	
3500	-21,9616	
3501	-21,7938	
3502	-21,6308	
3503	-21,5016	
3504	-21,3886	
3505	-21,2899	
3506	-21,1731	
3507	-21,0582	
3508	-20,9246	
3509	-20,7916	
3510	-20,6602	
3511	-20,5419	
3512	-20,4216	
3513	-20,3188	
3514	-20,2092	
3515	-20,1238	
3516	-20,0277	
3517	-19,9359	
3518	-19,8352	
3519	-19,7224	
3520	-19,5799	
3521	-19,4751	
3522	-19,388	
3523	-19,3005	
3524	-19,2344	
3525	-19,1516	
3526	-19,0757	
3527	-18,9681	
3528	-18,8559	
3529	-18,7714	
3530	-18,6907	
3531	-18,62	
3532	-18,5555	
3533	-18,4699	
3534	-18,3981	
3535	-18,321	
3536	-18,2555	
3537	-18,1868	
3538	-18,1143	
3539	-18,0421	
3540	-17,9734	
3541	-17,9064	
3542	-17,8384	
3543	-17,767	
3544	-17,6971	
3545	-17,6354	
3546	-17,5681	
3547	-17,4899	
3548	-17,4246	
3549	-17,3517	
3550	-17,2679	
3551	-17,1976	
3552	-17,1184	
3553	-17,0461	
3554	-16,9847	
3555	-16,9203	
3556	-16,8519	
3557	-16,7828	
3558	-16,7144	
3559	-16,6372	
3560	-16,5589	
3561	-16,4672	
3562	-16,3764	
3563	-16,2701	
3564	-16,1876	
3565	-16,1411	
3566	-16,1217	
3567	-16,084	
3568	-16,0317	
3569	-15,9856	
3570	-15,9426	
3571	-15,8853	
3572	-15,8249	
3573	-15,7557	
3574	-15,6971	
3575	-15,6387	
3576	-15,5685	
3577	-15,4947	
3578	-15,4436	
3579	-15,3965	
3580	-15,3479	
3581	-15,2906	
3582	-15,2288	
3583	-15,1585	
3584	-15,0722	
3585	-14,986	
3586	-14,8962	
3587	-14,8078	
3588	-14,7311	
3589	-14,6524	
3590	-14,5817	
3591	-14,5085	
3592	-14,4387	
3593	-14,3694	
3594	-14,3055	
3595	-14,2284	
3596	-14,1629	
3597	-14,0891	
3598	-14,0189	
3599	-13,9526	
3600	-13,8795	
3601	-13,8095	
3602	-13,7362	
3603	-13,6643	
3604	-13,5951	
3605	-13,5208	
3606	-13,4491	
3607	-13,3816	
3608	-13,3103	
3609	-13,2423	
3610	-13,1739	
3611	-13,1031	
3612	-13,0358	
3613	-12,9715	
3614	-12,9039	
3615	-12,8353	
3616	-12,7642	
3617	-12,6963	
3618	-12,6181	
3619	-12,5359	
3620	-12,4537	
3621	-12,3766	
3622	-12,3063	
3623	-12,2382	
3624	-12,1735	
3625	-12,1063	
3626	-12,0316	
3627	-11,9585	
3628	-11,8922	
3629	-11,8145	
3630	-11,7388	
3631	-11,6707	
3632	-11,603	
3633	-11,5293	
3634	-11,4488	
3635	-11,3709	
3636	-11,2978	
3637	-11,2281	
3638	-11,147	
3639	-11,0734	
3640	-10,9964	
3641	-10,9197	
3642	-10,8485	
3643	-10,7706	
3644	-10,6934	
3645	-10,6143	
3646	-10,5364	
3647	-10,4588	
3648	-10,3833	
3649	-10,3077	
3650	-10,2203	
3651	-10,1326	
3652	-10,0543	
3653	-9,96997	
3654	-9,88766	
3655	-9,80343	
3656	-9,72293	
3657	-9,63532	
3658	-9,55329	
3659	-9,47003	
3660	-9,39103	
3661	-9,31202	
3662	-9,23518	
3663	-9,14502	
3664	-9,05638	
3665	-8,97215	
3666	-8,88255	
3667	-8,79758	
3668	-8,71385	
3669	-8,62882	
3670	-8,54319	
3671	-8,44965	
3672	-8,35603	
3673	-8,26076	
3674	-8,15285	
3675	-8,04946	
3676	-7,95472	
3677	-7,86059	
3678	-7,77001	
3679	-7,6786	
3680	-7,58298	
3681	-7,48017	
3682	-7,38257	
3683	-7,2736	
3684	-7,17165	
3685	-7,06842	
3686	-6,96414	
3687	-6,86785	
3688	-6,77095	
3689	-6,6707	
3690	-6,57036	
3691	-6,46998	
3692	-6,37176	
3693	-6,26298	
3694	-6,14791	
3695	-6,03558	
3696	-5,92357	
3697	-5,81721	
3698	-5,70826	
3699	-5,59951	
3700	-5,49741	
3701	-5,39846	
3702	-5,30385	
3703	-5,19718	
3704	-5,06141	
3705	-4,9398	
3706	-4,81894	
3707	-4,68556	
3708	-4,55433	
3709	-4,42753	
3710	-4,29742	
3711	-4,16837	
3712	-4,03419	
3713	-3,90149	
3714	-3,77186	
3715	-3,62602	
3716	-3,47535	
3717	-3,33256	
3718	-3,19616	
3719	-3,06224	
3720	-2,92309	
3721	-2,7786	
3722	-2,62544	
3723	-2,47486	
3724	-2,33496	
3725	-2,187	
3726	-2,02925	
3727	-1,86987	
3728	-1,71264	
3729	-1,55105	
3730	-1,38665	
3731	-1,22595	
3732	-1,06378	
3733	-0,897816	
3734	-0,733209	
3735	-0,569246	
3736	-0,401473	
3737	-0,238041	
3738	-0,0932114	
3739	0,053825	
3740	0,223004	
3741	0,418466	
3742	0,640598	
3743	0,876456	
3744	1,10965	
3745	1,3364	
3746	1,56064	
3747	1,77932	
3748	1,99859	
3749	2,23053	
3750	2,47852	
3751	2,74171	
3752	3,02322	
3753	3,3262	
3754	3,63035	
3755	3,90418	
3756	4,15915	
3757	4,42598	
3758	4,70383	
3759	4,99442	
3760	5,3001	
3761	5,62332	
3762	5,96616	
3763	6,3199	
3764	6,67156	
3765	7,02544	
3766	7,3925	
3767	7,77559	
3768	8,16727	
3769	8,56942	
3770	8,99824	
3771	9,47516	
3772	10,0052	
3773	10,5805	
3774	11,1907	
3775	11,8328	
3776	12,5112	
3777	13,2409	
3778	14,0291	
3779	14,886	
3780	15,8273	
3781	16,8687	
3782	18,0309	
3783	19,3423	
3784	20,8371	
3785	22,5482	
3786	24,4825	
3787	26,5663	
3788	28,4927	
3789	29,3449	
3790	27,8974	
3791	25,2067	
3792	22,8635	
3793	20,9978	
3794	19,4595	
3795	18,1475	
3796	17,0052	
3797	15,996	
3798	15,0885	
3799	14,2669	
3800	13,5208	
3801	12,8378	
3802	12,21	
3803	11,6202	
3804	11,0611	
3805	10,5342	
3806	10,0374	
3807	9,5747	
3808	9,13882	
3809	8,72337	
3810	8,3269	
3811	7,94369	
3812	7,5694	
3813	7,20869	
3814	6,86718	
3815	6,55057	
3816	6,25492	
3817	5,97376	
3818	5,69576	
3819	5,42031	
3820	5,15701	
3821	4,90438	
3822	4,65612	
3823	4,41455	
3824	4,17149	
3825	3,92636	
3826	3,69315	
3827	3,4751	
3828	3,26526	
3829	3,06298	
3830	2,86526	
3831	2,67646	
3832	2,49445	
3833	2,3189	
3834	2,14532	
3835	1,9729	
3836	1,80234	
3837	1,63495	
3838	1,4725	
3839	1,31379	
3840	1,15809	
3841	1,00126	
3842	0,843654	
3843	0,694506	
3844	0,554302	
3845	0,413487	
3846	0,274459	
3847	0,132927	
3848	-0,0124468	
3849	-0,15709	
3850	-0,297572	
3851	-0,432345	
3852	-0,564895	
3853	-0,699613	
3854	-0,835034	
3855	-0,961061	
3856	-1,06695	
3857	-1,17059	
3858	-1,28611	
3859	-1,403	
3860	-1,52001	
3861	-1,63383	
3862	-1,74528	
3863	-1,85255	
3864	-1,95229	
3865	-2,04804	
3866	-2,14296	
3867	-2,23622	
3868	-2,32895	
3869	-2,42144	
3870	-2,5192	
3871	-2,61644	
3872	-2,71425	
3873	-2,81109	
3874	-2,90286	
3875	-2,99422	
3876	-3,08423	
3877	-3,16723	
3878	-3,25185	
3879	-3,33314	
3880	-3,4169	
3881	-3,50195	
3882	-3,59006	
3883	-3,67904	
3884	-3,76	
3885	-3,84001	
3886	-3,91804	
3887	-3,99468	
3888	-4,07327	
3889	-4,15086	
3890	-4,22157	
3891	-4,29312	
3892	-4,3677	
3893	-4,44364	
3894	-4,51538	
3895	-4,5981	
3896	-4,67743	
3897	-4,74789	
3898	-4,81107	
3899	-4,87845	
3900	-4,94518	
3901	-5,00685	
3902	-5,07317	
3903	-5,14004	
3904	-5,21257	
3905	-5,2823	
3906	-5,34782	
3907	-5,41045	
3908	-5,47143	
3909	-5,53403	
3910	-5,59365	
3911	-5,65056	
3912	-5,70757	
3913	-5,75836	
3914	-5,81176	
3915	-5,85638	
3916	-5,88526	
3917	-5,91317	
3918	-5,95092	
3919	-5,99723	
3920	-6,05613	
3921	-6,12739	
3922	-6,20577	
3923	-6,27431	
3924	-6,33321	
3925	-6,39955	
3926	-6,47014	
3927	-6,53751	
3928	-6,59736	
3929	-6,65562	
3930	-6,70909	
3931	-6,75946	
3932	-6,8095	
3933	-6,86674	
3934	-6,91473	
3935	-6,96624	
3936	-7,0165	
3937	-7,06919	
3938	-7,1197	
3939	-7,16455	
3940	-7,21531	
3941	-7,26574	
3942	-7,30525	
3943	-7,34947	
3944	-7,39589	
3945	-7,44045	
3946	-7,48598	
3947	-7,53752	
3948	-7,59702	
3949	-7,64597	
3950	-7,6963	
3951	-7,73712	
3952	-7,78099	
3953	-7,8211	
3954	-7,86143	
3955	-7,89841	
3956	-7,93049	
3957	-7,97597	
3958	-8,02669	
3959	-8,08575	
3960	-8,15273	
3961	-8,21921	
3962	-8,26996	
3963	-8,29922	
3964	-8,32894	
3965	-8,36671	
3966	-8,40148	
3967	-8,44153	
3968	-8,48027	
3969	-8,52008	
3970	-8,55487	
3971	-8,59401	
3972	-8,63739	
3973	-8,6655	
3974	-8,69142	
3975	-8,723	
3976	-8,75713	
3977	-8,79991	
3978	-8,85148	
3979	-8,88505	
3980	-8,91941	
3981	-8,95081	
3982	-8,98588	
3983	-9,00807	
3984	-9,02547	
3985	-9,03989	
3986	-9,05221	
3987	-9,05238	
3988	-9,0683	
3989	-9,10415	
3990	-9,16829	
3991	-9,24373	
3992	-9,3076	
3993	-9,35629	
3994	-9,39901	
3995	-9,44295	
3996	-9,47989	
3997	-9,51087	
3998	-9,53734	
3999	-9,565	
4000	-9,60494	
