Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
1511	6,09866	
1512	5,69456	
1513	5,2959	
1514	4,93231	
1515	4,60034	
1516	4,27987	
1517	3,95749	
1518	3,64532	
1519	3,34849	
1520	3,06511	
1521	2,78565	
1522	2,50734	
1523	2,2283	
1524	1,95367	
1525	1,69521	
1526	1,4675	
1527	1,26407	
1528	1,07904	
1529	0,885081	
1530	0,675952	
1531	0,471175	
1532	0,257424	
1533	0,0311249	
1534	-0,184012	
1535	-0,386532	
1536	-0,580586	
1537	-0,764692	
1538	-0,943687	
1539	-1,11535	
1540	-1,29577	
1541	-1,4827	
1542	-1,67061	
1543	-1,85554	
1544	-2,02932	
1545	-2,16776	
1546	-2,25468	
1547	-2,37563	
1548	-2,50776	
1549	-2,65519	
1550	-2,82328	
1551	-2,9705	
1552	-3,09593	
1553	-3,205	
1554	-3,33245	
1555	-3,47687	
1556	-3,62331	
1557	-3,75082	
1558	-3,8695	
1559	-3,99573	
1560	-4,11591	
1561	-4,23062	
1562	-4,34149	
1563	-4,45796	
1564	-4,5763	
1565	-4,68838	
1566	-4,80987	
1567	-4,93121	
1568	-5,04402	
1569	-5,14846	
1570	-5,2627	
1571	-5,37681	
1572	-5,47944	
1573	-5,58767	
1574	-5,69327	
1575	-5,7883	
1576	-5,88111	
1577	-5,98354	
1578	-6,0846	
1579	-6,18029	
1580	-6,28064	
1581	-6,37324	
1582	-6,46071	
1583	-6,5454	
1584	-6,63688	
1585	-6,74548	
1586	-6,86153	
1587	-6,95789	
1588	-7,0418	
1589	-7,12894	
1590	-7,2209	
1591	-7,31916	
1592	-7,40924	
1593	-7,48886	
1594	-7,56614	
1595	-7,64009	
1596	-7,7269	
1597	-7,80788	
1598	-7,8849	
1599	-7,96254	
1600	-8,0344	
1601	-8,11049	
1602	-8,1903	
1603	-8,27482	
1604	-8,35797	
1605	-8,4298	
1606	-8,49923	
1607	-8,56388	
1608	-8,63902	
1609	-8,72518	
1610	-8,81242	
1611	-8,88548	
1612	-8,94946	
1613	-9,02989	
1614	-9,10301	
1615	-9,17786	
1616	-9,25204	
1617	-9,32304	
1618	-9,38944	
1619	-9,46066	
1620	-9,53334	
1621	-9,60612	
1622	-9,68164	
1623	-9,75841	
1624	-9,83496	
1625	-9,90708	
1626	-9,96797	
1627	-10,0157	
1628	-10,0749	
1629	-10,1444	
1630	-10,2058	
1631	-10,2662	
1632	-10,3429	
1633	-10,4188	
1634	-10,4811	
1635	-10,5462	
1636	-10,6081	
1637	-10,6683	
1638	-10,7356	
1639	-10,8019	
1640	-10,8609	
1641	-10,9242	
1642	-10,9809	
1643	-11,0313	
1644	-11,0819	
1645	-11,146	
1646	-11,222	
1647	-11,2931	
1648	-11,349	
1649	-11,4039	
1650	-11,4625	
1651	-11,5245	
1652	-11,5779	
1653	-11,6358	
1654	-11,6945	
1655	-11,7552	
1656	-11,8137	
1657	-11,8695	
1658	-11,9252	
1659	-11,988	
1660	-12,0537	
1661	-12,1087	
1662	-12,1673	
1663	-12,2242	
1664	-12,2774	
1665	-12,3424	
1666	-12,4294	
1667	-12,4733	
1668	-12,5072	
1669	-12,5105	
1670	-12,5853	
1671	-12,6458	
1672	-12,7021	
1673	-12,7664	
1674	-12,8316	
1675	-12,8857	
1676	-12,9473	
1677	-13,0042	
1678	-13,0439	
1679	-13,101	
1680	-13,1565	
1681	-13,2071	
1682	-13,2571	
1683	-13,3028	
1684	-13,3398	
1685	-13,3851	
1686	-13,4342	
1687	-13,4929	
1688	-13,5612	
1689	-13,6105	
1690	-13,6586	
1691	-13,6935	
1692	-13,7418	
1693	-13,7891	
1694	-13,8442	
1695	-13,8974	
1696	-13,9669	
1697	-14,0707	
1698	-14,191	
1699	-14,2796	
1700	-14,3438	
1701	-14,4001	
1702	-14,4506	
1703	-14,5024	
1704	-14,5447	
1705	-14,5757	
1706	-14,6144	
1707	-14,6616	
1708	-14,7132	
1709	-14,7663	
1710	-14,8205	
1711	-14,8689	
1712	-14,8864	
1713	-14,8908	
1714	-14,9793	
1715	-15,0983	
1716	-15,1705	
1717	-15,2408	
1718	-15,2938	
1719	-15,3422	
1720	-15,4067	
1721	-15,4535	
1722	-15,4938	
1723	-15,5505	
1724	-15,6082	
1725	-15,6789	
1726	-15,7566	
1727	-15,8175	
1728	-15,8622	
1729	-15,9125	
1730	-16,0392	
1731	-16,1762	
1732	-16,1546	
1733	-16,0633	
1734	-16,0507	
1735	-16,059	
1736	-16,0864	
1737	-16,1896	
1738	-16,3015	
1739	-16,3985	
1740	-16,4601	
1741	-16,5222	
1742	-16,578	
1743	-16,6365	
1744	-16,6848	
1745	-16,7365	
1746	-16,7976	
1747	-16,8829	
1748	-16,9708	
1749	-17,0531	
1750	-17,1167	
1751	-17,1286	
1752	-17,0073	
1753	-16,8377	
1754	-16,8252	
1755	-16,9467	
1756	-17,0795	
1757	-17,1781	
1758	-17,261	
1759	-17,3425	
1760	-17,4472	
1761	-17,5552	
1762	-17,6121	
1763	-17,6589	
1764	-17,7071	
1765	-17,7753	
1766	-17,844	
1767	-17,8992	
1768	-17,95	
1769	-17,9853	
1770	-18,0689	
1771	-18,0879	
1772	-18,1566	
1773	-18,2122	
1774	-18,258	
1775	-18,3143	
1776	-18,3584	
1777	-18,396	
1778	-18,5058	
1779	-18,6846	
1780	-18,796	
1781	-18,8801	
1782	-18,9713	
1783	-19,0666	
1784	-19,1567	
1785	-19,2223	
1786	-19,299	
1787	-19,3879	
1788	-19,5389	
1789	-19,6837	
1790	-19,7915	
1791	-19,877	
1792	-19,9153	
1793	-19,9169	
1794	-19,923	
1795	-19,9496	
1796	-20,036	
1797	-20,1278	
1798	-20,2099	
1799	-20,2999	
1800	-20,3878	
1801	-20,4622	
1802	-20,5488	
1803	-20,6494	
1804	-20,761	
1805	-20,8637	
1806	-20,9584	
1807	-21,0516	
1808	-21,1087	
1809	-21,1842	
1810	-21,2736	
1811	-21,3549	
1812	-21,4561	
1813	-21,5711	
1814	-21,6825	
1815	-21,8342	
1816	-21,9702	
1817	-22,0428	
1818	-22,0601	
1819	-22,1629	
1820	-22,3373	
1821	-22,4801	
1822	-22,5901	
1823	-22,7071	
1824	-22,8513	
1825	-22,9949	
1826	-23,1398	
1827	-23,3452	
1828	-23,5715	
1829	-23,765	
1830	-23,9381	
1831	-24,0906	
1832	-24,2251	
1833	-24,3206	
1834	-24,4407	
1835	-24,524	
1836	-24,6414	
1837	-24,8359	
1838	-25,0096	
1839	-25,1695	
1840	-25,3276	
1841	-25,5311	
1842	-25,7549	
1843	-25,9699	
1844	-26,1809	
1845	-26,4053	
1846	-26,6548	
1847	-26,9648	
1848	-27,2122	
1849	-27,4273	
1850	-27,6427	
1851	-27,9352	
1852	-28,2572	
1853	-28,5698	
1854	-28,9096	
1855	-29,2476	
1856	-29,5701	
1857	-29,9293	
1858	-30,2866	
1859	-30,6354	
1860	-31,1139	
1861	-31,6086	
1862	-32,1316	
1863	-32,6341	
1864	-33,2185	
1865	-33,8647	
1866	-34,6142	
1867	-35,376	
1868	-36,233	
1869	-37,1653	
1870	-38,3659	
1871	-39,8869	
1872	-41,6775	
1873	-43,8958	
1874	-46,9489	
1875	-51,0507	
1876	-58,8332	
1877	-60,3983	
1878	-50,3286	
1879	-45,5783	
1880	-42,3576	
1881	-40,3685	
1882	-38,4902	
1883	-37,0476	
1884	-35,7542	
1885	-34,5908	
1886	-33,6147	
1887	-32,6458	
1888	-31,6918	
1889	-30,6649	
1890	-30,0018	
1891	-29,1194	
1892	-28,4914	
1893	-27,8116	
1894	-27,2706	
1895	-26,8281	
1896	-26,3772	
1897	-25,9038	
1898	-25,408	
1899	-24,8299	
1900	-24,328	
1901	-23,8675	
1902	-23,4064	
1903	-22,9403	
1904	-22,465	
1905	-22,005	
1906	-21,5875	
1907	-21,1614	
1908	-20,7351	
1909	-20,324	
1910	-19,9185	
1911	-19,5023	
1912	-19,0635	
1913	-18,6297	
1914	-18,2178	
1915	-17,8032	
1916	-17,3965	
1917	-17,0025	
1918	-16,5909	
1919	-16,1549	
1920	-15,7248	
1921	-15,3374	
1922	-14,9657	
1923	-14,5786	
1924	-14,1957	
1925	-13,8073	
1926	-13,4088	
1927	-12,9797	
1928	-12,5451	
1929	-12,1336	
1930	-11,6883	
1931	-11,2336	
1932	-10,7872	
1933	-10,3078	
1934	-9,79775	
1935	-9,22746	
1936	-8,64611	
1937	-8,18434	
1938	-7,91403	
1939	-7,661	
1940	-7,08152	
1941	-6,4459	
1942	-5,79846	
1943	-5,12544	
1944	-4,45004	
1945	-3,77315	
1946	-3,07606	
1947	-2,33207	
1948	-1,51089	
1949	-0,612233	
1950	0,356049	
1951	1,41488	
1952	2,56396	
1953	3,81958	
1954	5,23708	
1955	6,80643	
1956	8,54597	
1957	10,4603	
1958	12,3684	
1959	14,0437	
1960	14,7514	
1961	13,5485	
1962	11,0841	
1963	8,87209	
1964	7,13212	
1965	5,70893	
1966	4,48672	
1967	3,42034	
1968	2,49446	
1969	1,67145	
1970	0,923925	
1971	0,249665	
1972	-0,367779	
1973	-0,950035	
1974	-1,51411	
1975	-2,05175	
1976	-2,54255	
1977	-2,99874	
1978	-3,43542	
1979	-3,83825	
1980	-4,14657	
1981	-4,40158	
1982	-4,68962	
1983	-5,00271	
1984	-5,31073	
1985	-5,59942	
1986	-5,88413	
1987	-6,17015	
1988	-6,45139	
1989	-6,73735	
1990	-7,06576	
1991	-7,48648	
1992	-8,03984	
1993	-8,569	
1994	-8,55056	
1995	-8,29814	
1996	-8,34409	
1997	-8,521	
1998	-8,6755	
1999	-8,81476	
2000	-8,91593	
2001	-8,99359	
2002	-9,09592	
2003	-9,21657	
2004	-9,33359	
2005	-9,46685	
2006	-9,601	
2007	-9,73002	
2008	-9,85151	
2009	-9,96172	
2010	-10,0741	
2011	-10,21	
2012	-10,3519	
2013	-10,4909	
2014	-10,6159	
2015	-10,7263	
2016	-10,8177	
2017	-10,9124	
2018	-11,0198	
2019	-11,1349	
2020	-11,2573	
2021	-11,3715	
2022	-11,4783	
2023	-11,5858	
2024	-11,7017	
2025	-11,8284	
2026	-11,9391	
2027	-12,0278	
2028	-12,1185	
2029	-12,2165	
2030	-12,3144	
2031	-12,4034	
2032	-12,5013	
2033	-12,6532	
2034	-12,8044	
2035	-12,9511	
2036	-13,1167	
2037	-13,2641	
2038	-13,3284	
2039	-13,2923	
2040	-13,2328	
2041	-13,2209	
2042	-13,2241	
2043	-13,2545	
2044	-13,2875	
2045	-13,3348	
2046	-13,3845	
2047	-13,4294	
2048	-13,4687	
2049	-13,5092	
2050	-13,5631	
2051	-13,6184	
2052	-13,6735	
2053	-13,7422	
2054	-13,8391	
2055	-13,9905	
2056	-14,1989	
2057	-14,3788	
2058	-14,4511	
2059	-14,4579	
2060	-14,5066	
2061	-14,5565	
2062	-14,5836	
2063	-14,6147	
2064	-14,6539	
2065	-14,7036	
2066	-14,761	
2067	-14,8134	
2068	-14,8668	
2069	-14,9254	
2070	-14,9864	
2071	-15,0484	
2072	-15,1071	
2073	-15,1714	
2074	-15,2256	
2075	-15,2527	
2076	-15,2899	
2077	-15,3601	
2078	-15,4245	
2079	-15,4597	
2080	-15,493	
2081	-15,5176	
2082	-15,5613	
2083	-15,6213	
2084	-15,6826	
2085	-15,7339	
2086	-15,7769	
2087	-15,8099	
2088	-15,846	
2089	-15,8897	
2090	-15,9386	
2091	-16,0008	
2092	-16,078	
2093	-16,1373	
2094	-16,1887	
2095	-16,2331	
2096	-16,2907	
2097	-16,3433	
2098	-16,4051	
2099	-16,4713	
2100	-16,5248	
2101	-16,5721	
2102	-16,6109	
2103	-16,6476	
2104	-16,6737	
2105	-16,7085	
2106	-16,7522	
2107	-16,7808	
2108	-16,8248	
2109	-16,8736	
2110	-16,9385	
2111	-16,988	
2112	-17,0194	
2113	-17,0554	
2114	-17,083	
2115	-17,1183	
2116	-17,1658	
2117	-17,2232	
2118	-17,2659	
2119	-17,309	
2120	-17,3458	
2121	-17,382	
2122	-17,4343	
2123	-17,4776	
2124	-17,5134	
2125	-17,5537	
2126	-17,5887	
2127	-17,6384	
2128	-17,6829	
2129	-17,7262	
2130	-17,7803	
2131	-17,8317	
2132	-17,873	
2133	-17,9147	
2134	-17,954	
2135	-17,9918	
2136	-18,0293	
2137	-18,079	
2138	-18,1192	
2139	-18,1715	
2140	-18,2108	
2141	-18,2664	
2142	-18,3147	
2143	-18,3478	
2144	-18,3897	
2145	-18,4242	
2146	-18,4654	
2147	-18,5163	
2148	-18,5651	
2149	-18,5966	
2150	-18,6251	
2151	-18,6682	
2152	-18,7133	
2153	-18,7369	
2154	-18,7693	
2155	-18,8184	
2156	-18,8791	
2157	-18,9349	
2158	-18,9883	
2159	-19,0254	
2160	-19,046	
2161	-19,0915	
2162	-19,1398	
2163	-19,1841	
2164	-19,2231	
2165	-19,2683	
2166	-19,3033	
2167	-19,3393	
2168	-19,3744	
2169	-19,4232	
2170	-19,4726	
2171	-19,5099	
2172	-19,5479	
2173	-19,584	
2174	-19,6271	
2175	-19,6837	
2176	-19,7262	
2177	-19,7391	
2178	-19,7429	
2179	-19,7643	
2180	-19,7328	
2181	-19,6754	
2182	-19,582	
2183	-19,4736	
2184	-19,5337	
2185	-19,7787	
2186	-19,9814	
2187	-20,096	
2188	-20,1838	
2189	-20,2565	
2190	-20,3207	
2191	-20,3679	
2192	-20,3966	
2193	-20,464	
2194	-20,5225	
2195	-20,5728	
2196	-20,6234	
2197	-20,6931	
2198	-20,7397	
2199	-20,7823	
2200	-20,8089	
2201	-20,8351	
2202	-20,8862	
2203	-20,9473	
2204	-21,0034	
2205	-21,0719	
2206	-21,1466	
2207	-21,1918	
2208	-21,2213	
2209	-21,2372	
2210	-21,3093	
2211	-21,3753	
2212	-21,4612	
2213	-21,5384	
2214	-21,6168	
2215	-21,7029	
2216	-21,7952	
2217	-21,8459	
2218	-21,8466	
2219	-21,9779	
2220	-21,9743	
2221	-21,9695	
2222	-21,9409	
2223	-21,917	
2224	-21,9345	
2225	-21,9055	
2226	-21,8918	
2227	-22,0159	
2228	-22,0914	
2229	-22,1765	
2230	-22,2349	
2231	-22,2747	
2232	-22,3302	
2233	-22,3961	
2234	-22,4444	
2235	-22,5284	
2236	-22,5709	
2237	-22,6381	
2238	-22,7071	
2239	-22,8191	
2240	-22,8966	
2241	-22,9468	
2242	-22,9405	
2243	-22,9617	
2244	-23,0806	
2245	-23,1665	
2246	-23,2324	
2247	-23,3006	
2248	-23,3861	
2249	-23,4824	
2250	-23,5747	
2251	-23,6458	
2252	-23,7354	
2253	-23,8435	
2254	-23,9273	
2255	-23,9999	
2256	-24,0937	
2257	-24,1895	
2258	-24,338	
2259	-24,5595	
2260	-24,9037	
2261	-25,452	
2262	-26,3041	
2263	-26,9822	
2264	-26,6073	
2265	-25,7657	
2266	-25,4252	
2267	-25,2899	
2268	-25,2582	
2269	-25,2426	
2270	-25,2185	
2271	-25,255	
2272	-25,2951	
2273	-25,3415	
2274	-25,3907	
2275	-25,4447	
2276	-25,5041	
2277	-25,5642	
2278	-25,7067	
2279	-25,8514	
2280	-26,0205	
2281	-26,1468	
2282	-26,2153	
2283	-26,2289	
2284	-26,3005	
2285	-26,3878	
2286	-26,5541	
2287	-26,7643	
2288	-26,9409	
2289	-27,1266	
2290	-27,2793	
2291	-27,3776	
2292	-27,4641	
2293	-27,624	
2294	-27,8139	
2295	-28,0443	
2296	-28,3617	
2297	-28,6892	
2298	-29,0713	
2299	-29,1614	
2300	-28,9924	
2301	-28,8488	
2302	-28,8442	
2303	-28,8782	
2304	-28,9594	
2305	-29,1589	
2306	-29,2934	
2307	-29,4485	
2308	-29,6147	
2309	-29,7905	
2310	-29,9832	
2311	-30,1128	
2312	-30,2726	
2313	-30,4853	
2314	-30,6973	
2315	-30,8577	
2316	-30,8666	
2317	-30,7095	
2318	-30,4787	
2319	-30,3261	
2320	-30,4575	
2321	-30,7134	
2322	-30,8126	
2323	-30,9035	
2324	-31,1404	
2325	-31,5851	
2326	-32,0741	
2327	-32,5692	
2328	-32,9373	
2329	-33,4049	
2330	-33,8023	
2331	-34,2205	
2332	-34,5481	
2333	-34,9233	
2334	-35,2092	
2335	-35,5952	
2336	-36,0232	
2337	-36,4289	
2338	-36,8822	
2339	-37,4002	
2340	-37,9324	
2341	-38,3769	
2342	-38,9114	
2343	-39,5835	
2344	-40,4816	
2345	-41,3432	
2346	-42,109	
2347	-42,6721	
2348	-43,6642	
2349	-44,7282	
2350	-45,6172	
2351	-46,5743	
2352	-47,8137	
2353	-49,6259	
2354	-51,4457	
2355	-53,2845	
2356	-54,7659	
2357	-53,2706	
2358	-51,0395	
2359	-49,3462	
2360	-47,3093	
2361	-45,7842	
2362	-44,7179	
2363	-43,7656	
2364	-42,8217	
2365	-41,7264	
2366	-40,6451	
2367	-39,839	
2368	-39,0201	
2369	-38,3561	
2370	-37,5424	
2371	-36,9566	
2372	-36,4035	
2373	-35,91	
2374	-35,3436	
2375	-34,8165	
2376	-34,3635	
2377	-33,8439	
2378	-33,3596	
2379	-32,9814	
2380	-32,5967	
2381	-32,1838	
2382	-31,8203	
2383	-31,4718	
2384	-31,1299	
2385	-30,7975	
2386	-30,547	
2387	-30,2038	
2388	-29,9112	
2389	-29,5791	
2390	-29,3025	
2391	-28,9709	
2392	-28,6591	
2393	-28,403	
2394	-28,0957	
2395	-27,8071	
2396	-27,5123	
2397	-27,1841	
2398	-26,8752	
2399	-26,6272	
2400	-26,3701	
2401	-26,1454	
2402	-25,8878	
2403	-25,5842	
2404	-25,2691	
2405	-24,9689	
2406	-24,7991	
2407	-24,7184	
2408	-24,5561	
2409	-24,3189	
2410	-24,1206	
2411	-23,9208	
2412	-23,7461	
2413	-23,5417	
2414	-23,3473	
2415	-23,1737	
2416	-23,0157	
2417	-22,83	
2418	-22,643	
2419	-22,4614	
2420	-22,2473	
2421	-22,03	
2422	-21,864	
2423	-21,6734	
2424	-21,471	
2425	-21,276	
2426	-21,0841	
2427	-20,8689	
2428	-20,6909	
2429	-20,5426	
2430	-20,3682	
2431	-20,1773	
2432	-20,0058	
2433	-19,8513	
2434	-19,6873	
2435	-19,5116	
2436	-19,3237	
2437	-19,1272	
2438	-18,9493	
2439	-18,7524	
2440	-18,529	
2441	-18,3197	
2442	-18,2131	
2443	-18,1017	
2444	-17,9464	
2445	-17,7552	
2446	-17,5276	
2447	-17,2751	
2448	-17,0716	
2449	-16,9141	
2450	-16,7524	
2451	-16,595	
2452	-16,4138	
2453	-16,2332	
2454	-16,0585	
2455	-15,8862	
2456	-15,7077	
2457	-15,5335	
2458	-15,3574	
2459	-15,1742	
2460	-14,9852	
2461	-14,8029	
2462	-14,615	
2463	-14,4244	
2464	-14,2199	
2465	-13,9701	
2466	-13,6863	
2467	-13,3878	
2468	-13,0775	
2469	-12,7939	
2470	-12,575	
2471	-12,4754	
2472	-12,4917	
2473	-12,476	
2474	-12,3926	
2475	-12,2693	
2476	-12,1272	
2477	-11,9627	
2478	-11,7846	
2479	-11,6179	
2480	-11,4369	
2481	-11,2339	
2482	-11,0348	
2483	-10,8332	
2484	-10,6193	
2485	-10,3765	
2486	-10,0773	
2487	-9,65569	
2488	-9,32419	
2489	-9,28143	
2490	-9,16754	
2491	-9,03706	
2492	-8,88556	
2493	-8,71154	
2494	-8,52795	
2495	-8,34537	
2496	-8,14734	
2497	-7,92941	
2498	-7,70959	
2499	-7,4726	
2500	-7,22367	
2501	-6,98109	
2502	-6,74449	
2503	-6,48145	
2504	-6,17232	
2505	-5,89341	
2506	-5,73605	
2507	-5,61266	
2508	-5,43115	
2509	-5,20957	
2510	-4,93714	
2511	-4,61971	
2512	-4,2707	
2513	-3,93889	
2514	-3,63119	
2515	-3,31733	
2516	-3,0008	
2517	-2,68386	
2518	-2,35372	
2519	-2,01499	
2520	-1,66588	
2521	-1,30429	
2522	-0,933321	
2523	-0,548457	
2524	-0,146254	
2525	0,263427	
2526	0,676678	
2527	1,10553	
2528	1,5596	
2529	2,04206	
2530	2,56624	
2531	3,11896	
2532	3,69186	
2533	4,28591	
2534	4,90421	
2535	5,56186	
2536	6,26493	
2537	7,01131	
2538	7,82135	
2539	8,70155	
2540	9,65571	
2541	10,7044	
2542	11,863	
2543	13,1403	
2544	14,5543	
2545	16,0929	
2546	17,6813	
2547	19,135	
2548	20,0696	
2549	20,0015	
2550	18,8624	
2551	17,215	
2552	15,5517	
2553	14,0546	
2554	12,7459	
2555	11,5901	
2556	10,5687	
2557	9,65512	
2558	8,82327	
2559	8,07233	
2560	7,39512	
2561	6,77295	
2562	6,19512	
2563	5,65933	
2564	5,1543	
2565	4,66765	
2566	4,20136	
2567	3,75966	
2568	3,34702	
2569	2,96145	
2570	2,59308	
2571	2,23202	
2572	1,88477	
2573	1,55941	
2574	1,25371	
2575	0,961428	
2576	0,678932	
2577	0,406606	
2578	0,146229	
2579	-0,101613	
2580	-0,338596	
2581	-0,568993	
2582	-0,788479	
2583	-1,0033	
2584	-1,21579	
2585	-1,4269	
2586	-1,63116	
2587	-1,83324	
2588	-2,03096	
2589	-2,21421	
2590	-2,37738	
2591	-2,54239	
2592	-2,71133	
2593	-2,87505	
2594	-3,03476	
2595	-3,18943	
2596	-3,34085	
2597	-3,48832	
2598	-3,63103	
2599	-3,7769	
2600	-3,91573	
2601	-4,05195	
2602	-4,18946	
2603	-4,32139	
2604	-4,45051	
2605	-4,57966	
2606	-4,70433	
2607	-4,81915	
2608	-4,93118	
2609	-5,05017	
2610	-5,16228	
2611	-5,27564	
2612	-5,38357	
2613	-5,48663	
2614	-5,58895	
2615	-5,69144	
2616	-5,79353	
2617	-5,89448	
2618	-5,98678	
2619	-6,07705	
2620	-6,16771	
2621	-6,25698	
2622	-6,34997	
2623	-6,44043	
2624	-6,52968	
2625	-6,61626	
2626	-6,70077	
2627	-6,7817	
2628	-6,85879	
2629	-6,93748	
2630	-7,01925	
2631	-7,1023	
2632	-7,18015	
2633	-7,25657	
2634	-7,33332	
2635	-7,40817	
2636	-7,48129	
2637	-7,55616	
2638	-7,62733	
2639	-7,70101	
2640	-7,77044	
2641	-7,83662	
2642	-7,90075	
2643	-7,97112	
2644	-8,03864	
2645	-8,0997	
2646	-8,16562	
2647	-8,23216	
2648	-8,29069	
2649	-8,34968	
2650	-8,40562	
2651	-8,46492	
2652	-8,5246	
2653	-8,58258	
2654	-8,64139	
2655	-8,6981	
2656	-8,75098	
2657	-8,80617	
2658	-8,86303	
2659	-8,91045	
2660	-8,96275	
2661	-9,01777	
2662	-9,07461	
2663	-9,12864	
2664	-9,1812	
2665	-9,23673	
2666	-9,28733	
2667	-9,3348	
2668	-9,38539	
2669	-9,4353	
2670	-9,48826	
2671	-9,54283	
2672	-9,58997	
2673	-9,63476	
2674	-9,68593	
2675	-9,73153	
2676	-9,77717	
2677	-9,82591	
2678	-9,8825	
2679	-9,94118	
2680	-9,99238	
2681	-10,0448	
2682	-10,0919	
2683	-10,1295	
2684	-10,1667	
2685	-10,1977	
2686	-10,2228	
2687	-10,2547	
2688	-10,2853	
2689	-10,3154	
2690	-10,3458	
2691	-10,3844	
2692	-10,4169	
2693	-10,4493	
2694	-10,4844	
2695	-10,5271	
2696	-10,5699	
2697	-10,6091	
2698	-10,6436	
2699	-10,6784	
2700	-10,7103	
2701	-10,7428	
2702	-10,7705	
2703	-10,8048	
2704	-10,8422	
2705	-10,8776	
2706	-10,9221	
2707	-10,9713	
2708	-11,049	
2709	-11,1531	
2710	-11,2498	
2711	-11,2958	
2712	-11,2396	
2713	-11,1982	
2714	-11,2005	
2715	-11,2239	
2716	-11,2506	
2717	-11,2782	
2718	-11,3094	
2719	-11,3363	
2720	-11,3652	
2721	-11,3981	
2722	-11,4241	
2723	-11,4578	
2724	-11,4858	
2725	-11,5261	
2726	-11,5618	
2727	-11,6077	
2728	-11,6589	
2729	-11,7086	
2730	-11,7681	
2731	-11,8293	
2732	-11,8653	
2733	-11,8771	
2734	-11,8621	
2735	-11,855	
2736	-11,8587	
2737	-11,8756	
2738	-11,8945	
2739	-11,9106	
2740	-11,939	
2741	-11,9653	
2742	-11,9921	
2743	-12,0164	
2744	-12,0478	
2745	-12,0854	
2746	-12,134	
2747	-12,1855	
2748	-12,2354	
2749	-12,2657	
2750	-12,2772	
2751	-12,278	
2752	-12,2735	
2753	-12,2727	
2754	-12,2873	
2755	-12,2996	
2756	-12,3181	
2757	-12,3353	
2758	-12,3438	
2759	-12,3582	
2760	-12,3764	
2761	-12,3896	
2762	-12,4066	
2763	-12,4258	
2764	-12,4427	
2765	-12,4532	
2766	-12,4772	
2767	-12,4847	
2768	-12,4833	
2769	-12,4691	
2770	-12,4599	
2771	-12,4692	
2772	-12,5054	
2773	-12,5911	
2774	-12,6989	
2775	-12,7586	
2776	-12,765	
2777	-12,7838	
2778	-12,8045	
2779	-12,816	
2780	-12,8319	
2781	-12,8541	
2782	-12,872	
2783	-12,8908	
2784	-12,9088	
2785	-12,9278	
2786	-12,9551	
2787	-12,9659	
2788	-12,9802	
2789	-12,9964	
2790	-13,0135	
2791	-13,0298	
2792	-13,0439	
2793	-13,0512	
2794	-13,0639	
2795	-13,0776	
2796	-13,0985	
2797	-13,1173	
2798	-13,1364	
2799	-13,152	
2800	-13,1739	
2801	-13,1947	
2802	-13,2138	
2803	-13,2298	
2804	-13,2504	
2805	-13,2717	
2806	-13,2904	
2807	-13,3124	
2808	-13,3287	
2809	-13,3357	
2810	-13,3425	
2811	-13,3519	
2812	-13,37	
2813	-13,3938	
2814	-13,4233	
2815	-13,4427	
2816	-13,4575	
2817	-13,4786	
2818	-13,496	
2819	-13,5043	
2820	-13,5275	
2821	-13,5406	
2822	-13,5552	
2823	-13,5723	
2824	-13,5937	
2825	-13,6126	
2826	-13,6254	
2827	-13,6472	
2828	-13,6641	
2829	-13,6744	
2830	-13,6836	
2831	-13,6867	
2832	-13,7013	
2833	-13,7118	
2834	-13,7239	
2835	-13,7372	
2836	-13,7595	
2837	-13,7742	
2838	-13,7854	
2839	-13,7992	
2840	-13,8167	
2841	-13,8277	
2842	-13,8398	
2843	-13,8583	
2844	-13,8726	
2845	-13,8826	
2846	-13,8956	
2847	-13,9123	
2848	-13,9269	
2849	-13,9408	
2850	-13,9554	
2851	-13,966	
2852	-13,9787	
2853	-14,0016	
2854	-14,0224	
2855	-14,029	
2856	-14,0438	
2857	-14,054	
2858	-14,0678	
2859	-14,082	
2860	-14,0927	
2861	-14,109	
2862	-14,1186	
2863	-14,1327	
2864	-14,1418	
2865	-14,1572	
2866	-14,1655	
2867	-14,183	
2868	-14,1929	
2869	-14,2068	
2870	-14,2201	
2871	-14,2381	
2872	-14,2495	
2873	-14,2619	
2874	-14,2775	
2875	-14,2917	
2876	-14,2969	
2877	-14,3155	
2878	-14,3253	
2879	-14,3354	
2880	-14,3486	
2881	-14,3631	
2882	-14,3831	
2883	-14,3919	
2884	-14,404	
2885	-14,4168	
2886	-14,4328	
2887	-14,4366	
2888	-14,4529	
2889	-14,4617	
2890	-14,4679	
2891	-14,473	
2892	-14,4864	
2893	-14,5001	
2894	-14,508	
2895	-14,5222	
2896	-14,5348	
2897	-14,5489	
2898	-14,5637	
2899	-14,5692	
2900	-14,5863	
2901	-14,5951	
2902	-14,6061	
2903	-14,6162	
2904	-14,6289	
2905	-14,6348	
2906	-14,6506	
2907	-14,6588	
2908	-14,6833	
2909	-14,6824	
2910	-14,6985	
2911	-14,7076	
2912	-14,7187	
2913	-14,7337	
2914	-14,7461	
2915	-14,7609	
2916	-14,7731	
2917	-14,7831	
2918	-14,7929	
2919	-14,8046	
2920	-14,8142	
2921	-14,8138	
2922	-14,8253	
