Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
196	-22,1916	
197	-22,407	
198	-22,5865	
199	-22,8558	
200	-23,0554	
201	-23,453	
202	-23,7342	
203	-24,2241	
204	-24,6384	
205	-25,3641	
206	-25,8865	
207	-26,9236	
208	-27,9983	
209	-29,3388	
210	-31,0906	
211	-34,1277	
212	-40,2472	
213	-50,1203	
214	-36,6967	
215	-30,2133	
216	-25,861	
217	-22,2088	
218	-18,9173	
219	-15,8454	
220	-12,403	
221	-8,6468	
222	-3,85961	
223	3,01719	
224	10,0366	
225	1,98702	
226	-2,24809	
227	-4,91714	
228	-6,69654	
229	-8,06917	
230	-8,86625	
231	-9,58488	
232	-10,4355	
233	-11,0031	
234	-11,3785	
235	-11,7125	
236	-12,1615	
237	-12,5049	
238	-12,7085	
239	-12,9498	
240	-13,1799	
241	-13,4805	
242	-13,5393	
243	-13,6847	
244	-13,9294	
245	-14,012	
246	-14,1334	
247	-14,2577	
248	-14,4012	
249	-14,4434	
250	-14,555	
251	-14,6426	
252	-14,7162	
253	-14,7725	
254	-14,8643	
255	-14,9284	
256	-15,0046	
257	-15,0741	
258	-15,147	
259	-15,2001	
260	-15,2688	
261	-15,3363	
262	-15,3955	
263	-15,4334	
264	-15,4631	
265	-15,4982	
266	-15,5324	
267	-15,5832	
268	-15,6684	
269	-15,7695	
270	-15,8321	
271	-15,7725	
272	-15,7232	
273	-15,7139	
274	-15,7199	
275	-15,7312	
276	-15,7466	
277	-15,7534	
278	-15,7627	
279	-15,7756	
280	-15,7924	
281	-15,8082	
282	-15,819	
283	-15,8231	
284	-15,8404	
285	-15,8411	
286	-15,8402	
287	-15,849	
288	-15,8697	
289	-15,8736	
290	-15,8916	
291	-15,9003	
292	-15,9037	
293	-15,9115	
294	-15,9128	
295	-15,9179	
296	-15,9198	
297	-15,9246	
298	-15,9254	
299	-15,9277	
300	-15,9236	
301	-15,9271	
302	-15,9274	
303	-15,9336	
304	-15,9316	
305	-15,9262	
306	-15,9211	
307	-15,9146	
308	-15,9148	
309	-15,9137	
310	-15,907	
311	-15,8992	
312	-15,9011	
313	-15,8913	
314	-15,8822	
315	-15,8796	
316	-15,8758	
317	-15,8643	
318	-15,8571	
319	-15,8472	
320	-15,8434	
321	-15,8389	
322	-15,8202	
323	-15,8169	
324	-15,8078	
325	-15,796	
326	-15,7863	
327	-15,7899	
328	-15,7802	
329	-15,766	
330	-15,7576	
331	-15,7427	
332	-15,7333	
333	-15,7252	
334	-15,7098	
335	-15,6979	
336	-15,6887	
337	-15,6751	
338	-15,667	
339	-15,6421	
340	-15,6315	
341	-15,6202	
342	-15,608	
343	-15,6011	
344	-15,5843	
345	-15,5617	
346	-15,5486	
347	-15,5302	
348	-15,5191	
349	-15,5119	
350	-15,4918	
351	-15,4838	
352	-15,4597	
353	-15,4446	
354	-15,4322	
355	-15,4196	
356	-15,3998	
357	-15,3825	
358	-15,372	
359	-15,3471	
360	-15,3282	
361	-15,3144	
362	-15,2957	
363	-15,277	
364	-15,2558	
365	-15,2388	
366	-15,2319	
367	-15,2152	
368	-15,1934	
369	-15,1799	
370	-15,1657	
371	-15,1464	
372	-15,1198	
373	-15,1038	
374	-15,0847	
375	-15,064	
376	-15,0361	
377	-15,02	
378	-15,0011	
379	-14,9778	
380	-14,9569	
381	-14,9349	
382	-14,9191	
383	-14,8983	
384	-14,8734	
385	-14,8482	
386	-14,8315	
387	-14,8118	
388	-14,786	
389	-14,7659	
390	-14,7397	
391	-14,7245	
392	-14,6989	
393	-14,6713	
394	-14,6442	
395	-14,6204	
396	-14,5912	
397	-14,5671	
398	-14,5426	
399	-14,5077	
400	-14,4797	
401	-14,4546	
402	-14,4245	
403	-14,3993	
404	-14,3716	
405	-14,3429	
406	-14,3254	
407	-14,2938	
408	-14,2547	
409	-14,2209	
410	-14,1833	
411	-14,1537	
412	-14,1171	
413	-14,0851	
414	-14,0484	
415	-14,0056	
416	-13,9647	
417	-13,9253	
418	-13,8909	
419	-13,8515	
420	-13,804	
421	-13,7538	
422	-13,6991	
423	-13,6494	
424	-13,5955	
425	-13,5461	
426	-13,4828	
427	-13,4252	
428	-13,3663	
429	-13,3014	
430	-13,214	
431	-13,1278	
432	-13,0458	
433	-12,9444	
434	-12,8434	
435	-12,707	
436	-12,5796	
437	-12,4206	
438	-12,2084	
439	-11,9846	
440	-11,6831	
441	-11,3359	
442	-10,7442	
443	-9,84659	
444	-8,56657	
445	-6,85921	
446	-10,5741	
447	-21,8477	
448	-18,9321	
449	-16,9331	
450	-15,9301	
451	-15,2763	
452	-14,854	
453	-14,532	
454	-14,2699	
455	-14,0315	
456	-13,8537	
457	-13,7041	
458	-13,546	
459	-13,4003	
460	-13,2824	
461	-13,1686	
462	-13,0559	
463	-12,9404	
464	-12,8244	
465	-12,7428	
466	-12,6473	
467	-12,5403	
468	-12,4599	
469	-12,3646	
470	-12,245	
471	-12,1102	
472	-11,968	
473	-11,8384	
474	-11,7029	
475	-11,5667	
476	-11,4292	
477	-11,2997	
478	-11,1619	
479	-11,0132	
480	-10,8676	
481	-10,7161	
482	-10,5532	
483	-10,3736	
484	-10,1708	
485	-9,9517	
486	-9,81056	
487	-9,69864	
488	-9,48047	
489	-9,21864	
490	-8,94915	
491	-8,67617	
492	-8,36362	
493	-7,95315	
494	-7,6322	
495	-7,41572	
496	-7,07955	
497	-6,66075	
498	-6,1918	
499	-5,67225	
500	-5,09018	
501	-4,44307	
502	-3,69192	
503	-2,789	
504	-1,72133	
505	-0,502106	
506	0,962423	
507	2,71109	
508	4,73901	
509	6,85834	
510	8,56708	
511	8,77514	
512	5,66831	
513	1,02614	
514	-1,82185	
515	-3,96994	
516	-5,89584	
517	-7,65331	
518	-9,27893	
519	-10,8437	
520	-12,3309	
521	-13,7395	
522	-15,199	
523	-16,6814	
524	-18,0903	
525	-19,5199	
526	-21,0866	
527	-22,6882	
528	-24,2702	
529	-26,1668	
530	-28,489	
531	-31,0687	
532	-33,8774	
533	-35,9355	
534	-36,918	
535	-35,5576	
536	-33,2557	
537	-31,4655	
538	-29,8979	
539	-28,5596	
540	-27,5155	
541	-26,6407	
542	-25,87	
543	-25,1547	
544	-24,5281	
545	-23,9822	
546	-23,443	
547	-22,9674	
548	-22,6431	
549	-21,9236	
550	-21,7279	
551	-21,4694	
552	-21,0077	
553	-20,8754	
554	-20,6856	
555	-20,4288	
556	-20,2135	
557	-20,0162	
558	-19,83	
559	-19,6599	
560	-19,5363	
561	-19,3672	
562	-19,1888	
563	-18,9933	
564	-18,7636	
565	-18,5789	
566	-18,4215	
567	-18,2965	
568	-18,1596	
569	-18,0375	
570	-17,9494	
571	-17,842	
572	-17,7338	
573	-17,622	
574	-17,4909	
575	-17,3581	
576	-17,2377	
577	-17,15	
578	-17,0849	
579	-17,0006	
580	-16,9073	
581	-16,8207	
582	-16,7379	
583	-16,66	
584	-16,5723	
585	-16,4816	
586	-16,3822	
587	-16,3448	
588	-16,3699	
589	-16,2853	
590	-16,1491	
591	-16,0702	
592	-15,9849	
593	-15,9043	
594	-15,8265	
595	-15,7529	
596	-15,6848	
597	-15,5994	
598	-15,5274	
599	-15,4586	
600	-15,3818	
601	-15,3062	
602	-15,2377	
603	-15,1672	
604	-15,1093	
605	-15,0407	
606	-14,9663	
607	-14,902	
608	-14,8422	
609	-14,7757	
610	-14,6963	
611	-14,6225	
612	-14,5797	
613	-14,5505	
614	-14,4551	
615	-14,3987	
616	-14,3432	
617	-14,2794	
618	-14,2196	
619	-14,1507	
620	-14,0855	
621	-14,0199	
622	-13,9592	
623	-13,8996	
624	-13,8417	
625	-13,7859	
626	-13,7294	
627	-13,6599	
628	-13,5824	
629	-13,5158	
630	-13,4561	
631	-13,3926	
632	-13,3222	
633	-13,2651	
634	-13,2018	
635	-13,1419	
636	-13,0662	
637	-12,9987	
638	-12,9342	
639	-12,8821	
640	-12,829	
641	-12,777	
642	-12,7164	
643	-12,6468	
644	-12,5833	
645	-12,5213	
646	-12,4618	
647	-12,4006	
648	-12,3226	
649	-12,2549	
650	-12,1924	
651	-12,1228	
652	-12,0423	
653	-11,9902	
654	-11,9311	
655	-11,8478	
656	-11,7942	
657	-11,7224	
658	-11,6448	
659	-11,573	
660	-11,509	
661	-11,4492	
662	-11,3956	
663	-11,3337	
664	-11,2483	
665	-11,1659	
666	-11,0893	
667	-11,0174	
668	-10,9635	
669	-10,8661	
670	-10,7752	
671	-10,6667	
672	-10,686	
673	-10,5565	
674	-10,503	
675	-10,4244	
676	-10,3472	
677	-10,2844	
678	-10,229	
679	-10,1441	
680	-10,0153	
681	-9,899	
682	-9,8223	
683	-9,75587	
684	-9,6817	
685	-9,60158	
686	-9,51631	
687	-9,42897	
688	-9,32582	
689	-9,21726	
690	-9,12179	
691	-9,03198	
692	-8,9421	
693	-8,85042	
694	-8,75528	
695	-8,65768	
696	-8,55413	
697	-8,45193	
698	-8,3613	
699	-8,2603	
700	-8,1519	
701	-8,04207	
702	-7,91946	
703	-7,80874	
704	-7,69763	
705	-7,58662	
706	-7,4557	
707	-7,34189	
708	-7,26869	
709	-7,1871	
710	-7,06798	
711	-6,92996	
712	-6,81643	
713	-6,69795	
714	-6,58418	
715	-6,47786	
716	-6,36904	
717	-6,29757	
718	-6,19546	
719	-6,031	
720	-5,84113	
721	-5,66217	
722	-5,49112	
723	-5,32031	
724	-5,14758	
725	-4,96602	
726	-4,79159	
727	-4,62319	
728	-4,45455	
729	-4,28357	
730	-4,11882	
731	-3,95993	
732	-3,80553	
733	-3,63945	
734	-3,36609	
735	-3,07368	
736	-2,8907	
737	-2,66892	
738	-2,44941	
739	-2,20674	
740	-1,96636	
741	-1,72706	
742	-1,47787	
743	-1,21813	
744	-0,947374	
745	-0,673439	
746	-0,381659	
747	-0,0550734	
748	0,298827	
749	0,671238	
750	1,03933	
751	1,39639	
752	1,77268	
753	2,17874	
754	2,61491	
755	3,12648	
756	3,63073	
757	4,09555	
758	4,61758	
759	5,1941	
760	5,83357	
761	6,5396	
762	7,31423	
763	8,17212	
764	9,12071	
765	10,179	
766	11,3898	
767	12,8084	
768	14,4774	
769	16,439	
770	18,7307	
771	21,2603	
772	23,6431	
773	24,7797	
774	22,2975	
775	18,0162	
776	15,3699	
777	13,458	
778	11,8605	
779	10,5013	
780	9,31002	
781	8,28045	
782	7,33451	
783	6,44269	
784	5,65278	
785	4,92616	
786	4,23156	
787	3,5776	
788	2,97717	
789	2,44547	
790	1,96621	
791	1,4669	
792	0,948869	
793	0,463094	
794	0,0123436	
795	-0,444149	
796	-0,889033	
797	-1,30625	
798	-1,64633	
799	-1,92789	
800	-2,24808	
801	-2,61075	
802	-2,95232	
803	-3,27159	
804	-3,58423	
805	-3,88775	
806	-4,18662	
807	-4,48035	
808	-4,76918	
809	-5,06329	
810	-5,32943	
811	-5,57704	
812	-5,86208	
813	-6,1249	
814	-6,34744	
815	-6,58259	
816	-6,83863	
817	-7,07677	
818	-7,30939	
819	-7,54117	
820	-7,75763	
821	-7,96728	
822	-8,24812	
823	-8,45248	
824	-8,65989	
825	-8,85207	
826	-9,05611	
827	-9,26218	
828	-9,47455	
829	-9,66795	
830	-9,85344	
831	-10,0624	
832	-10,268	
833	-10,4737	
834	-10,6602	
835	-10,8275	
836	-11,0159	
837	-11,2662	
838	-11,5199	
839	-11,7313	
840	-11,8517	
841	-11,9779	
842	-12,1564	
843	-12,3343	
844	-12,4999	
845	-12,6634	
846	-12,8264	
847	-12,9933	
848	-13,1734	
849	-13,3799	
850	-13,5827	
851	-13,7199	
852	-13,8461	
853	-14,0097	
854	-14,1782	
855	-14,3437	
856	-14,5183	
857	-14,6657	
858	-14,8349	
859	-15,0107	
860	-15,1773	
861	-15,3244	
862	-15,4827	
863	-15,6405	
864	-15,8001	
865	-15,9653	
866	-16,1298	
867	-16,2875	
868	-16,4568	
869	-16,6126	
870	-16,7715	
871	-16,9438	
872	-17,1038	
873	-17,2826	
874	-17,4528	
875	-17,5711	
876	-17,7529	
877	-17,9144	
878	-18,1033	
879	-18,2759	
880	-18,4192	
881	-18,5757	
882	-18,7196	
883	-18,8774	
884	-19,049	
885	-19,212	
886	-19,383	
887	-19,556	
888	-19,7326	
889	-19,8777	
890	-20,025	
891	-20,197	
892	-20,383	
893	-20,6318	
894	-20,7118	
895	-20,9061	
896	-21,0869	
897	-21,295	
898	-21,464	
899	-21,6034	
900	-21,7585	
901	-21,9488	
902	-22,2147	
903	-22,416	
904	-22,5945	
905	-22,7723	
906	-22,9557	
907	-23,1076	
908	-23,2768	
909	-23,4711	
910	-23,6912	
911	-23,9029	
912	-24,0975	
913	-24,2745	
914	-24,4767	
915	-24,7349	
916	-24,9114	
917	-25,0869	
918	-25,3173	
919	-25,5297	
920	-25,7091	
921	-25,9465	
922	-26,1297	
923	-26,2516	
924	-26,3438	
925	-26,6171	
926	-27,0242	
927	-27,4178	
928	-27,7262	
929	-28,0615	
930	-28,3596	
931	-28,5595	
932	-28,7109	
933	-28,9036	
934	-29,3624	
935	-29,7336	
936	-30,045	
937	-30,3153	
938	-30,6423	
939	-31,0004	
940	-31,6006	
941	-31,9301	
942	-31,6535	
943	-31,9446	
944	-32,4134	
945	-32,799	
946	-33,2374	
947	-33,7723	
948	-34,3576	
949	-34,8204	
950	-35,1394	
951	-35,4166	
952	-35,9037	
953	-36,4631	
954	-36,9268	
955	-37,3334	
956	-37,9172	
957	-39,0356	
958	-40,2648	
959	-40,9294	
960	-42,6307	
961	-42,8523	
962	-43,5431	
963	-44,2794	
964	-45,4035	
965	-47,4298	
966	-50,8091	
967	-56,2076	
968	-61,7666	
969	-57,9074	
970	-53,2779	
971	-49,9716	
972	-48,0326	
973	-47,0419	
974	-45,9555	
975	-44,6587	
976	-43,7109	
977	-42,6355	
978	-42,0938	
979	-42,0057	
980	-41,51	
981	-40,6937	
982	-39,6444	
983	-38,7457	
984	-38,0858	
985	-37,5087	
986	-36,9855	
987	-36,5247	
988	-36,1229	
989	-35,5862	
990	-35,0404	
991	-34,5847	
992	-34,264	
993	-34,0039	
994	-34,0887	
995	-34,5806	
996	-33,8315	
997	-32,575	
998	-32,4951	
999	-32,0878	
1000	-31,9984	
1001	-31,916	
1002	-31,7576	
1003	-31,5238	
1004	-31,1244	
1005	-30,7647	
1006	-30,4594	
1007	-30,1634	
1008	-29,9689	
1009	-29,7813	
1010	-29,5818	
1011	-29,3487	
1012	-29,1151	
1013	-28,8937	
1014	-28,7486	
1015	-28,6092	
1016	-28,4722	
1017	-28,4101	
1018	-28,2619	
1019	-27,9957	
1020	-27,7284	
1021	-27,424	
1022	-27,1456	
1023	-27,0538	
1024	-26,9497	
1025	-26,7817	
1026	-26,6495	
1027	-26,5093	
1028	-26,3607	
1029	-26,2086	
1030	-26,0483	
1031	-25,8799	
1032	-25,7063	
1033	-25,5893	
1034	-25,7222	
1035	-26,1618	
1036	-26,4558	
1037	-26,2354	
1038	-25,882	
1039	-25,6397	
1040	-25,4846	
1041	-25,3271	
1042	-25,0131	
1043	-24,8303	
1044	-24,7923	
1045	-24,681	
1046	-24,5835	
1047	-24,4762	
1048	-24,3802	
1049	-24,3107	
1050	-24,2305	
1051	-24,1502	
1052	-24,0822	
1053	-24,0383	
1054	-24,0585	
1055	-24,1073	
1056	-24,1994	
1057	-24,3357	
1058	-24,4482	
1059	-24,5106	
1060	-24,2962	
1061	-23,6743	
1062	-23,1782	
1063	-23,0238	
1064	-22,8675	
1065	-22,7177	
1066	-22,5845	
1067	-22,4442	
1068	-22,3175	
1069	-22,2015	
1070	-22,0954	
1071	-22,0121	
1072	-21,9417	
1073	-21,8497	
1074	-21,7335	
1075	-21,602	
1076	-21,4619	
1077	-21,3271	
1078	-21,2444	
1079	-21,1704	
1080	-21,1037	
1081	-21,0252	
1082	-20,9745	
1083	-20,8848	
1084	-20,7594	
1085	-20,6733	
1086	-20,5929	
1087	-20,505	
1088	-20,4077	
1089	-20,3173	
1090	-20,2333	
1091	-20,1459	
1092	-20,0629	
1093	-19,9582	
1094	-19,8561	
1095	-19,7795	
1096	-19,7047	
1097	-19,6092	
1098	-19,5171	
1099	-19,4666	
1100	-19,4364	
1101	-19,3991	
1102	-19,2704	
1103	-19,1621	
1104	-19,0801	
1105	-18,9878	
1106	-18,8959	
1107	-18,8212	
1108	-18,7345	
1109	-18,652	
1110	-18,564	
1111	-18,4723	
1112	-18,4062	
1113	-18,3323	
1114	-18,2554	
1115	-18,1681	
1116	-18,0774	
1117	-17,9842	
1118	-17,9022	
1119	-17,817	
1120	-17,7162	
1121	-17,6321	
1122	-17,5304	
1123	-17,4404	
1124	-17,3421	
1125	-17,2739	
1126	-17,2131	
1127	-17,1416	
1128	-17,0568	
1129	-16,9661	
1130	-16,891	
1131	-16,8028	
1132	-16,7134	
1133	-16,6107	
1134	-16,5146	
1135	-16,4223	
1136	-16,3346	
1137	-16,2429	
1138	-16,1429	
1139	-16,0417	
1140	-15,9559	
1141	-15,8647	
1142	-15,7715	
1143	-15,6736	
1144	-15,5814	
1145	-15,4902	
1146	-15,3905	
1147	-15,2916	
1148	-15,1976	
1149	-15,0865	
1150	-14,9898	
1151	-14,8936	
1152	-14,7943	
1153	-14,6861	
1154	-14,5732	
1155	-14,472	
1156	-14,3746	
1157	-14,2673	
1158	-14,16	
1159	-14,0511	
1160	-13,9396	
1161	-13,8403	
1162	-13,7326	
1163	-13,6046	
1164	-13,4523	
1165	-13,3167	
1166	-13,196	
1167	-13,0818	
1168	-12,9567	
1169	-12,8252	
1170	-12,6955	
1171	-12,5697	
1172	-12,432	
1173	-12,2918	
1174	-12,1521	
1175	-12,006	
1176	-11,8529	
1177	-11,6926	
1178	-11,5397	
1179	-11,3825	
1180	-11,2027	
1181	-11,0104	
1182	-10,8225	
1183	-10,6119	
1184	-10,3939	
1185	-10,157	
1186	-9,89794	
1187	-9,67045	
1188	-9,48985	
1189	-9,32896	
1190	-9,15531	
1191	-8,95066	
1192	-8,71813	
1193	-8,46808	
1194	-8,19995	
1195	-7,91853	
1196	-7,6136	
1197	-7,29289	
1198	-6,94956	
1199	-6,5772	
1200	-6,16776	
1201	-5,71104	
1202	-5,21601	
1203	-4,6216	
1204	-3,86175	
1205	-3,03059	
1206	-2,55633	
1207	-4,46744	
1208	-5,93058	
1209	-4,65112	
1210	-3,42305	
1211	-2,37797	
1212	-1,33883	
1213	-0,213738	
1214	1,00401	
1215	2,39452	
1216	4,04945	
1217	6,08851	
1218	8,75896	
1219	12,3024	
1220	17,092	
1221	18,7842	
1222	12,1156	
1223	7,74858	
1224	4,85448	
1225	2,64632	
1226	0,815712	
1227	-0,722035	
1228	-2,07117	
1229	-3,27294	
1230	-4,38381	
1231	-5,42002	
1232	-6,39896	
1233	-7,32361	
1234	-8,20841	
1235	-9,06294	
1236	-9,8696	
1237	-10,6344	
1238	-11,3724	
1239	-12,1181	
1240	-12,8736	
1241	-13,6284	
1242	-14,4032	
1243	-15,1951	
1244	-15,9744	
1245	-16,7417	
1246	-17,534	
1247	-18,2681	
1248	-19,0109	
1249	-19,7769	
1250	-20,5641	
1251	-21,4053	
1252	-22,2531	
1253	-23,1356	
1254	-24,0653	
1255	-25,0443	
1256	-26,1392	
1257	-27,4098	
1258	-28,7829	
1259	-30,406	
1260	-32,1288	
1261	-34,1411	
1262	-36,5994	
1263	-39,7677	
1264	-42,4285	
1265	-41,8574	
1266	-39,8657	
1267	-36,8537	
1268	-35,8364	
1269	-34,8375	
1270	-33,6482	
1271	-32,49	
1272	-31,3757	
1273	-30,3532	
1274	-29,4002	
1275	-28,4758	
1276	-27,6035	
1277	-26,8089	
1278	-26,0573	
1279	-25,3589	
1280	-24,6613	
1281	-24,0095	
1282	-23,5956	
1283	-23,5099	
1284	-23,6197	
1285	-23,5063	
1286	-23,2309	
1287	-22,9582	
1288	-22,6695	
1289	-22,3941	
1290	-22,0867	
1291	-21,7937	
1292	-21,5096	
1293	-21,2471	
1294	-21,0352	
1295	-20,822	
1296	-20,6101	
1297	-20,4366	
1298	-20,256	
1299	-20,0456	
1300	-19,8271	
1301	-19,5956	
1302	-19,376	
1303	-19,1664	
1304	-18,9732	
1305	-18,8564	
1306	-18,7269	
1307	-18,5031	
1308	-18,2969	
1309	-18,1254	
1310	-17,95	
1311	-17,7885	
1312	-17,6299	
1313	-17,4809	
1314	-17,3204	
1315	-17,1627	
1316	-17,0257	
1317	-16,8897	
1318	-16,7547	
1319	-16,6184	
1320	-16,4777	
1321	-16,3032	
1322	-16,136	
1323	-16,0708	
1324	-16,0457	
1325	-15,9269	
1326	-15,7972	
1327	-15,6802	
1328	-15,5409	
1329	-15,3994	
1330	-15,2831	
1331	-15,1526	
1332	-15,0276	
1333	-14,919	
1334	-14,8124	
1335	-14,6988	
1336	-14,5942	
1337	-14,5105	
1338	-14,4537	
1339	-14,3789	
1340	-14,2664	
1341	-14,1196	
1342	-14,0048	
1343	-13,9059	
1344	-13,8031	
1345	-13,6799	
1346	-13,5517	
1347	-13,4181	
1348	-13,319	
1349	-13,245	
1350	-13,1561	
1351	-13,0347	
1352	-12,9273	
1353	-12,8301	
1354	-12,7338	
1355	-12,6347	
1356	-12,5194	
1357	-12,4099	
1358	-12,3007	
1359	-12,1962	
1360	-12,1018	
1361	-12,0188	
1362	-11,9264	
1363	-11,8253	
1364	-11,7173	
1365	-11,6082	
1366	-11,508	
1367	-11,4118	
1368	-11,3089	
1369	-11,2016	
1370	-11,1006	
1371	-10,9918	
1372	-10,8633	
1373	-10,7608	
1374	-10,6586	
1375	-10,5573	
1376	-10,4661	
1377	-10,3627	
1378	-10,2637	
1379	-10,156	
1380	-10,0541	
1381	-9,95386	
1382	-9,83358	
1383	-9,72473	
1384	-9,62349	
1385	-9,53017	
1386	-9,43349	
1387	-9,32495	
1388	-9,20841	
1389	-9,08064	
1390	-8,97084	
1391	-8,8683	
1392	-8,74972	
1393	-8,63512	
1394	-8,52206	
1395	-8,40635	
1396	-8,29656	
1397	-8,19515	
1398	-8,0892	
1399	-7,96915	
1400	-7,84253	
1401	-7,72468	
1402	-7,61263	
1403	-7,49677	
1404	-7,37987	
1405	-7,26624	
1406	-7,14762	
1407	-7,02126	
1408	-6,89854	
1409	-6,78077	
1410	-6,65153	
1411	-6,51237	
1412	-6,36816	
1413	-6,23197	
1414	-6,10991	
1415	-5,98375	
1416	-5,84767	
1417	-5,71251	
1418	-5,57339	
1419	-5,43612	
1420	-5,30408	
1421	-5,16955	
1422	-5,02694	
1423	-4,87585	
1424	-4,71575	
1425	-4,56813	
1426	-4,43663	
1427	-4,291	
1428	-4,13311	
1429	-3,9747	
1430	-3,8213	
1431	-3,66585	
1432	-3,50763	
1433	-3,34311	
1434	-3,176	
1435	-3,00303	
1436	-2,82817	
1437	-2,65075	
1438	-2,47135	
1439	-2,28883	
1440	-2,1063	
1441	-1,91649	
1442	-1,75578	
1443	-1,63001	
1444	-1,41852	
1445	-1,19821	
1446	-0,953623	
1447	-0,714706	
1448	-0,489722	
1449	-0,264817	
1450	-0,0407298	
1451	0,175542	
1452	0,389033	
1453	0,627325	
1454	0,881492	
1455	1,13462	
1456	1,39632	
1457	1,66382	
1458	1,93541	
1459	2,21511	
1460	2,51338	
1461	2,82769	
1462	3,14333	
1463	3,46456	
1464	3,79705	
1465	4,14535	
1466	4,50925	
1467	4,87428	
1468	5,24983	
1469	5,65747	
1470	6,08791	
1471	6,54054	
1472	7,00761	
1473	7,51124	
1474	8,06478	
1475	8,63491	
1476	9,22081	
1477	9,84754	
1478	10,5312	
1479	11,2752	
1480	12,0771	
1481	12,959	
1482	13,9694	
1483	15,1324	
1484	16,4015	
1485	17,854	
1486	19,582	
1487	21,6344	
1488	24,0733	
1489	26,7842	
1490	29,162	
1491	29,0309	
1492	25,5039	
1493	22,308	
1494	20,0453	
1495	18,2666	
1496	16,7929	
1497	15,5209	
1498	14,3856	
1499	13,385	
1500	12,5023	
1501	11,7104	
1502	10,9874	
1503	10,3251	
1504	9,71567	
1505	9,13924	
1506	8,5766	
1507	7,99213	
1508	7,411	
1509	6,96463	
1510	6,53768	
