Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
1500	-6,86537	
1501	-6,81103	
1502	-6,7615	
1503	-6,70933	
1504	-6,65828	
1505	-6,60745	
1506	-6,55444	
1507	-6,49707	
1508	-6,44604	
1509	-6,39158	
1510	-6,33818	
1511	-6,28073	
1512	-6,22568	
1513	-6,17053	
1514	-6,11557	
1515	-6,05835	
1516	-6,0011	
1517	-5,94506	
1518	-5,88784	
1519	-5,83149	
1520	-5,7713	
1521	-5,71437	
1522	-5,65762	
1523	-5,59847	
1524	-5,53983	
1525	-5,48006	
1526	-5,4175	
1527	-5,35715	
1528	-5,29585	
1529	-5,23281	
1530	-5,17141	
1531	-5,11036	
1532	-5,04727	
1533	-4,98044	
1534	-4,91866	
1535	-4,8554	
1536	-4,79206	
1537	-4,72571	
1538	-4,65859	
1539	-4,59357	
1540	-4,52681	
1541	-4,45991	
1542	-4,39331	
1543	-4,3232	
1544	-4,25499	
1545	-4,18791	
1546	-4,11527	
1547	-4,04406	
1548	-3,97216	
1549	-3,90172	
1550	-3,82981	
1551	-3,75797	
1552	-3,68441	
1553	-3,61104	
1554	-3,53598	
1555	-3,46148	
1556	-3,38261	
1557	-3,30749	
1558	-3,22993	
1559	-3,15239	
1560	-3,07463	
1561	-2,99483	
1562	-2,91365	
1563	-2,83288	
1564	-2,75097	
1565	-2,66817	
1566	-2,58356	
1567	-2,49986	
1568	-2,41545	
1569	-2,32834	
1570	-2,24221	
1571	-2,15393	
1572	-2,06498	
1573	-1,97406	
1574	-1,88017	
1575	-1,79506	
1576	-1,70108	
1577	-1,60727	
1578	-1,51287	
1579	-1,41825	
1580	-1,32187	
1581	-1,22401	
1582	-1,12509	
1583	-1,02536	
1584	-0,923432	
1585	-0,821319	
1586	-0,717396	
1587	-0,613497	
1588	-0,506714	
1589	-0,399046	
1590	-0,289457	
1591	-0,179852	
1592	-0,0676439	
1593	0,0451796	
1594	0,159656	
1595	0,276019	
1596	0,393542	
1597	0,514376	
1598	0,63651	
1599	0,759421	
1600	0,884606	
1601	1,01051	
1602	1,13887	
1603	1,26974	
1604	1,401	
1605	1,53606	
1606	1,67247	
1607	1,81179	
1608	1,95289	
1609	2,09769	
1610	2,24465	
1611	2,39263	
1612	2,54462	
1613	2,6988	
1614	2,85673	
1615	3,01635	
1616	3,17878	
1617	3,34537	
1618	3,51389	
1619	3,68624	
1620	3,86293	
1621	4,04365	
1622	4,22735	
1623	4,41521	
1624	4,60692	
1625	4,80382	
1626	5,00533	
1627	5,21177	
1628	5,42344	
1629	5,63959	
1630	5,86165	
1631	6,08996	
1632	6,32402	
1633	6,56367	
1634	6,81073	
1635	7,06486	
1636	7,32628	
1637	7,5959	
1638	7,87434	
1639	8,16184	
1640	8,45986	
1641	8,76912	
1642	9,09083	
1643	9,42455	
1644	9,77036	
1645	10,1306	
1646	10,5063	
1647	10,8992	
1648	11,3104	
1649	11,7419	
1650	12,1951	
1651	12,673	
1652	13,18	
1653	13,7182	
1654	14,2905	
1655	14,9013	
1656	15,5595	
1657	16,2748	
1658	17,0497	
1659	17,8968	
1660	18,8407	
1661	19,8984	
1662	21,091	
1663	22,4578	
1664	24,0611	
1665	25,9889	
1666	28,3686	
1667	31,3239	
1668	34,4079	
1669	34,7818	
1670	31,8644	
1671	28,7411	
1672	26,222	
1673	24,2173	
1674	22,58	
1675	21,1875	
1676	19,9723	
1677	18,9025	
1678	17,9531	
1679	17,0992	
1680	16,3178	
1681	15,5969	
1682	14,9358	
1683	14,3226	
1684	13,7442	
1685	13,1998	
1686	12,6901	
1687	12,2083	
1688	11,7514	
1689	11,3168	
1690	10,902	
1691	10,5065	
1692	10,1281	
1693	9,76477	
1694	9,41298	
1695	9,07058	
1696	8,73159	
1697	8,4049	
1698	8,14234	
1699	7,86787	
1700	7,591	
1701	7,31934	
1702	7,05497	
1703	6,79759	
1704	6,54812	
1705	6,30546	
1706	6,07028	
1707	5,84107	
1708	5,61948	
1709	5,40218	
1710	5,18909	
1711	4,98137	
1712	4,77826	
1713	4,58024	
1714	4,38645	
1715	4,1972	
1716	4,01232	
1717	3,83009	
1718	3,65232	
1719	3,47716	
1720	3,30559	
1721	3,13818	
1722	2,97248	
1723	2,81168	
1724	2,6533	
1725	2,49795	
1726	2,34502	
1727	2,19466	
1728	2,04663	
1729	1,90021	
1730	1,75711	
1731	1,61645	
1732	1,47877	
1733	1,34231	
1734	1,20756	
1735	1,07594	
1736	0,945506	
1737	0,816793	
1738	0,68909	
1739	0,564946	
1740	0,44169	
1741	0,319232	
1742	0,199684	
1743	0,08137	
1744	-0,03569	
1745	-0,150151	
1746	-0,264435	
1747	-0,377491	
1748	-0,486903	
1749	-0,596223	
1750	-0,703887	
1751	-0,811071	
1752	-0,915247	
1753	-1,02014	
1754	-1,12315	
1755	-1,22436	
1756	-1,32551	
1757	-1,4251	
1758	-1,52276	
1759	-1,62066	
1760	-1,71807	
1761	-1,81369	
1762	-1,90836	
1763	-2,00297	
1764	-2,09891	
1765	-2,19023	
1766	-2,28008	
1767	-2,36753	
1768	-2,45505	
1769	-2,54311	
1770	-2,62886	
1771	-2,71628	
1772	-2,80138	
1773	-2,88428	
1774	-2,96998	
1775	-3,05162	
1776	-3,13378	
1777	-3,2131	
1778	-3,29395	
1779	-3,37448	
1780	-3,45366	
1781	-3,53242	
1782	-3,60999	
1783	-3,68787	
1784	-3,76297	
1785	-3,83727	
1786	-3,91364	
1787	-3,98719	
1788	-4,06071	
1789	-4,13275	
1790	-4,20501	
1791	-4,27551	
1792	-4,34761	
1793	-4,41632	
1794	-4,48826	
1795	-4,55906	
1796	-4,62887	
1797	-4,69502	
1798	-4,76323	
1799	-4,82893	
1800	-4,8954	
1801	-4,96205	
1802	-5,02632	
1803	-5,09283	
1804	-5,15669	
1805	-5,21863	
1806	-5,28242	
1807	-5,34461	
1808	-5,40776	
1809	-5,46979	
1810	-5,53162	
1811	-5,59196	
1812	-5,65374	
1813	-5,71296	
1814	-5,77344	
1815	-5,83404	
1816	-5,89071	
1817	-5,9482	
1818	-6,0064	
1819	-6,0656	
1820	-6,12259	
1821	-6,17831	
1822	-6,23443	
1823	-6,29144	
1824	-6,3485	
1825	-6,40217	
1826	-6,45595	
1827	-6,50995	
1828	-6,56546	
1829	-6,62048	
1830	-6,67346	
1831	-6,72577	
1832	-6,77931	
1833	-6,83227	
1834	-6,88439	
1835	-6,93563	
1836	-6,98736	
1837	-7,03993	
1838	-7,08991	
1839	-7,14114	
1840	-7,19112	
1841	-7,24088	
1842	-7,29141	
1843	-7,33873	
1844	-7,38613	
1845	-7,43451	
1846	-7,48497	
1847	-7,5316	
1848	-7,58086	
1849	-7,62734	
1850	-7,67587	
1851	-7,72114	
1852	-7,77038	
1853	-7,81556	
1854	-7,8631	
1855	-7,90999	
1856	-7,95537	
1857	-8,00197	
1858	-8,04488	
1859	-8,09057	
1860	-8,1402	
1861	-8,18556	
1862	-8,22735	
1863	-8,27245	
1864	-8,31861	
1865	-8,36063	
1866	-8,40148	
1867	-8,4468	
1868	-8,48849	
1869	-8,53037	
1870	-8,57522	
1871	-8,61699	
1872	-8,65772	
1873	-8,69982	
1874	-8,74214	
1875	-8,78367	
1876	-8,82796	
1877	-8,87151	
1878	-8,9086	
1879	-8,95064	
1880	-8,99255	
1881	-9,03291	
1882	-9,07348	
1883	-9,11368	
1884	-9,15576	
1885	-9,19482	
1886	-9,23266	
1887	-9,27194	
1888	-9,31539	
1889	-9,35467	
1890	-9,39251	
1891	-9,43221	
1892	-9,46922	
1893	-9,51005	
1894	-9,54838	
1895	-9,58882	
1896	-9,62607	
1897	-9,66361	
1898	-9,70283	
1899	-9,74249	
1900	-9,78153	
1901	-9,81581	
1902	-9,8535	
1903	-9,89021	
1904	-9,92475	
1905	-9,95888	
1906	-10	
1907	-10,0378	
1908	-10,0754	
1909	-10,1129	
1910	-10,1478	
1911	-10,1869	
1912	-10,2204	
1913	-10,2574	
1914	-10,2905	
1915	-10,3258	
1916	-10,3629	
1917	-10,3977	
1918	-10,4337	
1919	-10,4713	
1920	-10,5065	
1921	-10,5407	
1922	-10,5703	
1923	-10,6055	
1924	-10,6415	
1925	-10,6759	
1926	-10,7112	
1927	-10,746	
1928	-10,7814	
1929	-10,8137	
1930	-10,8478	
1931	-10,8833	
1932	-10,9169	
1933	-10,9505	
1934	-10,9868	
1935	-11,0191	
1936	-11,0497	
1937	-11,0791	
1938	-11,113	
1939	-11,1467	
1940	-11,1808	
1941	-11,2138	
1942	-11,249	
1943	-11,2801	
1944	-11,3132	
1945	-11,3443	
1946	-11,3756	
1947	-11,4141	
1948	-11,4468	
1949	-11,4737	
1950	-11,5047	
1951	-11,5306	
1952	-11,5621	
1953	-11,5918	
1954	-11,625	
1955	-11,6561	
1956	-11,6954	
1957	-11,7231	
1958	-11,7484	
1959	-11,7794	
1960	-11,8105	
1961	-11,8449	
1962	-11,8706	
1963	-11,9043	
1964	-11,9348	
1965	-11,9656	
1966	-11,9968	
1967	-12,0265	
1968	-12,057	
1969	-12,0869	
1970	-12,1156	
1971	-12,1425	
1972	-12,1774	
1973	-12,211	
1974	-12,2366	
1975	-12,2575	
1976	-12,2844	
1977	-12,3212	
1978	-12,3588	
1979	-12,378	
1980	-12,4036	
1981	-12,4389	
1982	-12,4446	
1983	-12,4223	
1984	-12,4575	
1985	-12,5095	
1986	-12,5358	
1987	-12,5794	
1988	-12,6161	
1989	-12,6549	
1990	-12,6766	
1991	-12,7009	
1992	-12,7332	
1993	-12,7665	
1994	-12,7943	
1995	-12,8176	
1996	-12,8425	
1997	-12,8778	
1998	-12,9012	
1999	-12,9168	
2000	-12,942	
2001	-12,979	
2002	-13,0048	
2003	-13,0293	
2004	-13,0571	
2005	-13,0856	
2006	-13,1059	
2007	-13,1297	
2008	-13,1565	
2009	-13,1888	
2010	-13,2045	
2011	-13,2285	
2012	-13,2629	
2013	-13,2905	
2014	-13,3174	
2015	-13,3361	
2016	-13,3557	
2017	-13,3873	
2018	-13,4145	
2019	-13,4378	
2020	-13,4677	
2021	-13,4843	
2022	-13,507	
2023	-13,5319	
2024	-13,5598	
2025	-13,5847	
2026	-13,605	
2027	-13,6341	
2028	-13,657	
2029	-13,6775	
2030	-13,6993	
2031	-13,726	
2032	-13,7543	
2033	-13,7765	
2034	-13,8001	
2035	-13,8243	
2036	-13,8519	
2037	-13,8712	
2038	-13,8976	
2039	-13,9227	
2040	-13,9321	
2041	-13,9587	
2042	-13,9771	
2043	-13,9996	
2044	-14,0259	
2045	-14,0399	
2046	-14,0634	
2047	-14,0737	
2048	-14,093	
2049	-14,1281	
2050	-14,1543	
2051	-14,1772	
2052	-14,2055	
2053	-14,229	
2054	-14,2499	
2055	-14,269	
2056	-14,2947	
2057	-14,3198	
2058	-14,3397	
2059	-14,3655	
2060	-14,3872	
2061	-14,4141	
2062	-14,4354	
2063	-14,4556	
2064	-14,4771	
2065	-14,501	
2066	-14,5207	
2067	-14,5415	
2068	-14,5678	
2069	-14,59	
2070	-14,6098	
2071	-14,6377	
2072	-14,6592	
2073	-14,681	
2074	-14,7004	
2075	-14,7195	
2076	-14,7386	
2077	-14,7563	
2078	-14,7813	
2079	-14,7929	
2080	-14,8217	
2081	-14,843	
2082	-14,8681	
2083	-14,8925	
2084	-14,9102	
2085	-14,9343	
2086	-14,9511	
2087	-14,9756	
2088	-14,9977	
2089	-15,0161	
2090	-15,0302	
2091	-15,0572	
2092	-15,0888	
2093	-15,1056	
2094	-15,124	
2095	-15,1495	
2096	-15,1623	
2097	-15,1898	
2098	-15,2088	
2099	-15,2244	
2100	-15,25	
2101	-15,2736	
2102	-15,2909	
2103	-15,31	
2104	-15,325	
2105	-15,3572	
2106	-15,3736	
2107	-15,3936	
2108	-15,4145	
2109	-15,4386	
2110	-15,4533	
2111	-15,4796	
2112	-15,503	
2113	-15,5182	
2114	-15,5371	
2115	-15,5574	
2116	-15,5764	
2117	-15,5996	
2118	-15,6208	
2119	-15,638	
2120	-15,6579	
2121	-15,6745	
2122	-15,6994	
2123	-15,7204	
2124	-15,7464	
2125	-15,7608	
2126	-15,7791	
2127	-15,7922	
2128	-15,8145	
2129	-15,8305	
2130	-15,8562	
2131	-15,8775	
2132	-15,8982	
2133	-15,9188	
2134	-15,9414	
2135	-15,9516	
2136	-15,9685	
2137	-15,9854	
2138	-16,0064	
2139	-16,0323	
2140	-16,0525	
2141	-16,0666	
2142	-16,0882	
2143	-16,1127	
2144	-16,1323	
2145	-16,1497	
2146	-16,166	
2147	-16,1835	
2148	-16,2011	
2149	-16,2235	
2150	-16,2421	
2151	-16,2628	
2152	-16,2821	
2153	-16,3014	
2154	-16,325	
2155	-16,3386	
2156	-16,356	
2157	-16,3669	
2158	-16,3895	
2159	-16,4117	
2160	-16,4152	
2161	-16,441	
2162	-16,4592	
2163	-16,4809	
2164	-16,5061	
2165	-16,5261	
2166	-16,5395	
2167	-16,5522	
2168	-16,5767	
2169	-16,5988	
2170	-16,6142	
2171	-16,6282	
2172	-16,6454	
2173	-16,6579	
2174	-16,6844	
2175	-16,6985	
2176	-16,7145	
2177	-16,7413	
2178	-16,7571	
2179	-16,7701	
2180	-16,7815	
2181	-16,8041	
2182	-16,8194	
2183	-16,8458	
2184	-16,8629	
2185	-16,8827	
2186	-16,8924	
2187	-16,9097	
2188	-16,9246	
2189	-16,9581	
2190	-16,9724	
2191	-16,9815	
2192	-17,0074	
2193	-17,014	
2194	-17,0369	
2195	-17,0522	
2196	-17,0699	
2197	-17,0821	
2198	-17,1012	
2199	-17,1144	
2200	-17,1335	
2201	-17,1597	
2202	-17,1707	
2203	-17,1911	
2204	-17,2061	
2205	-17,2221	
2206	-17,2467	
2207	-17,2713	
2208	-17,2777	
2209	-17,2911	
2210	-17,3056	
2211	-17,3253	
2212	-17,342	
2213	-17,3507	
2214	-17,3691	
2215	-17,3902	
2216	-17,404	
2217	-17,4267	
2218	-17,4596	
2219	-17,456	
2220	-17,4764	
2221	-17,498	
2222	-17,5105	
2223	-17,5209	
2224	-17,5387	
2225	-17,5671	
2226	-17,5814	
2227	-17,5956	
2228	-17,6199	
2229	-17,6402	
2230	-17,6513	
2231	-17,6596	
2232	-17,6806	
2233	-17,697	
2234	-17,7062	
2235	-17,7259	
2236	-17,7377	
2237	-17,7579	
2238	-17,773	
2239	-17,7848	
2240	-17,8039	
2241	-17,8251	
2242	-17,8306	
2243	-17,8593	
2244	-17,8753	
2245	-17,8942	
2246	-17,9083	
2247	-17,9297	
2248	-17,9467	
2249	-17,9586	
2250	-17,9796	
2251	-17,9864	
2252	-18,0211	
2253	-18,0296	
2254	-18,0364	
2255	-18,0524	
2256	-18,0794	
2257	-18,0963	
2258	-18,1166	
2259	-18,1265	
2260	-18,1348	
2261	-18,1471	
2262	-18,1582	
2263	-18,1897	
2264	-18,202	
2265	-18,2251	
2266	-18,2425	
2267	-18,2569	
2268	-18,2729	
2269	-18,3001	
2270	-18,309	
2271	-18,326	
2272	-18,3409	
2273	-18,3539	
2274	-18,3586	
2275	-18,3897	
2276	-18,402	
2277	-18,4095	
2278	-18,4241	
2279	-18,4545	
2280	-18,4637	
2281	-18,4789	
2282	-18,4963	
2283	-18,5203	
2284	-18,5295	
2285	-18,547	
2286	-18,5758	
2287	-18,5948	
2288	-18,6098	
2289	-18,6185	
2290	-18,6333	
2291	-18,6465	
2292	-18,6666	
2293	-18,6941	
2294	-18,7108	
2295	-18,7337	
2296	-18,7419	
2297	-18,7635	
2298	-18,7739	
2299	-18,7433	
2300	-18,7487	
2301	-18,7642	
2302	-18,793	
2303	-18,81	
2304	-18,8258	
2305	-18,8511	
2306	-18,8802	
2307	-18,8965	
2308	-18,9035	
2309	-18,913	
2310	-18,9302	
2311	-18,9494	
2312	-18,9723	
2313	-18,9798	
2314	-19,0024	
2315	-19,0196	
2316	-19,0299	
2317	-19,0368	
2318	-19,0632	
2319	-19,0881	
2320	-19,0891	
2321	-19,1053	
2322	-19,1236	
2323	-19,1332	
2324	-19,1654	
2325	-19,1669	
2326	-19,1938	
2327	-19,1972	
2328	-19,204	
2329	-19,2229	
2330	-19,2311	
2331	-19,2423	
2332	-19,2529	
2333	-19,2763	
2334	-19,2893	
2335	-19,301	
2336	-19,3202	
2337	-19,3314	
2338	-19,3413	
2339	-19,3527	
2340	-19,373	
2341	-19,3773	
2342	-19,3913	
2343	-19,4015	
2344	-19,3928	
2345	-19,4069	
2346	-19,4129	
2347	-19,4247	
2348	-19,4143	
2349	-19,4142	
2350	-19,4056	
2351	-19,3954	
2352	-19,3783	
2353	-19,3627	
2354	-19,3187	
2355	-19,2567	
2356	-19,1727	
2357	-19,0261	
2358	-18,8272	
2359	-18,4912	
2360	-17,9653	
2361	-17,23	
2362	-16,7082	
2363	-17,0396	
2364	-17,868	
2365	-18,5454	
2366	-18,9962	
2367	-19,2759	
2368	-19,4537	
2369	-19,5754	
2370	-19,658	
2371	-19,728	
2372	-19,7722	
2373	-19,8127	
2374	-19,863	
2375	-19,9072	
2376	-19,9307	
2377	-19,9484	
2378	-19,9687	
2379	-20,0061	
2380	-20,0364	
2381	-20,0372	
2382	-20,0606	
2383	-20,0755	
2384	-20,0981	
2385	-20,1195	
2386	-20,1445	
2387	-20,1628	
2388	-20,1801	
2389	-20,1942	
2390	-20,2098	
2391	-20,2386	
2392	-20,2651	
2393	-20,2753	
2394	-20,278	
2395	-20,3102	
2396	-20,3465	
2397	-20,3692	
2398	-20,3511	
2399	-20,3491	
2400	-20,3362	
2401	-20,3027	
2402	-20,2358	
2403	-20,2336	
2404	-20,2506	
2405	-20,2579	
2406	-20,2948	
2407	-20,3383	
2408	-20,3796	
2409	-20,4051	
2410	-20,4203	
2411	-20,4442	
2412	-20,4657	
2413	-20,4638	
2414	-20,4803	
2415	-20,5182	
2416	-20,5296	
2417	-20,5371	
2418	-20,5463	
2419	-20,5648	
2420	-20,5823	
2421	-20,6051	
2422	-20,6202	
2423	-20,6404	
2424	-20,6627	
2425	-20,6715	
2426	-20,6671	
2427	-20,704	
2428	-20,7183	
2429	-20,7295	
2430	-20,7451	
2431	-20,758	
2432	-20,7842	
2433	-20,8003	
2434	-20,8133	
2435	-20,8282	
2436	-20,8383	
2437	-20,8566	
2438	-20,8705	
2439	-20,885	
2440	-20,903	
2441	-20,9151	
2442	-20,9254	
2443	-20,9418	
2444	-20,9568	
2445	-20,9781	
2446	-20,9923	
2447	-21,0039	
2448	-21,0216	
2449	-21,0272	
2450	-21,048	
2451	-21,0679	
2452	-21,0931	
2453	-21,0967	
2454	-21,1125	
2455	-21,1194	
2456	-21,1471	
2457	-21,1524	
2458	-21,1602	
2459	-21,1807	
2460	-21,2065	
2461	-21,1966	
2462	-21,2227	
2463	-21,2293	
2464	-21,247	
2465	-21,2585	
2466	-21,2793	
2467	-21,2962	
2468	-21,3091	
2469	-21,3214	
2470	-21,3369	
2471	-21,3586	
2472	-21,3556	
2473	-21,3599	
2474	-21,3898	
2475	-21,3968	
2476	-21,4199	
2477	-21,4436	
2478	-21,4626	
2479	-21,4727	
2480	-21,4964	
2481	-21,4939	
2482	-21,5075	
2483	-21,5172	
2484	-21,5499	
2485	-21,5703	
2486	-21,5708	
2487	-21,5684	
2488	-21,5869	
2489	-21,6133	
2490	-21,6256	
2491	-21,6437	
2492	-21,65	
2493	-21,6584	
2494	-21,6906	
2495	-21,6904	
2496	-21,7044	
2497	-21,7312	
2498	-21,7422	
2499	-21,7448	
2500	-21,7598	
2501	-21,7863	
2502	-21,798	
2503	-21,8143	
2504	-21,8263	
2505	-21,833	
2506	-21,8368	
2507	-21,866	
2508	-21,8931	
2509	-21,9164	
2510	-21,9077	
2511	-21,9114	
2512	-21,9213	
2513	-21,9463	
2514	-21,9623	
2515	-21,9706	
2516	-21,9897	
2517	-22,0162	
2518	-22,0175	
2519	-22,028	
2520	-22,0406	
2521	-22,0529	
2522	-22,089	
2523	-22,1113	
2524	-22,1258	
2525	-22,1305	
2526	-22,1356	
2527	-22,1711	
2528	-22,1892	
2529	-22,2036	
2530	-22,2131	
2531	-22,2039	
2532	-22,2198	
2533	-22,2468	
2534	-22,2413	
2535	-22,2653	
2536	-22,289	
2537	-22,3147	
2538	-22,3075	
2539	-22,3281	
2540	-22,3393	
2541	-22,3539	
2542	-22,3881	
2543	-22,3833	
2544	-22,3836	
2545	-22,4077	
2546	-22,4227	
2547	-22,4333	
2548	-22,4428	
2549	-22,4596	
2550	-22,4904	
2551	-22,4875	
2552	-22,4914	
2553	-22,5084	
2554	-22,5408	
2555	-22,5652	
2556	-22,5739	
2557	-22,5719	
2558	-22,5968	
2559	-22,629	
2560	-22,636	
2561	-22,6524	
2562	-22,6595	
2563	-22,6811	
2564	-22,7028	
2565	-22,7047	
2566	-22,7257	
2567	-22,7424	
2568	-22,7496	
2569	-22,7721	
2570	-22,7905	
2571	-22,8014	
2572	-22,8247	
2573	-22,8379	
2574	-22,8513	
2575	-22,8608	
2576	-22,8858	
2577	-22,9044	
2578	-22,9045	
2579	-22,9124	
2580	-22,9414	
2581	-22,9662	
2582	-22,9734	
2583	-22,9797	
2584	-22,999	
2585	-23,0136	
2586	-23,042	
2587	-23,0551	
2588	-23,0651	
2589	-23,0793	
2590	-23,0837	
2591	-23,1132	
2592	-23,1339	
2593	-23,1395	
2594	-23,186	
2595	-23,1846	
2596	-23,1884	
2597	-23,2017	
2598	-23,2255	
2599	-23,2212	
2600	-23,2572	
2601	-23,288	
2602	-23,3044	
2603	-23,3254	
2604	-23,3298	
2605	-23,334	
2606	-23,3336	
2607	-23,3725	
2608	-23,3946	
2609	-23,415	
2610	-23,414	
2611	-23,446	
2612	-23,4317	
2613	-23,4493	
2614	-23,4752	
2615	-23,4977	
2616	-23,5123	
2617	-23,5156	
2618	-23,5215	
2619	-23,5462	
2620	-23,5861	
2621	-23,5945	
2622	-23,6112	
2623	-23,6413	
2624	-23,6624	
2625	-23,6607	
2626	-23,6877	
2627	-23,6882	
2628	-23,7012	
2629	-23,721	
2630	-23,7451	
2631	-23,762	
2632	-23,7773	
2633	-23,7762	
2634	-23,7909	
2635	-23,8251	
2636	-23,8405	
2637	-23,8514	
2638	-23,8611	
2639	-23,8756	
2640	-23,9121	
2641	-23,9365	
2642	-23,961	
2643	-23,9678	
2644	-23,9745	
2645	-24,006	
2646	-24,0103	
2647	-24,0414	
2648	-24,0571	
2649	-24,0658	
2650	-24,0799	
2651	-24,0911	
2652	-24,1211	
2653	-24,1423	
2654	-24,1322	
2655	-24,1451	
2656	-24,158	
2657	-24,1756	
2658	-24,2054	
2659	-24,221	
2660	-24,2403	
2661	-24,2461	
2662	-24,2639	
2663	-24,2997	
2664	-24,3023	
2665	-24,3428	
2666	-24,3251	
2667	-24,3586	
2668	-24,3592	
2669	-24,3848	
2670	-24,3845	
2671	-24,4126	
2672	-24,4332	
2673	-24,4253	
2674	-24,4425	
2675	-24,4336	
2676	-24,4751	
2677	-24,5702	
2678	-24,651	
2679	-24,6922	
2680	-24,6922	
2681	-24,6862	
2682	-24,6672	
2683	-24,7006	
2684	-24,7164	
2685	-24,7359	
2686	-24,7668	
2687	-24,744	
2688	-24,8058	
2689	-24,815	
2690	-24,8195	
2691	-24,8376	
2692	-24,8998	
2693	-24,8831	
2694	-24,9215	
2695	-24,9457	
2696	-24,954	
2697	-24,9969	
2698	-25,0366	
2699	-25,0539	
2700	-25,0748	
2701	-25,0569	
2702	-25,1004	
2703	-25,1565	
2704	-25,1776	
2705	-25,2076	
2706	-25,2092	
2707	-25,2353	
2708	-25,274	
2709	-25,3007	
2710	-25,3272	
2711	-25,36	
2712	-25,4103	
2713	-25,4341	
2714	-25,5349	
2715	-25,5717	
2716	-25,6076	
2717	-25,6677	
2718	-25,7211	
2719	-25,7814	
2720	-25,8442	
2721	-25,9272	
2722	-26,0116	
2723	-26,1427	
2724	-26,3273	
2725	-26,4406	
2726	-26,6506	
2727	-26,9146	
2728	-27,2543	
2729	-27,7292	
2730	-28,4332	
2731	-29,4002	
2732	-30,8584	
2733	-32,1133	
2734	-30,7148	
2735	-27,7153	
2736	-25,822	
2737	-25,0013	
2738	-24,6733	
2739	-24,5472	
2740	-24,5279	
2741	-24,5468	
2742	-24,6056	
2743	-24,6583	
2744	-24,6897	
2745	-24,7562	
2746	-24,8228	
2747	-24,8478	
2748	-24,9046	
2749	-24,9359	
2750	-24,9813	
2751	-25,0208	
2752	-25,0729	
2753	-25,0795	
2754	-25,1271	
2755	-25,1641	
2756	-25,1907	
2757	-25,2506	
2758	-25,2683	
2759	-25,3118	
2760	-25,332	
2761	-25,3552	
2762	-25,3702	
2763	-25,4037	
2764	-25,4278	
2765	-25,4334	
2766	-25,4633	
2767	-25,5076	
2768	-25,5336	
2769	-25,533	
2770	-25,5474	
2771	-25,5982	
2772	-25,5893	
2773	-25,6503	
2774	-25,6538	
2775	-25,6682	
2776	-25,7082	
2777	-25,727	
2778	-25,7611	
2779	-25,7639	
2780	-25,8141	
2781	-25,8559	
2782	-25,857	
2783	-25,8922	
2784	-25,8954	
2785	-25,946	
2786	-25,9468	
2787	-25,9476	
2788	-25,9545	
2789	-26,0042	
2790	-25,987	
2791	-26,0136	
2792	-26,0193	
2793	-26,0369	
2794	-26,1041	
2795	-26,0824	
2796	-26,1314	
2797	-26,1742	
2798	-26,1784	
2799	-26,2036	
2800	-26,2499	
2801	-26,2616	
2802	-26,2566	
2803	-26,2663	
2804	-26,3016	
2805	-26,329	
2806	-26,3428	
2807	-26,3404	
2808	-26,3746	
2809	-26,4269	
2810	-26,457	
2811	-26,4836	
2812	-26,4973	
2813	-26,546	
2814	-26,5208	
2815	-26,5342	
2816	-26,5362	
2817	-26,5802	
2818	-26,614	
2819	-26,6028	
2820	-26,5988	
2821	-26,6467	
2822	-26,692	
2823	-26,7115	
2824	-26,7319	
2825	-26,7397	
2826	-26,7895	
2827	-26,788	
2828	-26,7779	
2829	-26,8385	
2830	-26,8423	
2831	-26,8729	
2832	-26,8805	
2833	-26,9022	
2834	-26,9338	
2835	-26,9539	
2836	-27,0021	
2837	-27,0112	
2838	-27,0097	
2839	-27,0543	
2840	-27,0998	
2841	-27,0748	
2842	-27,0999	
2843	-27,1377	
2844	-27,1282	
2845	-27,191	
2846	-27,2117	
2847	-27,2125	
2848	-27,2568	
2849	-27,2665	
2850	-27,2793	
2851	-27,3116	
2852	-27,3166	
2853	-27,3483	
2854	-27,3699	
2855	-27,3924	
2856	-27,4204	
2857	-27,4185	
2858	-27,4699	
2859	-27,4849	
2860	-27,5017	
2861	-27,5201	
2862	-27,5499	
2863	-27,5786	
2864	-27,6205	
2865	-27,6143	
2866	-27,6261	
2867	-27,6748	
2868	-27,6884	
2869	-27,706	
2870	-27,729	
2871	-27,7862	
2872	-27,8217	
2873	-27,8428	
2874	-27,8577	
2875	-27,8682	
2876	-27,8939	
2877	-27,8836	
2878	-27,9216	
2879	-27,9253	
2880	-27,9561	
2881	-27,996	
2882	-27,9982	
2883	-28,0762	
2884	-28,1143	
2885	-28,1238	
2886	-28,1463	
2887	-28,1657	
2888	-28,1752	
2889	-28,2206	
2890	-28,2227	
2891	-28,2187	
2892	-28,2453	
2893	-28,3064	
2894	-28,3265	
2895	-28,3351	
2896	-28,3773	
2897	-28,4142	
2898	-28,4375	
2899	-28,4312	
2900	-28,4661	
2901	-28,5102	
2902	-28,5192	
2903	-28,5299	
2904	-28,5942	
2905	-28,6503	
2906	-28,635	
2907	-28,6235	
2908	-28,6758	
2909	-28,6931	
2910	-28,7556	
2911	-28,7481	
2912	-28,8013	
2913	-28,8088	
2914	-28,8334	
2915	-28,8801	
2916	-28,8875	
2917	-28,9546	
2918	-29,0049	
2919	-28,966	
