Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
228	-26,0319	
229	-26,0821	
230	-26,1274	
231	-26,16	
232	-26,2077	
233	-26,2306	
234	-26,2981	
235	-26,3324	
236	-26,3795	
237	-26,4184	
238	-26,4576	
239	-26,5012	
240	-26,5707	
241	-26,6213	
242	-26,6812	
243	-26,7397	
244	-26,8205	
245	-26,8654	
246	-26,9213	
247	-27,0134	
248	-27,0688	
249	-27,1219	
250	-27,214	
251	-27,2774	
252	-27,3526	
253	-27,4577	
254	-27,5252	
255	-27,6056	
256	-27,7092	
257	-27,8221	
258	-27,9301	
259	-27,9982	
260	-28,1316	
261	-28,2311	
262	-28,3615	
263	-28,47	
264	-28,6084	
265	-28,7787	
266	-28,8852	
267	-29,015	
268	-29,2032	
269	-29,3929	
270	-29,6096	
271	-29,8165	
272	-30,0368	
273	-30,2578	
274	-30,4941	
275	-30,7725	
276	-31,0803	
277	-31,3841	
278	-31,7101	
279	-32,1043	
280	-32,5729	
281	-33,0521	
282	-33,5647	
283	-34,1718	
284	-34,8969	
285	-35,686	
286	-36,6373	
287	-37,7385	
288	-39,1629	
289	-40,9535	
290	-43,2285	
291	-46,2522	
292	-49,2789	
293	-47,9441	
294	-43,8817	
295	-40,2415	
296	-37,3478	
297	-34,8948	
298	-32,82	
299	-30,9498	
300	-29,1991	
301	-27,5323	
302	-25,9517	
303	-24,3967	
304	-22,8495	
305	-21,2731	
306	-19,6805	
307	-18,0222	
308	-16,2526	
309	-14,3295	
310	-12,1801	
311	-9,67869	
312	-6,58962	
313	-2,40947	
314	4,33485	
315	10,5494	
316	1,78353	
317	-2,76375	
318	-5,56339	
319	-7,5418	
320	-9,04856	
321	-10,2447	
322	-11,2308	
323	-12,0603	
324	-12,7655	
325	-13,3811	
326	-13,9204	
327	-14,4029	
328	-14,834	
329	-15,219	
330	-15,5718	
331	-15,885	
332	-16,1777	
333	-16,4445	
334	-16,6944	
335	-16,9159	
336	-17,1302	
337	-17,3239	
338	-17,5025	
339	-17,6833	
340	-17,8468	
341	-17,9929	
342	-18,133	
343	-18,2594	
344	-18,3867	
345	-18,5094	
346	-18,6068	
347	-18,7105	
348	-18,8162	
349	-18,9196	
350	-19,0097	
351	-19,0872	
352	-19,1684	
353	-19,2484	
354	-19,3267	
355	-19,3977	
356	-19,4714	
357	-19,5314	
358	-19,5981	
359	-19,6595	
360	-19,7117	
361	-19,7655	
362	-19,8187	
363	-19,8648	
364	-19,9177	
365	-19,9646	
366	-20,0082	
367	-20,046	
368	-20,0828	
369	-20,1388	
370	-20,1768	
371	-20,2104	
372	-20,2491	
373	-20,2818	
374	-20,3196	
375	-20,3432	
376	-20,3706	
377	-20,3925	
378	-20,4214	
379	-20,4601	
380	-20,4835	
381	-20,5097	
382	-20,535	
383	-20,5561	
384	-20,577	
385	-20,6123	
386	-20,6328	
387	-20,6567	
388	-20,6645	
389	-20,6929	
390	-20,7226	
391	-20,7299	
392	-20,7601	
393	-20,7774	
394	-20,7917	
395	-20,8126	
396	-20,8122	
397	-20,8317	
398	-20,8525	
399	-20,8593	
400	-20,8683	
401	-20,894	
402	-20,918	
403	-20,9209	
404	-20,9412	
405	-20,9436	
406	-20,9646	
407	-20,9693	
408	-20,9818	
409	-20,9926	
410	-21,0047	
411	-21,0104	
412	-21,0219	
413	-21,0283	
414	-21,0412	
415	-21,0525	
416	-21,0557	
417	-21,0525	
418	-21,0724	
419	-21,0813	
420	-21,0964	
421	-21,0927	
422	-21,0976	
423	-21,1019	
424	-21,1241	
425	-21,1252	
426	-21,1302	
427	-21,1393	
428	-21,1497	
429	-21,1512	
430	-21,1564	
431	-21,168	
432	-21,1684	
433	-21,1806	
434	-21,1794	
435	-21,1839	
436	-21,1875	
437	-21,1866	
438	-21,1995	
439	-21,2035	
440	-21,2114	
441	-21,2225	
442	-21,2252	
443	-21,2352	
444	-21,2297	
445	-21,2244	
446	-21,2359	
447	-21,2405	
448	-21,2359	
449	-21,2458	
450	-21,2452	
451	-21,2442	
452	-21,2442	
453	-21,2533	
454	-21,265	
455	-21,275	
456	-21,2635	
457	-21,2633	
458	-21,2703	
459	-21,2725	
460	-21,2658	
461	-21,2737	
462	-21,2732	
463	-21,2726	
464	-21,2804	
465	-21,2696	
466	-21,2776	
467	-21,2787	
468	-21,2823	
469	-21,2889	
470	-21,3036	
471	-21,2895	
472	-21,293	
473	-21,2936	
474	-21,2996	
475	-21,2901	
476	-21,2897	
477	-21,295	
478	-21,2906	
479	-21,2938	
480	-21,3043	
481	-21,3025	
482	-21,3031	
483	-21,2973	
484	-21,3072	
485	-21,2991	
486	-21,3006	
487	-21,3096	
488	-21,2958	
489	-21,2899	
490	-21,3041	
491	-21,305	
492	-21,291	
493	-21,2939	
494	-21,3123	
495	-21,3044	
496	-21,3028	
497	-21,3107	
498	-21,3064	
499	-21,2973	
500	-21,3035	
501	-21,297	
502	-21,3035	
503	-21,2998	
504	-21,3069	
505	-21,3087	
506	-21,3045	
507	-21,3007	
508	-21,3079	
509	-21,3039	
510	-21,3051	
511	-21,3006	
512	-21,2943	
513	-21,3039	
514	-21,2955	
515	-21,3039	
516	-21,3044	
517	-21,3135	
518	-21,3191	
519	-21,3052	
520	-21,3035	
521	-21,3113	
522	-21,3073	
523	-21,309	
524	-21,3039	
525	-21,2921	
526	-21,3139	
527	-21,3024	
528	-21,297	
529	-21,2941	
530	-21,2876	
531	-21,2942	
532	-21,3013	
533	-21,2881	
534	-21,2868	
535	-21,2897	
536	-21,2948	
537	-21,2892	
538	-21,286	
539	-21,2929	
540	-21,2963	
541	-21,295	
542	-21,2942	
543	-21,3024	
544	-21,3007	
545	-21,2974	
546	-21,2952	
547	-21,293	
548	-21,3003	
549	-21,3032	
550	-21,2986	
551	-21,2894	
552	-21,2848	
553	-21,2925	
554	-21,297	
555	-21,2919	
556	-21,288	
557	-21,2836	
558	-21,2792	
559	-21,2877	
560	-21,289	
561	-21,2873	
562	-21,2912	
563	-21,2938	
564	-21,2819	
565	-21,2745	
566	-21,2871	
567	-21,2787	
568	-21,2815	
569	-21,2829	
570	-21,2785	
571	-21,2726	
572	-21,2687	
573	-21,261	
574	-21,2618	
575	-21,2687	
576	-21,2724	
577	-21,2646	
578	-21,2652	
579	-21,2698	
580	-21,2729	
581	-21,2688	
582	-21,2671	
583	-21,2717	
584	-21,2625	
585	-21,2526	
586	-21,2575	
587	-21,2554	
588	-21,2447	
589	-21,2356	
590	-21,2389	
591	-21,2364	
592	-21,2364	
593	-21,2422	
594	-21,2343	
595	-21,23	
596	-21,229	
597	-21,2298	
598	-21,2242	
599	-21,2166	
600	-21,2188	
601	-21,2085	
602	-21,2035	
603	-21,2084	
604	-21,1976	
605	-21,1986	
606	-21,1929	
607	-21,1828	
608	-21,1764	
609	-21,1767	
610	-21,1842	
611	-21,1742	
612	-21,1641	
613	-21,1661	
614	-21,158	
615	-21,1505	
616	-21,1511	
617	-21,151	
618	-21,156	
619	-21,1383	
620	-21,1428	
621	-21,1397	
622	-21,119	
623	-21,1125	
624	-21,1101	
625	-21,1053	
626	-21,1127	
627	-21,1136	
628	-21,0901	
629	-21,0718	
630	-21,0642	
631	-21,0775	
632	-21,0741	
633	-21,0735	
634	-20,9834	
635	-21,0159	
636	-21,0097	
637	-21,0129	
638	-21,0216	
639	-21,0179	
640	-21,0144	
641	-21,0058	
642	-20,9896	
643	-20,998	
644	-20,9885	
645	-20,9728	
646	-20,9621	
647	-20,9634	
648	-20,956	
649	-20,9458	
650	-20,949	
651	-20,9407	
652	-20,9186	
653	-20,9169	
654	-20,9045	
655	-20,8984	
656	-20,8876	
657	-20,8804	
658	-20,882	
659	-20,8716	
660	-20,8584	
661	-20,8577	
662	-20,8564	
663	-20,8318	
664	-20,8346	
665	-20,8278	
666	-20,8159	
667	-20,8065	
668	-20,8078	
669	-20,7896	
670	-20,7834	
671	-20,7776	
672	-20,7627	
673	-20,7454	
674	-20,7379	
675	-20,7343	
676	-20,728	
677	-20,7122	
678	-20,7132	
679	-20,7007	
680	-20,6885	
681	-20,6693	
682	-20,6557	
683	-20,6497	
684	-20,6378	
685	-20,6298	
686	-20,6216	
687	-20,599	
688	-20,5841	
689	-20,57	
690	-20,5445	
691	-20,5414	
692	-20,5309	
693	-20,5235	
694	-20,5453	
695	-20,5972	
696	-20,6191	
697	-20,6156	
698	-20,6174	
699	-20,6097	
700	-20,6053	
701	-20,5834	
702	-20,5905	
703	-20,5752	
704	-20,5646	
705	-20,5436	
706	-20,5426	
707	-20,5326	
708	-20,5204	
709	-20,5205	
710	-20,503	
711	-20,5036	
712	-20,4897	
713	-20,4759	
714	-20,4719	
715	-20,4622	
716	-20,4444	
717	-20,4399	
718	-20,4397	
719	-20,4278	
720	-20,4228	
721	-20,4265	
722	-20,4201	
723	-20,4074	
724	-20,403	
725	-20,387	
726	-20,3749	
727	-20,3648	
728	-20,3758	
729	-20,3579	
730	-20,3415	
731	-20,3427	
732	-20,3349	
733	-20,3307	
734	-20,3223	
735	-20,3108	
736	-20,307	
737	-20,2963	
738	-20,2923	
739	-20,297	
740	-20,2736	
741	-20,2607	
742	-20,2712	
743	-20,2621	
744	-20,2499	
745	-20,2408	
746	-20,2362	
747	-20,2307	
748	-20,226	
749	-20,2157	
750	-20,2151	
751	-20,1946	
752	-20,1924	
753	-20,1985	
754	-20,1743	
755	-20,1756	
756	-20,1686	
757	-20,1539	
758	-20,1547	
759	-20,1479	
760	-20,1406	
761	-20,1297	
762	-20,1213	
763	-20,1204	
764	-20,1159	
765	-20,1043	
766	-20,0911	
767	-20,0865	
768	-20,0707	
769	-20,0607	
770	-20,0573	
771	-20,07	
772	-20,0558	
773	-20,0474	
774	-20,0274	
775	-20,0185	
776	-20,0165	
777	-20,0053	
778	-20,0049	
779	-19,9978	
780	-19,9939	
781	-19,9803	
782	-19,9619	
783	-19,9565	
784	-19,9458	
785	-19,9488	
786	-19,9367	
787	-19,9257	
788	-19,92	
789	-19,9161	
790	-19,8982	
791	-19,8821	
792	-19,8789	
793	-19,8691	
794	-19,8682	
795	-19,8551	
796	-19,8448	
797	-19,8256	
798	-19,8267	
799	-19,8028	
800	-19,7988	
801	-19,788	
802	-19,7704	
803	-19,7678	
804	-19,7592	
805	-19,749	
806	-19,7355	
807	-19,7365	
808	-19,7377	
809	-19,7221	
810	-19,6923	
811	-19,6801	
812	-19,6659	
813	-19,6456	
814	-19,6357	
815	-19,6183	
816	-19,5971	
817	-19,5897	
818	-19,5706	
819	-19,5527	
820	-19,5408	
821	-19,5234	
822	-19,4997	
823	-19,4926	
824	-19,4718	
825	-19,4587	
826	-19,4352	
827	-19,4106	
828	-19,3835	
829	-19,3714	
830	-19,352	
831	-19,3183	
832	-19,3011	
833	-19,2748	
834	-19,2454	
835	-19,2205	
836	-19,1819	
837	-19,1499	
838	-19,1246	
839	-19,0788	
840	-19,0365	
841	-18,9945	
842	-18,9551	
843	-18,8959	
844	-18,8478	
845	-18,7865	
846	-18,7208	
847	-18,6376	
848	-18,5484	
849	-18,4428	
850	-18,326	
851	-18,187	
852	-18,0196	
853	-17,8032	
854	-17,5248	
855	-17,1684	
856	-16,6604	
857	-15,9105	
858	-14,6558	
859	-12,1787	
860	-7,44292	
861	-21,561	
862	-32,9933	
863	-26,5959	
864	-24,2187	
865	-23,0552	
866	-22,3624	
867	-21,8712	
868	-21,536	
869	-21,2626	
870	-21,0626	
871	-20,8988	
872	-20,7566	
873	-20,6418	
874	-20,5359	
875	-20,4568	
876	-20,3698	
877	-20,3043	
878	-20,2466	
879	-20,1907	
880	-20,1525	
881	-20,1071	
882	-20,0608	
883	-20,014	
884	-19,9802	
885	-19,938	
886	-19,9079	
887	-19,8865	
888	-19,8521	
889	-19,8178	
890	-19,796	
891	-19,7714	
892	-19,7604	
893	-19,7253	
894	-19,7092	
895	-19,6817	
896	-19,657	
897	-19,6295	
898	-19,6159	
899	-19,5943	
900	-19,5769	
901	-19,5575	
902	-19,5449	
903	-19,5267	
904	-19,502	
905	-19,5031	
906	-19,4839	
907	-19,4678	
908	-19,4482	
909	-19,4298	
910	-19,4227	
911	-19,3948	
912	-19,384	
913	-19,3713	
914	-19,3643	
915	-19,3487	
916	-19,3218	
917	-19,315	
918	-19,2927	
919	-19,2813	
920	-19,2755	
921	-19,2667	
922	-19,2491	
923	-19,2346	
924	-19,2252	
925	-19,2152	
926	-19,1873	
927	-19,1782	
928	-19,1638	
929	-19,1578	
930	-19,1454	
931	-19,1302	
932	-19,1201	
933	-19,1098	
934	-19,0974	
935	-19,0915	
936	-19,0726	
937	-19,0547	
938	-19,0449	
939	-19,0339	
940	-19,021	
941	-19,0058	
942	-18,9912	
943	-18,9757	
944	-18,9667	
945	-18,939	
946	-18,9308	
947	-18,9193	
948	-18,922	
949	-18,9063	
950	-18,8893	
951	-18,8821	
952	-18,8633	
953	-18,8489	
954	-18,8414	
955	-18,8306	
956	-18,827	
957	-18,8033	
958	-18,8034	
959	-18,7876	
960	-18,7731	
961	-18,7606	
962	-18,7425	
963	-18,7382	
964	-18,7242	
965	-18,7153	
966	-18,707	
967	-18,6899	
968	-18,6783	
969	-18,6679	
970	-18,6554	
971	-18,6429	
972	-18,6158	
973	-18,5991	
974	-18,6003	
975	-18,5905	
976	-18,5755	
977	-18,5665	
978	-18,5568	
979	-18,5337	
980	-18,5211	
981	-18,5121	
982	-18,5039	
983	-18,4947	
984	-18,4797	
985	-18,4605	
986	-18,4523	
987	-18,4442	
988	-18,429	
989	-18,423	
990	-18,4008	
991	-18,3832	
992	-18,3823	
993	-18,3668	
994	-18,3591	
995	-18,3413	
996	-18,3227	
997	-18,3178	
998	-18,2985	
999	-18,283	
1000	-18,275	
1001	-18,2646	
1002	-18,2513	
1003	-18,2351	
1004	-18,23	
1005	-18,2176	
1006	-18,2023	
1007	-18,1944	
1008	-18,174	
1009	-18,1667	
1010	-18,1499	
1011	-18,1394	
1012	-18,1301	
1013	-18,1145	
1014	-18,0998	
1015	-18,0887	
1016	-18,0774	
1017	-18,0645	
1018	-18,0463	
1019	-18,0288	
1020	-18,0282	
1021	-18,019	
1022	-18,0099	
1023	-17,9922	
1024	-17,9711	
1025	-17,9649	
1026	-17,9556	
1027	-17,945	
1028	-17,9253	
1029	-17,9103	
1030	-17,8922	
1031	-17,8956	
1032	-17,8732	
1033	-17,8591	
1034	-17,8451	
1035	-17,8329	
1036	-17,8271	
1037	-17,8102	
1038	-17,7901	
1039	-17,7519	
1040	-17,7656	
1041	-17,7661	
1042	-17,7512	
1043	-17,7351	
1044	-17,7165	
1045	-17,716	
1046	-17,6954	
1047	-17,6877	
1048	-17,6787	
1049	-17,6633	
1050	-17,6403	
1051	-17,6362	
1052	-17,6232	
1053	-17,608	
1054	-17,5935	
1055	-17,587	
1056	-17,5801	
1057	-17,5676	
1058	-17,5492	
1059	-17,5389	
1060	-17,53	
1061	-17,513	
1062	-17,5012	
1063	-17,49	
1064	-17,4845	
1065	-17,4683	
1066	-17,4563	
1067	-17,4398	
1068	-17,4254	
1069	-17,4181	
1070	-17,4127	
1071	-17,3926	
1072	-17,376	
1073	-17,3694	
1074	-17,3503	
1075	-17,3376	
1076	-17,3272	
1077	-17,3174	
1078	-17,2981	
1079	-17,2837	
1080	-17,273	
1081	-17,2605	
1082	-17,2571	
1083	-17,2309	
1084	-17,2178	
1085	-17,207	
1086	-17,2001	
1087	-17,1828	
1088	-17,1769	
1089	-17,1522	
1090	-17,1512	
1091	-17,1383	
1092	-17,1172	
1093	-17,1	
1094	-17,096	
1095	-17,0834	
1096	-17,0679	
1097	-17,0643	
1098	-17,0372	
1099	-17,0264	
1100	-17,0147	
1101	-17,0033	
1102	-16,9919	
1103	-16,9729	
1104	-16,9623	
1105	-16,947	
1106	-16,9317	
1107	-16,9217	
1108	-16,9107	
1109	-16,8936	
1110	-16,8806	
1111	-16,8689	
1112	-16,8539	
1113	-16,8333	
1114	-16,8228	
1115	-16,8129	
1116	-16,7968	
1117	-16,7795	
1118	-16,7653	
1119	-16,7493	
1120	-16,7274	
1121	-16,7214	
1122	-16,7062	
1123	-16,6941	
1124	-16,6798	
1125	-16,6636	
1126	-16,648	
1127	-16,6353	
1128	-16,6225	
1129	-16,6036	
1130	-16,5884	
1131	-16,5699	
1132	-16,5626	
1133	-16,5448	
1134	-16,5303	
1135	-16,5078	
1136	-16,4962	
1137	-16,4806	
1138	-16,4662	
1139	-16,4571	
1140	-16,4381	
1141	-16,4193	
1142	-16,4024	
1143	-16,3884	
1144	-16,3719	
1145	-16,3605	
1146	-16,3474	
1147	-16,336	
1148	-16,3136	
1149	-16,3041	
1150	-16,2862	
1151	-16,2708	
1152	-16,2502	
1153	-16,2344	
1154	-16,2167	
1155	-16,2014	
1156	-16,1857	
1157	-16,1638	
1158	-16,152	
1159	-16,1383	
1160	-16,1188	
1161	-16,0993	
1162	-16,0893	
1163	-16,0733	
1164	-16,0543	
1165	-16,0348	
1166	-16,0223	
1167	-16,01	
1168	-15,9857	
1169	-15,9722	
1170	-15,9539	
1171	-15,9387	
1172	-15,9236	
1173	-15,9032	
1174	-15,8905	
1175	-15,8713	
1176	-15,8549	
1177	-15,8328	
1178	-15,8183	
1179	-15,7979	
1180	-15,7853	
1181	-15,7627	
1182	-15,7467	
1183	-15,7354	
1184	-15,7155	
1185	-15,7027	
1186	-15,6836	
1187	-15,6753	
1188	-15,6454	
1189	-15,6212	
1190	-15,6085	
1191	-15,5921	
1192	-15,5808	
1193	-15,5605	
1194	-15,5428	
1195	-15,5209	
1196	-15,506	
1197	-15,4929	
1198	-15,4695	
1199	-15,4551	
1200	-15,4349	
1201	-15,4162	
1202	-15,3919	
1203	-15,3786	
1204	-15,3607	
1205	-15,3528	
1206	-15,3321	
1207	-15,3118	
1208	-15,2929	
1209	-15,2748	
1210	-15,2604	
1211	-15,2385	
1212	-15,2253	
1213	-15,2058	
1214	-15,1936	
1215	-15,1743	
1216	-15,1565	
1217	-15,1312	
1218	-15,1146	
1219	-15,0971	
1220	-15,0793	
1221	-15,0609	
1222	-15,0384	
1223	-15,0275	
1224	-15,0098	
1225	-14,9892	
1226	-14,9695	
1227	-14,9554	
1228	-14,941	
1229	-14,9204	
1230	-14,9045	
1231	-14,8795	
1232	-14,8601	
1233	-14,8416	
1234	-14,8234	
1235	-14,8091	
1236	-14,79	
1237	-14,7712	
1238	-14,749	
1239	-14,7355	
1240	-14,7125	
1241	-14,6979	
1242	-14,677	
1243	-14,6619	
1244	-14,6446	
1245	-14,622	
1246	-14,6061	
1247	-14,5771	
1248	-14,5624	
1249	-14,544	
1250	-14,5218	
1251	-14,5051	
1252	-14,4846	
1253	-14,4678	
1254	-14,4554	
1255	-14,4291	
1256	-14,4113	
1257	-14,389	
1258	-14,3677	
1259	-14,3476	
1260	-14,3308	
1261	-14,3118	
1262	-14,292	
1263	-14,2721	
1264	-14,2508	
1265	-14,2291	
1266	-14,2109	
1267	-14,1899	
1268	-14,1748	
1269	-14,1547	
1270	-14,1352	
1271	-14,1101	
1272	-14,0879	
1273	-14,0635	
1274	-14,0453	
1275	-14,0287	
1276	-14,0009	
1277	-13,9815	
1278	-13,9658	
1279	-13,9434	
1280	-13,9256	
1281	-13,9035	
1282	-13,8837	
1283	-13,8672	
1284	-13,8396	
1285	-13,8199	
1286	-13,7993	
1287	-13,7745	
1288	-13,7511	
1289	-13,7311	
1290	-13,7095	
1291	-13,6885	
1292	-13,6667	
1293	-13,6501	
1294	-13,6236	
1295	-13,603	
1296	-13,5746	
1297	-13,5557	
1298	-13,53	
1299	-13,508	
1300	-13,4859	
1301	-13,4658	
1302	-13,4424	
1303	-13,4208	
1304	-13,3951	
1305	-13,3733	
1306	-13,3477	
1307	-13,3264	
1308	-13,3057	
1309	-13,2833	
1310	-13,2616	
1311	-13,2383	
1312	-13,2175	
1313	-13,1897	
1314	-13,1657	
1315	-13,1434	
1316	-13,119	
1317	-13,0953	
1318	-13,0677	
1319	-13,0448	
1320	-13,0231	
1321	-13,0006	
1322	-12,9788	
1323	-12,9578	
1324	-12,9292	
1325	-12,8997	
1326	-12,8713	
1327	-12,8501	
1328	-12,8268	
1329	-12,8031	
1330	-12,7728	
1331	-12,7561	
1332	-12,7254	
1333	-12,7	
1334	-12,674	
1335	-12,6502	
1336	-12,6218	
1337	-12,5934	
1338	-12,5738	
1339	-12,5476	
1340	-12,5203	
1341	-12,4991	
1342	-12,4707	
1343	-12,4474	
1344	-12,4225	
1345	-12,3945	
1346	-12,3636	
1347	-12,3362	
1348	-12,3087	
1349	-12,2857	
1350	-12,2553	
1351	-12,2232	
1352	-12,1894	
1353	-12,143	
1354	-12,0992	
1355	-12,0939	
1356	-12,0836	
1357	-12,0599	
1358	-12,0367	
1359	-12,0102	
1360	-11,9838	
1361	-11,9565	
1362	-11,9303	
1363	-11,9037	
1364	-11,8749	
1365	-11,8442	
1366	-11,8186	
1367	-11,7899	
1368	-11,7587	
1369	-11,7308	
1370	-11,7076	
1371	-11,6783	
1372	-11,6497	
1373	-11,6231	
1374	-11,5953	
1375	-11,5648	
1376	-11,5361	
1377	-11,5069	
1378	-11,4771	
1379	-11,452	
1380	-11,4211	
1381	-11,3927	
1382	-11,3618	
1383	-11,3337	
1384	-11,3056	
1385	-11,2736	
1386	-11,244	
1387	-11,2132	
1388	-11,18	
1389	-11,1548	
1390	-11,1259	
1391	-11,0948	
1392	-11,0645	
1393	-11,0329	
1394	-11,003	
1395	-10,9742	
1396	-10,9454	
1397	-10,9143	
1398	-10,8836	
1399	-10,8496	
1400	-10,8174	
1401	-10,7882	
1402	-10,7577	
1403	-10,7272	
1404	-10,6929	
1405	-10,6574	
1406	-10,6286	
1407	-10,5993	
1408	-10,5675	
1409	-10,5341	
1410	-10,5015	
1411	-10,4664	
1412	-10,438	
1413	-10,4068	
1414	-10,3704	
1415	-10,336	
1416	-10,3037	
1417	-10,2724	
1418	-10,2375	
1419	-10,2032	
1420	-10,1699	
1421	-10,1403	
1422	-10,1037	
1423	-10,0683	
1424	-10,0342	
1425	-9,99934	
1426	-9,97077	
1427	-9,93483	
1428	-9,89888	
1429	-9,86789	
1430	-9,83064	
1431	-9,79062	
1432	-9,7529	
1433	-9,72382	
1434	-9,68445	
1435	-9,65092	
1436	-9,61622	
1437	-9,57514	
1438	-9,5418	
1439	-9,50322	
1440	-9,46753	
1441	-9,43019	
1442	-9,39203	
1443	-9,35698	
1444	-9,31836	
1445	-9,278	
1446	-9,24046	
1447	-9,20247	
1448	-9,16735	
1449	-9,12965	
1450	-9,08696	
1451	-9,04953	
1452	-9,01195	
1453	-8,97522	
1454	-8,93439	
1455	-8,89331	
1456	-8,85533	
1457	-8,8164	
1458	-8,77414	
1459	-8,73572	
1460	-8,695	
1461	-8,65245	
1462	-8,60872	
1463	-8,57089	
1464	-8,52611	
1465	-8,48259	
1466	-8,44377	
1467	-8,40129	
1468	-8,35872	
1469	-8,31653	
1470	-8,27515	
1471	-8,23047	
1472	-8,19014	
1473	-8,1451	
1474	-8,09781	
1475	-8,05357	
1476	-8,00721	
1477	-7,96473	
1478	-7,91922	
1479	-7,87414	
1480	-7,82728	
1481	-7,78586	
1482	-7,73814	
1483	-7,68952	
1484	-7,64475	
1485	-7,59929	
1486	-7,5509	
1487	-7,50407	
1488	-7,45844	
1489	-7,41047	
1490	-7,36068	
1491	-7,31171	
1492	-7,26013	
1493	-7,21359	
1494	-7,16353	
1495	-7,11424	
1496	-7,06476	
1497	-7,01671	
1498	-6,96667	
1499	-6,91687	
