Frekvenca [Hz] - Frekv. prenosna funkcija	Amplituda frekv. prenosne funkcije [m/s^2/N] - Frekv. prenosna funkcija	
1489	-11,988	
1490	-11,9412	
1491	-11,8851	
1492	-11,8127	
1493	-11,7431	
1494	-11,671	
1495	-11,6034	
1496	-11,5351	
1497	-11,4664	
1498	-11,3987	
1499	-11,3387	
1500	-11,2698	
1501	-11,1971	
1502	-11,1226	
1503	-11,0318	
1504	-10,9536	
1505	-10,8838	
1506	-10,8148	
1507	-10,754	
1508	-10,696	
1509	-10,6393	
1510	-10,5877	
1511	-10,5223	
1512	-10,4347	
1513	-10,3349	
1514	-10,2434	
1515	-10,1602	
1516	-10,0826	
1517	-10,0055	
1518	-9,92932	
1519	-9,85099	
1520	-9,77747	
1521	-9,7004	
1522	-9,62332	
1523	-9,54821	
1524	-9,4708	
1525	-9,39161	
1526	-9,31449	
1527	-9,23842	
1528	-9,16149	
1529	-9,08213	
1530	-9,00497	
1531	-8,92614	
1532	-8,84867	
1533	-8,76972	
1534	-8,68539	
1535	-8,60809	
1536	-8,52873	
1537	-8,44743	
1538	-8,36651	
1539	-8,28735	
1540	-8,20587	
1541	-8,12471	
1542	-8,04175	
1543	-7,95858	
1544	-7,87376	
1545	-7,78973	
1546	-7,70633	
1547	-7,6211	
1548	-7,53752	
1549	-7,45313	
1550	-7,36661	
1551	-7,28064	
1552	-7,19236	
1553	-7,10276	
1554	-7,01628	
1555	-6,92649	
1556	-6,83681	
1557	-6,74468	
1558	-6,64657	
1559	-6,54474	
1560	-6,44539	
1561	-6,35507	
1562	-6,26511	
1563	-6,1764	
1564	-6,08035	
1565	-5,98868	
1566	-5,90028	
1567	-5,81065	
1568	-5,7177	
1569	-5,6188	
1570	-5,51955	
1571	-5,42082	
1572	-5,31891	
1573	-5,2178	
1574	-5,12169	
1575	-5,01291	
1576	-4,90893	
1577	-4,80406	
1578	-4,69651	
1579	-4,59054	
1580	-4,48482	
1581	-4,37651	
1582	-4,26729	
1583	-4,15653	
1584	-4,04496	
1585	-3,92938	
1586	-3,81424	
1587	-3,70151	
1588	-3,58492	
1589	-3,46693	
1590	-3,34674	
1591	-3,22722	
1592	-3,10308	
1593	-2,9787	
1594	-2,85373	
1595	-2,72911	
1596	-2,60181	
1597	-2,47111	
1598	-2,33944	
1599	-2,20764	
1600	-2,07148	
1601	-1,93505	
1602	-1,79656	
1603	-1,65562	
1604	-1,51281	
1605	-1,36927	
1606	-1,22266	
1607	-1,07406	
1608	-0,922433	
1609	-0,768661	
1610	-0,613469	
1611	-0,454778	
1612	-0,293244	
1613	-0,129415	
1614	0,037396	
1615	0,206527	
1616	0,379266	
1617	0,555413	
1618	0,734531	
1619	0,916604	
1620	1,10314	
1621	1,29308	
1622	1,48725	
1623	1,68543	
1624	1,88783	
1625	2,09312	
1626	2,30327	
1627	2,51863	
1628	2,73964	
1629	2,96486	
1630	3,19701	
1631	3,4346	
1632	3,67803	
1633	3,92814	
1634	4,18566	
1635	4,45005	
1636	4,72201	
1637	5,00237	
1638	5,29227	
1639	5,59054	
1640	5,89813	
1641	6,21627	
1642	6,54598	
1643	6,88944	
1644	7,2469	
1645	7,61867	
1646	8,00661	
1647	8,41106	
1648	8,83414	
1649	9,27741	
1650	9,74362	
1651	10,2355	
1652	10,7558	
1653	11,3091	
1654	11,8992	
1655	12,5275	
1656	13,201	
1657	13,9287	
1658	14,7214	
1659	15,5907	
1660	16,5506	
1661	17,6261	
1662	18,8388	
1663	20,237	
1664	21,8801	
1665	23,8575	
1666	26,2868	
1667	29,3004	
1668	32,3583	
1669	32,2282	
1670	28,9498	
1671	25,8967	
1672	23,5201	
1673	21,6158	
1674	20,0374	
1675	18,6902	
1676	17,5192	
1677	16,4841	
1678	15,5609	
1679	14,7274	
1680	13,9686	
1681	13,2713	
1682	12,6214	
1683	12,0202	
1684	11,4619	
1685	10,9368	
1686	10,44	
1687	9,96961	
1688	9,52322	
1689	9,09995	
1690	8,69655	
1691	8,3103	
1692	7,93928	
1693	7,5806	
1694	7,22999	
1695	6,88404	
1696	6,54258	
1697	6,3292	
1698	6,12056	
1699	5,84001	
1700	5,5601	
1701	5,29123	
1702	5,03113	
1703	4,78044	
1704	4,53853	
1705	4,30417	
1706	4,07655	
1707	3,85489	
1708	3,63904	
1709	3,42912	
1710	3,22535	
1711	3,02724	
1712	2,83271	
1713	2,64228	
1714	2,45693	
1715	2,27451	
1716	2,09526	
1717	1,9176	
1718	1,73648	
1719	1,53053	
1720	1,14463	
1721	1,20888	
1722	1,1002	
1723	0,956063	
1724	0,80865	
1725	0,662939	
1726	0,518325	
1727	0,377069	
1728	0,23728	
1729	0,0993985	
1730	-0,0345711	
1731	-0,169097	
1732	-0,300399	
1733	-0,429707	
1734	-0,555427	
1735	-0,679296	
1736	-0,802078	
1737	-0,92406	
1738	-1,0436	
1739	-1,16136	
1740	-1,27652	
1741	-1,39106	
1742	-1,50304	
1743	-1,61514	
1744	-1,72392	
1745	-1,83211	
1746	-1,93863	
1747	-2,04262	
1748	-2,1477	
1749	-2,25121	
1750	-2,35184	
1751	-2,4522	
1752	-2,55157	
1753	-2,65084	
1754	-2,74681	
1755	-2,84103	
1756	-2,93511	
1757	-3,02768	
1758	-3,12013	
1759	-3,21347	
1760	-3,30283	
1761	-3,39214	
1762	-3,47949	
1763	-3,56483	
1764	-3,64832	
1765	-3,73505	
1766	-3,81952	
1767	-3,9049	
1768	-3,9864	
1769	-4,06831	
1770	-4,1503	
1771	-4,21905	
1772	-4,29138	
1773	-4,38881	
1774	-4,47167	
1775	-4,54346	
1776	-4,61645	
1777	-4,69008	
1778	-4,76377	
1779	-4,83875	
1780	-4,91357	
1781	-4,98727	
1782	-5,05808	
1783	-5,13153	
1784	-5,20183	
1785	-5,27346	
1786	-5,34348	
1787	-5,41092	
1788	-5,4795	
1789	-5,54826	
1790	-5,61412	
1791	-5,68117	
1792	-5,74705	
1793	-5,81558	
1794	-5,87747	
1795	-5,94313	
1796	-6,00755	
1797	-6,07195	
1798	-6,13376	
1799	-6,19457	
1800	-6,25597	
1801	-6,31537	
1802	-6,37745	
1803	-6,43664	
1804	-6,4963	
1805	-6,55575	
1806	-6,61411	
1807	-6,67327	
1808	-6,73284	
1809	-6,78836	
1810	-6,8445	
1811	-6,9007	
1812	-6,9578	
1813	-7,01309	
1814	-7,06603	
1815	-7,11983	
1816	-7,17627	
1817	-7,22744	
1818	-7,2824	
1819	-7,33481	
1820	-7,38861	
1821	-7,43946	
1822	-7,49337	
1823	-7,54291	
1824	-7,59271	
1825	-7,64052	
1826	-7,69179	
1827	-7,73979	
1828	-7,79041	
1829	-7,8424	
1830	-7,89184	
1831	-7,93763	
1832	-7,98538	
1833	-8,03267	
1834	-8,07743	
1835	-8,12487	
1836	-8,16954	
1837	-8,21406	
1838	-8,25828	
1839	-8,30737	
1840	-8,35326	
1841	-8,39578	
1842	-8,43787	
1843	-8,48247	
1844	-8,52548	
1845	-8,56743	
1846	-8,61093	
1847	-8,65571	
1848	-8,69564	
1849	-8,73651	
1850	-8,77704	
1851	-8,81889	
1852	-8,85791	
1853	-8,89868	
1854	-8,93988	
1855	-8,97901	
1856	-9,01927	
1857	-9,05647	
1858	-9,09409	
1859	-9,13329	
1860	-9,17283	
1861	-9,20654	
1862	-9,24708	
1863	-9,28501	
1864	-9,31806	
1865	-9,35127	
1866	-9,38594	
1867	-9,42623	
1868	-9,44821	
1869	-9,46945	
1870	-9,49148	
1871	-9,50378	
1872	-9,50538	
1873	-9,48811	
1874	-9,46233	
1875	-9,48614	
1876	-9,56564	
1877	-9,65777	
1878	-9,73641	
1879	-9,79871	
1880	-9,8482	
1881	-9,89432	
1882	-9,93727	
1883	-9,97496	
1884	-10,0168	
1885	-10,0512	
1886	-10,0851	
1887	-10,1158	
1888	-10,1499	
1889	-10,1864	
1890	-10,2195	
1891	-10,2536	
1892	-10,284	
1893	-10,316	
1894	-10,3488	
1895	-10,3791	
1896	-10,4096	
1897	-10,4409	
1898	-10,4729	
1899	-10,5026	
1900	-10,5325	
1901	-10,5652	
1902	-10,5966	
1903	-10,6245	
1904	-10,654	
1905	-10,6866	
1906	-10,7126	
1907	-10,7424	
1908	-10,7673	
1909	-10,7983	
1910	-10,8285	
1911	-10,8578	
1912	-10,8883	
1913	-10,9164	
1914	-10,944	
1915	-10,9756	
1916	-10,9974	
1917	-11,0263	
1918	-11,0576	
1919	-11,0823	
1920	-11,1064	
1921	-11,133	
1922	-11,1572	
1923	-11,1844	
1924	-11,2118	
1925	-11,2359	
1926	-11,2723	
1927	-11,3114	
1928	-11,3523	
1929	-11,3907	
1930	-11,4216	
1931	-11,4526	
1932	-11,474	
1933	-11,4947	
1934	-11,5216	
1935	-11,5499	
1936	-11,5758	
1937	-11,6031	
1938	-11,6262	
1939	-11,6507	
1940	-11,6809	
1941	-11,7132	
1942	-11,7379	
1943	-11,764	
1944	-11,7916	
1945	-11,8159	
1946	-11,8466	
1947	-11,8709	
1948	-11,899	
1949	-11,9289	
1950	-11,9625	
1951	-11,9604	
1952	-12,0003	
1953	-12,0294	
1954	-12,058	
1955	-12,0854	
1956	-12,1129	
1957	-12,138	
1958	-12,163	
1959	-12,1867	
1960	-12,2162	
1961	-12,2432	
1962	-12,2732	
1963	-12,2988	
1964	-12,3242	
1965	-12,3457	
1966	-12,3734	
1967	-12,3964	
1968	-12,4252	
1969	-12,4514	
1970	-12,4818	
1971	-12,5045	
1972	-12,5281	
1973	-12,5556	
1974	-12,5798	
1975	-12,6075	
1976	-12,6342	
1977	-12,6604	
1978	-12,6862	
1979	-12,7157	
1980	-12,743	
1981	-12,7838	
1982	-12,8299	
1983	-12,8833	
1984	-12,8849	
1985	-12,8812	
1986	-12,8988	
1987	-12,9194	
1988	-12,9444	
1989	-12,9651	
1990	-12,9877	
1991	-13,0165	
1992	-13,0447	
1993	-13,0686	
1994	-13,0925	
1995	-13,1144	
1996	-13,1433	
1997	-13,1641	
1998	-13,1891	
1999	-13,2169	
2000	-13,239	
2001	-13,2648	
2002	-13,2892	
2003	-13,3163	
2004	-13,3414	
2005	-13,3676	
2006	-13,3886	
2007	-13,4136	
2008	-13,4362	
2009	-13,4608	
2010	-13,492	
2011	-13,5148	
2012	-13,5433	
2013	-13,569	
2014	-13,5901	
2015	-13,6188	
2016	-13,6394	
2017	-13,6651	
2018	-13,6884	
2019	-13,7089	
2020	-13,7322	
2021	-13,7609	
2022	-13,7846	
2023	-13,8075	
2024	-13,8379	
2025	-13,8634	
2026	-13,8832	
2027	-13,9028	
2028	-13,9312	
2029	-13,9546	
2030	-13,9866	
2031	-14,0054	
2032	-14,0313	
2033	-14,0573	
2034	-14,0829	
2035	-14,1072	
2036	-14,068	
2037	-14,1089	
2038	-14,1377	
2039	-14,1707	
2040	-14,1968	
2041	-14,2189	
2042	-14,2379	
2043	-14,2665	
2044	-14,2913	
2045	-14,3071	
2046	-14,3214	
2047	-14,3312	
2048	-14,3558	
2049	-14,3931	
2050	-14,4256	
2051	-14,4483	
2052	-14,4716	
2053	-14,496	
2054	-14,5189	
2055	-14,5392	
2056	-14,5607	
2057	-14,5859	
2058	-14,611	
2059	-14,6305	
2060	-14,648	
2061	-14,6647	
2062	-14,6888	
2063	-14,7115	
2064	-14,7342	
2065	-14,753	
2066	-14,7758	
2067	-14,7944	
2068	-14,8137	
2069	-14,8345	
2070	-14,8526	
2071	-14,8782	
2072	-14,8947	
2073	-14,9152	
2074	-14,9318	
2075	-14,9565	
2076	-14,9774	
2077	-15,0014	
2078	-15,0189	
2079	-15,0325	
2080	-15,0583	
2081	-15,0805	
2082	-15,0981	
2083	-15,1153	
2084	-15,1313	
2085	-15,1501	
2086	-15,1668	
2087	-15,1854	
2088	-15,1974	
2089	-15,2179	
2090	-15,2404	
2091	-15,2591	
2092	-15,2749	
2093	-15,2856	
2094	-15,3024	
2095	-15,3224	
2096	-15,3416	
2097	-15,3599	
2098	-15,3806	
2099	-15,3904	
2100	-15,4121	
2101	-15,4248	
2102	-15,4481	
2103	-15,4691	
2104	-15,4889	
2105	-15,5116	
2106	-15,5313	
2107	-15,5463	
2108	-15,563	
2109	-15,5747	
2110	-15,5858	
2111	-15,6069	
2112	-15,6217	
2113	-15,6344	
2114	-15,6466	
2115	-15,6706	
2116	-15,6853	
2117	-15,7026	
2118	-15,7145	
2119	-15,7195	
2120	-15,7367	
2121	-15,7587	
2122	-15,7702	
2123	-15,7835	
2124	-15,801	
2125	-15,8144	
2126	-15,8288	
2127	-15,8477	
2128	-15,8607	
2129	-15,8864	
2130	-15,9014	
2131	-15,9159	
2132	-15,9291	
2133	-15,9413	
2134	-15,9547	
2135	-15,9726	
2136	-15,9866	
2137	-15,9989	
2138	-16,0089	
2139	-16,0316	
2140	-16,046	
2141	-16,0604	
2142	-16,0714	
2143	-16,0928	
2144	-16,1073	
2145	-16,1282	
2146	-16,1402	
2147	-16,1492	
2148	-16,1632	
2149	-16,1839	
2150	-16,1937	
2151	-16,2149	
2152	-16,2251	
2153	-16,24	
2154	-16,2605	
2155	-16,2777	
2156	-16,2875	
2157	-16,3045	
2158	-16,3227	
2159	-16,3311	
2160	-16,3488	
2161	-16,3586	
2162	-16,3741	
2163	-16,3888	
2164	-16,4038	
2165	-16,4173	
2166	-16,4358	
2167	-16,4482	
2168	-16,4709	
2169	-16,4837	
2170	-16,4951	
2171	-16,5125	
2172	-16,5298	
2173	-16,5462	
2174	-16,5596	
2175	-16,5746	
2176	-16,5912	
2177	-16,6143	
2178	-16,6267	
2179	-16,6435	
2180	-16,6652	
2181	-16,6702	
2182	-16,6897	
2183	-16,703	
2184	-16,7232	
2185	-16,7339	
2186	-16,7466	
2187	-16,7589	
2188	-16,7793	
2189	-16,7959	
2190	-16,8207	
2191	-16,849	
2192	-16,8716	
2193	-16,8872	
2194	-16,9005	
2195	-16,9165	
2196	-16,9336	
2197	-16,9494	
2198	-16,9631	
2199	-16,9801	
2200	-16,9999	
2201	-17,0115	
2202	-17,028	
2203	-17,0598	
2204	-17,0896	
2205	-17,111	
2206	-17,1344	
2207	-17,1585	
2208	-17,1811	
2209	-17,2097	
2210	-17,2287	
2211	-17,2521	
2212	-17,2603	
2213	-17,2418	
2214	-17,2078	
2215	-17,227	
2216	-17,2637	
2217	-17,3011	
2218	-17,3276	
2219	-17,3643	
2220	-17,3849	
2221	-17,4125	
2222	-17,4365	
2223	-17,4462	
2224	-17,4589	
2225	-17,4961	
2226	-17,5163	
2227	-17,5285	
2228	-17,5581	
2229	-17,5834	
2230	-17,6057	
2231	-17,6273	
2232	-17,6471	
2233	-17,6638	
2234	-17,6996	
2235	-17,7178	
2236	-17,7378	
2237	-17,7607	
2238	-17,7729	
2239	-17,7958	
2240	-17,826	
2241	-17,8488	
2242	-17,8694	
2243	-17,8893	
2244	-17,9094	
2245	-17,9437	
2246	-17,9705	
2247	-17,9863	
2248	-18,0133	
2249	-18,0372	
2250	-18,0616	
2251	-18,0837	
2252	-18,104	
2253	-18,1234	
2254	-18,1521	
2255	-18,1782	
2256	-18,2005	
2257	-18,217	
2258	-18,2466	
2259	-18,268	
2260	-18,2833	
2261	-18,3147	
2262	-18,343	
2263	-18,3695	
2264	-18,3929	
2265	-18,4113	
2266	-18,4327	
2267	-18,4606	
2268	-18,4911	
2269	-18,516	
2270	-18,5449	
2271	-18,5586	
2272	-18,5908	
2273	-18,6139	
2274	-18,6426	
2275	-18,6659	
2276	-18,6861	
2277	-18,7127	
2278	-18,7367	
2279	-18,7533	
2280	-18,7762	
2281	-18,8077	
2282	-18,8303	
2283	-18,8558	
2284	-18,8772	
2285	-18,9068	
2286	-18,9214	
2287	-18,9475	
2288	-18,9783	
2289	-18,9965	
2290	-19,0201	
2291	-19,0477	
2292	-19,079	
2293	-19,1032	
2294	-19,12	
2295	-19,1476	
2296	-19,1744	
2297	-19,2094	
2298	-19,2241	
2299	-19,2159	
2300	-19,2358	
2301	-19,2624	
2302	-19,2901	
2303	-19,3164	
2304	-19,339	
2305	-19,36	
2306	-19,3844	
2307	-19,4098	
2308	-19,4212	
2309	-19,4312	
2310	-19,4433	
2311	-19,4944	
2312	-19,553	
2313	-19,57	
2314	-19,5975	
2315	-19,6109	
2316	-19,6368	
2317	-19,6587	
2318	-19,6749	
2319	-19,7063	
2320	-19,717	
2321	-19,7442	
2322	-19,7792	
2323	-19,8117	
2324	-19,8238	
2325	-19,8405	
2326	-19,86	
2327	-19,8716	
2328	-19,9008	
2329	-19,9313	
2330	-19,943	
2331	-19,9663	
2332	-19,9831	
2333	-20,0102	
2334	-20,0258	
2335	-20,0555	
2336	-20,066	
2337	-20,0854	
2338	-20,1005	
2339	-20,139	
2340	-20,1443	
2341	-20,1694	
2342	-20,1881	
2343	-20,2052	
2344	-20,2367	
2345	-20,2651	
2346	-20,2804	
2347	-20,3079	
2348	-20,3278	
2349	-20,3515	
2350	-20,3675	
2351	-20,4078	
2352	-20,4266	
2353	-20,4536	
2354	-20,4998	
2355	-20,538	
2356	-20,5828	
2357	-20,6675	
2358	-20,7626	
2359	-20,9257	
2360	-21,2181	
2361	-21,7184	
2362	-22,2948	
2363	-22,1375	
2364	-21,5716	
2365	-21,1878	
2366	-20,9897	
2367	-20,8664	
2368	-20,8151	
2369	-20,7922	
2370	-20,7628	
2371	-20,7619	
2372	-20,7678	
2373	-20,7644	
2374	-20,772	
2375	-20,7912	
2376	-20,7777	
2377	-20,7707	
2378	-20,789	
2379	-20,7781	
2380	-20,786	
2381	-20,7803	
2382	-20,7747	
2383	-20,7821	
2384	-20,7698	
2385	-20,7731	
2386	-20,7599	
2387	-20,7356	
2388	-20,7126	
2389	-20,7003	
2390	-20,6682	
2391	-20,6363	
2392	-20,6049	
2393	-20,5625	
2394	-20,5189	
2395	-20,4724	
2396	-20,425	
2397	-20,3957	
2398	-20,4168	
2399	-20,5934	
2400	-21,0315	
2401	-22,008	
2402	-23,7341	
2403	-25,8576	
2404	-27,237	
2405	-27,2649	
2406	-26,5854	
2407	-25,8938	
2408	-25,3739	
2409	-24,94	
2410	-24,6171	
2411	-24,3864	
2412	-24,1822	
2413	-24,0209	
2414	-23,9057	
2415	-23,804	
2416	-23,7371	
2417	-23,6796	
2418	-23,6198	
2419	-23,5604	
2420	-23,5359	
2421	-23,5224	
2422	-23,535	
2423	-23,5471	
2424	-23,5594	
2425	-23,5707	
2426	-23,5772	
2427	-23,5635	
2428	-23,5911	
2429	-23,6181	
2430	-23,6458	
2431	-23,6664	
2432	-23,6994	
2433	-23,7213	
2434	-23,7461	
2435	-23,778	
2436	-23,8355	
2437	-23,8448	
2438	-23,8867	
2439	-23,9329	
2440	-23,9651	
2441	-24,0002	
2442	-24,0404	
2443	-24,0955	
2444	-24,1307	
2445	-24,1759	
2446	-24,2262	
2447	-24,2712	
2448	-24,3186	
2449	-24,3553	
2450	-24,4074	
2451	-24,4677	
2452	-24,5244	
2453	-24,5821	
2454	-24,6354	
2455	-24,6956	
2456	-24,7736	
2457	-24,8217	
2458	-24,887	
2459	-24,9485	
2460	-25,0068	
2461	-25,0765	
2462	-25,1291	
2463	-25,2219	
2464	-25,2769	
2465	-25,3139	
2466	-25,382	
2467	-25,4687	
2468	-25,5199	
2469	-25,592	
2470	-25,6373	
2471	-25,723	
2472	-25,7814	
2473	-25,8475	
2474	-25,9087	
2475	-25,931	
2476	-25,9287	
2477	-25,9855	
2478	-26,1968	
2479	-26,4221	
2480	-26,5756	
2481	-26,7045	
2482	-26,792	
2483	-26,8923	
2484	-27,007	
2485	-27,0971	
2486	-27,2376	
2487	-27,3421	
2488	-27,4636	
2489	-27,5506	
2490	-27,6819	
2491	-27,7763	
2492	-27,8924	
2493	-27,9991	
2494	-28,1378	
2495	-28,2733	
2496	-28,3985	
2497	-28,5597	
2498	-28,6837	
2499	-28,8388	
2500	-28,9597	
2501	-29,1158	
2502	-29,2403	
2503	-29,3696	
2504	-29,576	
2505	-29,7436	
2506	-29,9319	
2507	-30,0717	
2508	-30,2901	
2509	-30,4537	
2510	-30,6513	
2511	-30,8491	
2512	-31,0263	
2513	-31,248	
2514	-31,4312	
2515	-31,666	
2516	-31,8921	
2517	-32,198	
2518	-32,4853	
2519	-32,7602	
2520	-33,026	
2521	-33,2921	
2522	-33,6278	
2523	-33,9239	
2524	-34,1216	
2525	-34,1679	
2526	-33,7652	
2527	-32,4115	
2528	-29,8021	
2529	-28,7781	
2530	-30,4698	
2531	-32,1398	
2532	-33,3759	
2533	-34,2422	
2534	-35,0578	
2535	-35,6891	
2536	-36,4238	
2537	-37,0859	
2538	-37,832	
2539	-38,3567	
2540	-39,0415	
2541	-39,7309	
2542	-40,4493	
2543	-41,2646	
2544	-41,9575	
2545	-42,742	
2546	-43,7212	
2547	-44,3769	
2548	-45,1359	
2549	-46,0208	
2550	-46,5557	
2551	-46,8829	
2552	-46,6813	
2553	-46,4688	
2554	-45,8038	
2555	-45,0358	
2556	-43,9509	
2557	-42,9047	
2558	-42,2727	
2559	-41,5051	
2560	-40,6738	
2561	-39,9932	
2562	-39,3216	
2563	-38,5232	
2564	-37,8912	
2565	-37,3405	
2566	-36,7405	
2567	-36,1925	
2568	-35,5877	
2569	-35,1416	
2570	-34,6767	
2571	-34,1581	
2572	-33,7731	
2573	-33,3111	
2574	-32,889	
2575	-32,5441	
2576	-32,1742	
2577	-31,7874	
2578	-31,3927	
2579	-30,9203	
2580	-30,2754	
2581	-30,0676	
2582	-29,9383	
2583	-29,6804	
2584	-29,4145	
2585	-29,1254	
2586	-28,8466	
2587	-28,542	
2588	-28,2749	
2589	-27,9989	
2590	-27,7187	
2591	-27,4533	
2592	-27,1955	
2593	-26,9329	
2594	-26,663	
2595	-26,4239	
2596	-26,1607	
2597	-25,9338	
2598	-25,6863	
2599	-25,4264	
2600	-25,2189	
2601	-25,0076	
2602	-24,762	
2603	-24,5433	
2604	-24,2987	
2605	-24,079	
2606	-23,8598	
2607	-23,6536	
2608	-23,449	
2609	-23,2411	
2610	-23,0284	
2611	-22,8209	
2612	-22,6128	
2613	-22,3922	
2614	-22,1818	
2615	-21,9827	
2616	-21,7839	
2617	-21,5915	
2618	-21,3836	
2619	-21,1976	
2620	-21,0091	
2621	-20,8091	
2622	-20,6089	
2623	-20,4224	
2624	-20,2323	
2625	-20,0558	
2626	-19,8552	
2627	-19,6481	
2628	-19,4498	
2629	-19,2515	
2630	-19,0668	
2631	-18,8747	
2632	-18,6914	
2633	-18,508	
2634	-18,3381	
2635	-18,1389	
2636	-17,9608	
2637	-17,7758	
2638	-17,5849	
2639	-17,4012	
2640	-17,2106	
2641	-17,0282	
2642	-16,8428	
2643	-16,6475	
2644	-16,4677	
2645	-16,2839	
2646	-16,0952	
2647	-15,911	
2648	-15,7264	
2649	-15,5416	
2650	-15,3522	
2651	-15,1632	
2652	-14,9728	
2653	-14,7851	
2654	-14,5971	
2655	-14,4025	
2656	-14,2115	
2657	-14,0285	
2658	-13,8384	
2659	-13,6386	
2660	-13,4465	
2661	-13,2457	
2662	-13,0571	
2663	-12,862	
2664	-12,6649	
2665	-12,47	
2666	-12,2698	
2667	-12,0689	
2668	-11,8645	
2669	-11,6649	
2670	-11,4566	
2671	-11,2506	
2672	-11,0455	
2673	-10,8351	
2674	-10,6252	
2675	-10,4115	
2676	-10,1959	
2677	-9,97463	
2678	-9,75622	
2679	-9,53384	
2680	-9,31028	
2681	-9,08512	
2682	-8,85791	
2683	-8,62379	
2684	-8,3887	
2685	-8,15497	
2686	-7,91334	
2687	-7,66872	
2688	-7,42475	
2689	-7,17539	
2690	-6,92315	
2691	-6,66555	
2692	-6,40593	
2693	-6,14023	
2694	-5,87044	
2695	-5,59394	
2696	-5,31511	
2697	-5,02989	
2698	-4,73933	
2699	-4,44081	
2700	-4,13875	
2701	-3,83012	
2702	-3,51452	
2703	-3,19164	
2704	-2,85985	
2705	-2,51977	
2706	-2,1699	
2707	-1,80882	
2708	-1,43732	
2709	-1,05685	
2710	-0,662411	
2711	-0,254065	
2712	0,170206	
2713	0,60825	
2714	1,06346	
2715	1,53562	
2716	2,03058	
2717	2,54939	
2718	3,09367	
2719	3,66801	
2720	4,27486	
2721	4,91738	
2722	5,60152	
2723	6,33404	
2724	7,12225	
2725	7,97344	
2726	8,89755	
2727	9,90813	
2728	11,0263	
2729	12,2718	
2730	13,6685	
2731	15,2336	
2732	16,9516	
2733	18,7084	
2734	20,1292	
2735	20,545	
2736	19,6839	
2737	18,1033	
2738	16,3957	
2739	14,8144	
2740	13,4121	
2741	12,1759	
2742	11,0817	
2743	10,1062	
2744	9,23058	
2745	8,43789	
2746	7,71545	
2747	7,05068	
2748	6,43488	
2749	5,85867	
2750	5,33194	
2751	4,83493	
2752	4,36731	
2753	3,93066	
2754	3,51863	
2755	3,12658	
2756	2,75435	
2757	2,40165	
2758	2,0657	
2759	1,74711	
2760	1,44151	
2761	1,14467	
2762	0,860172	
2763	0,588239	
2764	0,327669	
2765	0,0792033	
2766	-0,163663	
2767	-0,398871	
2768	-0,623832	
2769	-0,843299	
2770	-1,05316	
2771	-1,25915	
2772	-1,45814	
2773	-1,64921	
2774	-1,83539	
2775	-2,01671	
2776	-2,19393	
2777	-2,36634	
2778	-2,53064	
2779	-2,69446	
2780	-2,85117	
2781	-3,0076	
2782	-3,1573	
2783	-3,30361	
2784	-3,44756	
2785	-3,58677	
2786	-3,72353	
2787	-3,85824	
2788	-3,9906	
2789	-4,1158	
2790	-4,23999	
2791	-4,36427	
2792	-4,48157	
2793	-4,59757	
2794	-4,71197	
2795	-4,82294	
2796	-4,93464	
2797	-5,04595	
2798	-5,15185	
2799	-5,25757	
2800	-5,36325	
2801	-5,46427	
2802	-5,56927	
2803	-5,66845	
2804	-5,76811	
2805	-5,86723	
2806	-5,96388	
2807	-6,05136	
2808	-6,13443	
2809	-6,21013	
2810	-6,28836	
2811	-6,36549	
2812	-6,44064	
2813	-6,51987	
2814	-6,59786	
2815	-6,6719	
2816	-6,7451	
2817	-6,8226	
2818	-6,89727	
2819	-6,96736	
2820	-7,0371	
2821	-7,11012	
2822	-7,18014	
2823	-7,25018	
2824	-7,31691	
2825	-7,38232	
2826	-7,4461	
2827	-7,51347	
2828	-7,57855	
2829	-7,64294	
2830	-7,70321	
2831	-7,76395	
2832	-7,82388	
2833	-7,88353	
2834	-7,94288	
2835	-7,99844	
2836	-8,05685	
2837	-8,11711	
2838	-8,17499	
2839	-8,23233	
2840	-8,28592	
2841	-8,34011	
2842	-8,40229	
2843	-8,46548	
2844	-8,47537	
2845	-8,50469	
2846	-8,55429	
2847	-8,60471	
2848	-8,65577	
2849	-8,70694	
2850	-8,75328	
2851	-8,80614	
2852	-8,85364	
2853	-8,89806	
2854	-8,94102	
2855	-8,96872	
2856	-8,98627	
2857	-9,0493	
2858	-9,11234	
2859	-9,15587	
2860	-9,19816	
2861	-9,24045	
2862	-9,2848	
2863	-9,3257	
2864	-9,36554	
2865	-9,40338	
2866	-9,44403	
2867	-9,48352	
2868	-9,5235	
2869	-9,5611	
2870	-9,59577	
2871	-9,62899	
2872	-9,66815	
2873	-9,70535	
2874	-9,73952	
2875	-9,77534	
2876	-9,80916	
2877	-9,84686	
2878	-9,8827	
2879	-9,91803	
2880	-9,95191	
2881	-9,98407	
2882	-10,0132	
2883	-10,0452	
2884	-10,0781	
2885	-10,1119	
2886	-10,1449	
2887	-10,1754	
2888	-10,2071	
2889	-10,2362	
2890	-10,2681	
2891	-10,2972	
2892	-10,3288	
2893	-10,3589	
2894	-10,3915	
2895	-10,4177	
2896	-10,452	
2897	-10,4756	
2898	-10,5023	
2899	-10,5281	
2900	-10,557	
2901	-10,5855	
2902	-10,606	
2903	-10,6325	
2904	-10,665	
2905	-10,6888	
2906	-10,7157	
2907	-10,744	
